$	dollarni tashkil etadi	dollar
ఆలంపూర్	alampur	alampur
ఆలయ	ma&#39;bad	temple
ఆలయం	ma&#39;bad	temple
ఆలయంలో	ma&#39;bad	alayamlo
ఆలయము	ma&#39;bad	temple
ఆలయానికి	ma&#39;bad	for temple
ఆలయాన్ని	ma&#39;bad	temple
ఆలయాలు	ma&#39;badlar	alayalu
ఆలస్యం	kechikish	late
ఆలీ	ali	aalee
ఆలోచన	fikrlar	thought
ఆలోచనలు	fikrlar	thought
ఆలోచనా	fikrlash	think
ఆల్	hammasi	all
ఆల్చిప్ప	bivalve	shell
ఆల్డిహైడు	aldegidlar	aldihidu
ఆల్ఫా	alfa	alfa
ఆల్బం	albom	album
ఆవకాయ	avakaya	pickle
ఆవరణ	qavs	atecology
ఆవరణలో	xona	lobby
ఆవరించి	o&#39;z ichiga oladi	occupies
ఆవల	orqasida	beside
ఆవాసం	hisob-kitob	home
ఆవిడ	u	she
ఆవిధంగా	shunday qilib,	like that
ఆవిరి	bug &#39;	steam
ఆవిర్భవించింది	tug&#39;ilgan	has born
ఆవిర్భవించిన	shakllanishi	took birth
ఆవిర్భావం	paydo bo&#39;lishi	creation
ఆవిష్కరణలు	yangiliklar	discovers
ఆవు	sigir	cow
ఆవులు	sigirlar	cows
ఆశయం	shuhratparastlik	goal
ఆశ్రమం	boshpana	asramam
ఆశ్రమంలో	monastir	in ashram
ఆశ్రమము	ermitaj	aashram
ఆశ్వయుజ	asvayuja	ashwayuja month
ఆసక్తి	qiziqish	interest
ఆసియా	osiyo	asian
ఆసియాలో	osiyo	in asia
ఆసుపత్రి	kasalxona	permission
ఆసుపత్రిలో	kasalxona	in the hospital
ఆస్కారం	qo&#39;llash sohasi	opportunity
ఆస్ట్రియన్	avstriya	austrian
ఆస్ట్రియా	avstriya	austria
ఆస్ట్రేలియా	avstraliya	australia
ఆస్తి	mulk	property
ఆహార	ovqat	food
ఆహారం	ovqat	food
ఆహారంగా	oziqlantirish	as food
ఆహారంలో	ovqat	in the food
ఆహారము	ovqat	food
ఆహారాన్ని	ovqat	food
ఆహారాలు	oziq-ovqat	foods
ఆహ్వానం	taklif	invitation
ఇ	e	it is the third ovel letter in telugu language
ఇంక	ko&#39;proq	and also
ఇంకనూ	keyinchalik	and also
ఇంకా	ko&#39;proq	some
ఇంకొక	boshqa	another
ఇంకొన్ని	qo&#39;shimcha	few more
ఇంకో	boshqa	another
ఇంగువ	menteşe	asafoetida (used in cooking)
ఇంగ్లండు	angliya	england
ఇంగ్లాండు	angliya	england
ఇంగ్లాండులో	angliya	in england
ఇంగ్లాండ్	angliya	england
ఇంగ్లీషు	inglizcha	english
ఇంగ్లీషులో	inglizcha	english
ఇంగ్లీష్	inglizcha	english
ఇంచుమించు	deyarli	almost
ఇంజనీరింగు	muhandislik	engineering
ఇంజనీరింగ్	muhandislik	engineering
ఇంజన్	dvigatel	engine
ఇంజినీరింగ్	muhandislik	injeniearing
ఇంట	uy	house
ఇంటర్	inter	inter
ఇంటర్నెట్	internet	internet
ఇంటర్నేషనల్	xalqaro	international
ఇంటర్మీడియట్	oraliq	intermediate
ఇంటి	uy	house
ఇంటికి	uy	to home
ఇంటిపేరు	familiya	surname
ఇంటిపేర్లు	familiyalar	surnames
ఇంటిలో	uy	in house
ఇంట్లో	uy	in the home
ఇండస్ట్రీస్	sohalar	industries
ఇండియన్	hind	indian
ఇండియా	hindiston	india
ఇండెక్స్	indeks	index
ఇండో	indo	indo
ఇండోఆర్యన్	indoaryan	indo-aryan
ఇండోనేషియా	indoneziya	indonesia
ఇండోనేసియా	indoneziya	indonesia
ఇండోర్	indore	indore
ఇంత	bu	this much
ఇంతకు	ilgari	before this
ఇంతకుముందు	avvalroq	this befiore
ఇంతటి	maqtovga sazovor	this
ఇంతలో	bu orada	ere-long
ఇంతవరకు	haligacha,	till now
ఇంతవరకూ	har doim	till now
ఇందిర	indira	indira
ఇందిరా	indira	indira
ఇందు	bugun	iindu
ఇందుకు	the	indhuku
ఇందుకోసం	shu maqsadda	for this
ఇందులో	the	in this
ఇంద్రజిత్తు	indrajit	indrajith
ఇంద్రుడు	indra	indhra
ఇక	the	now
ఇక్కడ	bu yerda	here
ఇక్కడకు	bu yerda	here
ఇక్కడి	the	here
ఇక్కడికి	kimga	here
ఇక్కడే	bu yerda	here
ఇక్ష్వాకు	ikshvaku	ishwa
ఇచ్చాడు	berdi	he had given
ఇచ్చాయి	taqdim etilgan	gave
ఇచ్చారు	berilgan	gave away
ఇచ్చి	berib	to give
ఇచ్చింది	taklif etiladi	given
ఇచ్చిన	the	given
ఇచ్చే	bu	giving
ఇటలీ	italiya	italy
ఇటాలియన్	italyancha	italian
ఇటీవల	yaqinda	recently
ఇటీవలి	yaqinda	recently
ఇటీవలికాలంలో	yaqinda	recently
ఇటీవలే	yaqinda	few days back
ఇటు	xabarlar	here
ఇటువంటి	bunday	this kind
ఇడ్లీ	idli	idli
ఇతడి	uning	his
ఇతడు	u	this man
ఇతని	uning	his
ఇతనికి	u	for him
ఇతనిని	uni	his
ఇతను	jssv	this person
ఇతర	boshqalar	other
ఇతరత్రా	boshqalar	multiple
ఇతరములు	boshqalar	others
ఇతరుల	boshqalar	other's
ఇతరులకు	boshqalar	remaining
ఇతరులను	boshqalar	others
ఇతరులు	boshqalar	others
ఇదంతా	hammasi	this all
ఇది	bu	this
ఇదివరకు	hozirgacha	upto now
ఇదే	xuddi shu	this
ఇదొక	bu	this is a
ఇదో	bu	this one
ఇద్దరి	ikkalasi ham	both
ఇద్దరు	ikki	two
ఇద్దరూ	ikkalasi ham	couple
ఇనస్టీన్	eynshteyn	insteen
ఇనుప	temir	iron
ఇనుము	temir	iron
ఇన్	ichida	in
ఇన్ని	ichida	this many
ఇన్నింగ్స్	inninglar	innings
ఇన్ఫర్మేషన్	ma `lumot	information
ఇన్సులిన్	insulin	insulin
ఇన్సులిన్‌	insulin	insulin
ఇన్స్టిట్యూట్	institut	institute
ఇప్పటి	endi	now
ఇప్పటికి	endi	from now
ఇప్పటికీ	hali ham	till
ఇప్పటికే	zotan	for now
ఇప్పటివరకు	haligacha	till now
ఇప్పటివరకూ	haligacha,	tilldate
ఇప్పుడు	endi	now
ఇబ్న్	ibn	ibn
ఇబ్బంది	muammo	trouble
ఇబ్బందులు	qiyinchiliklar	difficulties
ఇబ్రహీం	ibrohim	ibrahim
ఇబ్రాహీం	ibrohim	ibrahim
ఇమేజ్	rasm	image
ఇయర్	yil	year
ఇరవై	yigirma	twenty
ఇరాక్	iroq	iraq
ఇరాన్	eron	iran
ఇరు	ikkalasi ham	both
ఇరుగు	turar joy dahasi	neighbour
ఇలా	yoqadi	like this
ఇలాంటి	o&#39;xshash	such
ఇలాగే	xuddi shunday	accordingly
ఇలియానా	ileana	iliyana
ఇల్లాలు	yaxshi xotin	wife
ఇల్లు	uy	house
ఇళయరాజా	ilayaraja	ilayaraja
ఇళ్ళ	uylar	houses
ఇళ్ళలో	uy xo&#39;jaliklari	in the houses
ఇళ్ళు	uylar	house
ఇవన్నీ	bularning barchasi	all these
ఇవి	bular	this
ఇవికాక	ivikaka	besides these
ఇవికూడా	shuningdek	these also
ఇవీ	ayvi	this
ఇవెంట్	hodisa	event
ఇవే	eve	these
ఇవ్వడం	berib	giving
ఇవ్వడానికి	kimga	to give
ఇవ్వబడింది	berilgan	was given
ఇవ్వబడిన	the	given
ఇవ్వబడ్డాయి	ro‘yxatda	given
ఇష్టం	va	like
ఇష్టపడతారు	yoqadi	like
ఇష్టమైన	sevimli	liked
ఇసుక	qum	soil
ఇస్కాన్	iskcon	iscon
ఇస్టిట్యూట్	institut	institute
ఇస్తాయి	bering	will give
ఇస్తారు	sizlar	given
ఇస్తుంది	beradi	gives/will give
ఇస్తూ	berib	giving
ఇస్తే	agar	to give
ఇస్లాం	islom	islam
ఇస్లాంలో	islom	in islam
ఇస్లామాబాద్	islomobod	islamabad
ఇస్లామిక్	islomiy	islamic
ఇస్లామీయ	islomiy	islamic
ఈ	the	this
ఈ-మెయిల్	elektron pochta	e-mail
ఈజిప్టు	misr	egypt
ఈజిప్ట్	misr	egypt
ఈతని	u	his
ఈనాడు	bugun	eenaadu
ఈమె	u	this woman
ఈమెను	u	her
ఈమెయిల్	elektron pochta	e-mail
ఈయన	uning	eeyana
ఈవిధంగా	shu tarzda, shu ravishda, shunday qilib	this way
ఈశాన్యాన	shimoli-sharqda	north east
ఈశ్వర	shiva	lord eswara
ఈశ్వరుడు	qudratli	god
ఈశ్వరుని	jannat	eeshwar
ఈస్టిండియా	sharq	east india
ఈస్ట్	sharq	east
ఉ	mana	yes
ఉంచడం	joylashtirish	keeping
ఉంచాలి	qo&#39;y	should leave
ఉంచి	tutmoq	by keeping
ఉంచుతారు	joylashtirilgan	put
ఉంచుతుంది	saqlaydi	haved
ఉంచే	joylashtirish	used
ఉంటాడు	bu	be there
ఉంటాయని	be	must be
ఉంటాయి	sizlar	will be there
ఉంటారు	sizlar	comes
ఉంటుందని	bo&#39;ladi	is there
ఉంటుంది	bu	be there
ఉంటుందో	bu	will it be
ఉంటూ	qoling	in control
ఉంటే	agar	be there
ఉండకూడదు	bo&#39;lmasligi kerak	shouldn't  be
ఉండగా	hozircha	still
ఉండటం	bo&#39;lish	be there
ఉండటంతో	beri	being
ఉండటము	ning mavjudligi	there
ఉండటమే	bo&#39;lish	being
ఉండటానికి	qoling	in order to be
ఉండడం	bo&#39;lish	having
ఉండడంతో	bilan	as being
ఉండడానికి	qoling	for staying
ఉండదు	bu yerda yo&#39;q	not there
ఉండలు	pelletlar	balls
ఉండవచ్చు	balki	might be there
ఉండవచ్చునని	may oyida	may be
ఉండవచ్చును	bo&#39;lishi mumkin	can stay
ఉండవు	sizlar	will not be there
ఉండాలని	qoling	has to be
ఉండాలనే	bolmoq	to be
ఉండాలి	kerak	should have
ఉండి	va	consists of
ఉండుటచే	kabi	prevailing
ఉండును	bu	exists
ఉండే	the	consists
ఉండేందుకు	qoling	to be there
ఉండేటటువంటి	bu	same being
ఉండేదని	bu	used to be
ఉండేది	edi	used to be
ఉండేవాడు	edi	was like that
ఉండేవారు	edi	were there
ఉండేవి	bo&#39;lishi mumkin edi	there
ఉండొచ్చు	bor edi	may be
ఉందంటే	agar	its there because
ఉందని	bu	that
ఉంది	bu	it is there
ఉందో	jssv	was there
ఉక్కు	chelik	steel
ఉగాది	ugadi	ugadhi
ఉచిత	ozod	free
ఉచితంగా	ijro eting	freely
ఉచ్ఛ	cho&#39;qqisi	hign
ఉజ్బెకిస్తాన్	o&#39;zbekiston	uzbekistan
ఉత్తమ	yaxshi	best
ఉత్తమం	eng yaxshisi	better
ఉత్తర	shimoliy	north
ఉత్తరం	xat	east
ఉత్తరంగా	shimoliy	towards north
ఉత్తరప్రదేశ్	up	uttar pradesh
ఉత్తరము	shimoliy	post
ఉత్తరాంచల్	uttaranchal	uttaranchal
ఉత్తరాన	shimoliy	north
ఉత్తరాయణ	tenglama	north
ఉత్తరాలు	maktublar	letters
ఉత్పత్తి	mahsulot	production
ఉత్పత్తికి	ishlab chiqarish	for production
ఉత్పత్తిలో	ishlab chiqarish	production
ఉత్పత్తుల	mahsulotlar	hinjury
ఉత్పత్తులను	mahsulotlar	produce
ఉత్పత్తులు	mahsulotlar	products
ఉత్సవ	festival	festive
ఉత్సవం	festival	ustav
ఉత్సవాలలో	bayramlar	in celebrations
ఉత్సవాలు	yarmarkalar	festivals
ఉత్సాహంగా	xursandchilik bilan	enthusiastically
ఉదజని	vodorod	hydrogen
ఉదయం	ertalab	morning
ఉదరము	qorin	stomach
ఉదా	misol uchun,	example
ఉదాహరణ	misol	example
ఉదాహరణకి	misol uchun,	for example
ఉదాహరణకు	misol uchun,	example
ఉదాహరణగా	misol	for example
ఉదాహరణలు	misollar	examples
ఉద్దేశం	niyat	aim
ఉద్దేశించి	kimga	aimed at
ఉద్దేశ్యం	maqsad	intention
ఉద్దేశ్యంతో	niyat	an intention
ఉద్భవించాయి	arose	come from
ఉద్భవించింది	kredit	obtained
ఉద్భవించిన	rivojlanayotgan	arise
ఉద్యమ	biznes	revolution
