$	usd	dollar
dodavanjem	pievienojot	adding
dodir	pieskarties	touch
dodirne	pieskaras	touch
doduše	tomēr	indeed
događa	notiek	happens
događaj	notikums	event
događaja	notikumi	events
događaje	notikumi	events
događaji	notikumi	events
događajima	notikumi	events
događaju	notikums	happen
događanja	notikumi	happenings
dogodila	noticis	occurred
dogodilo	noticis	happened
dogodio	noticis	occurred
dogovor	vienošanās	agreement
dogovora	vienošanās	agreement
dohodak	ienākumi	income
dohotka	ienākumi	sale
dojam	iespaids	impression
dojenje	barošana ar krūti	breastfeeding
dojke	krūts	breast
dok	kamēr	while
dokaz	pierādījums	proof
dokaza	pierādījumi	evidences
dokazao	pierādīts	proved
dokaze	pierādījumi	proofs
dokazi	pierādījumi	proofs
doktor	ārsts	doctor
dokumenata	dokumenti	documents
dokument	dokumentu	document
dokumenta	dokumenti	documents
dokumentarni	dokumentālā filma	documentary
dokumenti	dokumenti	documents
dokumentima	dokumenti	documents
dokumentu	dokumentu	document
dolar	dolāru	dollar
dolara	dolāru	dollar
dolaska	ierašanās	arrival
dolaskom	ierašanās	arrival
dolasku	ierašanās	arrival
dolazak	ierašanās	arrival
dolaze	viņi nāk	come
dolazi	nāk	arrive
dolazili	atnāca	come
dolazilo	nāca	came
dolina	ieleja	valley
dolinama	ielejas	valleys
doline	ielejas	valley
dolini	ieleja	valley
dolinom	ieleja	valley
dolinu	ieleja	valey
dolje	uz leju	down
dom	māja	home
doma	mājās	houses
domaća	iekšzemes	home
domaće	iekšzemes	domestic
domaćeg	iekšzemes	domestic
domaći	iekšzemes	home
domaćih	iekšzemes	home
domaćim	iekšzemes	domestic
domaćin	vadītājs	host
domaćina	vadītājs	the host
domena	domēns	domain
domet	diapazons	reach
dominacije	kundzība	domination
dominantan	dominējošais	dominant
dominira	dominē	dominates
dominiraju	dominē	dominate
domove	mājas	homes
domovina	dzimtene	home
domovine	dzimtene	country
domovini	dzimtene	country
domovinu	dzimtene	home
domu	mājas	home
don	don	don
donekle	zināmā mērā	somewhat
donijela	atnesa	brought
donijeli	atnesa	brought
donio	atnesa	brought
donja	zemāks	donja
donje	zemāks	down
donjeg	zemāks	course
donjem	zemāks	lower
donji	zemāks	donji
donjim	zemāks	down
donose	atnest	bring
donosi	nes	brings
donošenja	adopcija	making
doprinijeli	veicināja	contribute
doprinijelo	veicināja	contributed
doprinos	ieguldījums	contribution
doprinosi	iemaksas	contributes
dopušta	atļauj	leave
dosada	garlaicība	boredom
dosegla	sasniedza	reached
doselili	imigrēja	moved to
doseljenika	imigranti	immigrants
doslovno	burtiski	literally
dosta	pietiekami	many
dostigao	sasniedza	reached
dostignuća	sasniegumi	achievements
dostiže	sasniedz	reach
dostižu	sasniegt	reach
dostojevski	dostojevskis	dostoevsky
dostojevskog	dostojevskis	dostoevsky
dostupan	pieejams	available
dostupna	pieejams	available
dostupne	pieejams	available
dovela	atnesa	brought
dovele	atnesa	brought
doveli	atnesa	brought
dovelo	vadīja	brought
doveo	atnesa	brought
dovesti	svinu	bring
dovode	ved	bring
dovodi	ved	brings
dovoljan	pietiekams	sufficient
dovoljno	pietiekami	enough
doza	deva	dose
dozama	devas	doses
doze	devas	doses
dozvola	atļauju	licence
dozvoljava	atļauj	allows
dozvoljeno	atļauts	allowed
dozvolu	atļauju	permission
doći	nākt	come
dočekao	sveica	welcomed
dođe	nāk	came
došao	atnāca	came
došla	atnāca	came from
došle	atnāca	came
došli	atnāca	come
došlo	atnāca	came
doživio	pieredzējis	experienced
doživjela	pieredzējis	lived
doživljaj	pieredze	experience
doživljava	pārdzīvojumi	experiences
dr	dr	etc
draga	dārgs	dear
dragan	dragan	dragan
drago	dārgs	drago
drama	drāma	drama
drame	drāma	drama
dramski	dramatisks	thespian
dražen	kairināts	dražen
draži	ķircina	dear
dream	sapnis	dream
dretar	dretar	dretar
drevni	senais	ancient
drevnih	senču	ancient
drevnog	senais	ancient
drina	drina	drina
drine	drine	drina
drini	drini	drina
drinu	drina	drina
druga	citi	second
drugačije	savādāk	different
druge	citi	another point of view
drugi	citi	other
drugih	citi	other
drugim	citi	other
drugima	citiem	others
drugo	otrais	second
drugog	cits	another
drugoj	cits	other
drugom	cits	second
drugoplasirani	otro vietu ieguvēji	runner-up
drugu	cits	second
društava	biedrības	communities
društva	sabiedrībā	society
društvena	sabiedriskā	social
društvene	sabiedriskā	social
društveni	sabiedriskā	social
društvenih	sabiedriskā	social
društvenim	sabiedriskā	sociable
društveno	sociāli	socially
društvenog	sabiedriskā	social
društvenoj	sabiedriskā	social
društvenom	sabiedriskā	social
društvenu	sabiedriskā	social
društvima	biedrības	societies
društvo	sabiedrībā	society
društvu	sabiedrībā	society
drvar	kokgriezējs	drvar
drveta	koki	wood
drvo	koksne	wood
držali	notika	held
držanje	saimniecība	keeping
držao	notika	held
držati	turēt	held
država	valsts	country
državama	štatos	states
državaupobnerpordgpgrazbod	državaupobnerpordgpgrazbod	state
države	valstīm	country
državi	valstīm	country
državna	valsts	national
državne	valsts	state
državni	valsts	state
državnih	valsts	state
državnim	valsts	state
državno	valsts	state
državnog	valsts	state
državnom	valsts	state
državom	valsts	state
državu	valsts	country
drže	turēt	held
drži	tur	holds
du	du	du
dubica	dubica	dubica
dubine	dziļums	depth
duboke	dziļi	deep
duboko	dziļi	far beneath
dubrave	dubrave	dubrave
dubrovnik	dubrovņiks	dubrovnik
dubrovnika	dubrovņiks	dubrovnik
dubrovnikom	dubrovniki	dubrovnik
dubrovniku	dubrovniki	dubrovnik
dubrovčani	dubrovnikas pilsoņi	dubrovnik citizens
dubrovčanima	dubrovniku iedzīvotājiem	dubrovnik
dudley	dudlijs	dudley
duel	duelis	duel
duet	duets	duet
dug	parāds	long
duga	varavīksne	long
duge	varavīksne	long
dugi	ilgi	long
dugih	ilgi	long
dugim	ilgi	long
dugme	pogu	button
dugmeta	pogu	button
dugo	ilgi	long
dugog	ilgi	longer
dugotrajne	ilgstošs	longterm
dugu	ilgi	long
duh	gars	spirit
duha	gars	spirit
duhan	tabaka	tobaco
duhana	tabaka	tobaco
duhovne	garīgais	spiritual
duhovni	garīgais	spiritual
duhovno	garīgi	spiritual
duhovnog	garīgais	spiritual
duhu	gars	spirit
dunav	donava	dunav
dunava	donava	dunav
dunja	cidonijas	quince
dunje	cidonijas	quinces
dućani	veikalos	stores
duša	dvēsele	soul
dušan	dušāns	dusan
duše	dvēseles	souls
duško	bērniņš	dusko
dušu	dvēsele	soul
duž	gar	along
duže	ilgāk	longer
dužina	garums	length
dužine	garums	length
dužini	garums	length
dužinu	garums	length
dužnost	nodoklis	duty
dužnosti	pienākumi	duty
dva	divi	two
dvadeset	divdesmit	twenty
dvadesetog	divdesmitais	twentieth
dvaju	divi	both
dvanaest	divpadsmit	twelve
dvije	divi	two
dviju	divi	two
dvoboj	duelis	duel
dvoboja	duelis	duel
dvoje	divi	both
dvor	pagalms	yard
dvora	tiesa	court
dvorac	pils	castle
dvorana	zāle	hall
dvorani	zāle	hall
dvorca	pils	castle
dvoru	pagalms	palace
džamija	mošeja	mosque
džamije	mošejas	mosque
džamiji	mošeja	mosque
džamiju	mošeja	mosque
džeko	dzeko	dzeko
džemal	jamal	dzemal
džemaludin	džemaludin	džemaludin
džemat	draudze	džemat
dževad	dževad	dževad
džez	džezs	jazz
džibril	džibrils	gabriel
džumanamaz	jumanaz	friday prayer
e	e	is
ebu	ebu	ebu
edem	tūska	edema
edema	tūska	edema
edhem	edhem	edhem
edin	edins	edin {name}
edo	edo	edo
edward	edvards	edward
efekat	efekts	effect
efekata	efekts	effects
efekt	efekts	effect
efekta	efekts	effect
efekte	efektus	effects
efekti	efektus	effects
efektor	efektors	effector
efikasnost	efektivitāte	efficiency
efikasnosti	efektivitāte	efficiency
egipat	ēģipte	egypt
egipta	ēģipte	egypt
egiptu	ēģipte	egypt
egipćani	ēģiptieši	egypt
egzistira	pastāv	exists
einstein	einšteins	einstein
ejalet	ejalets	eyalet
ekipa	komanda	team
ekipe	komandas	team
ekipu	komanda	team
ekologija	ekoloģija	ecology
ekonomija	ekonomika	economy
ekonomije	ekonomika	economy
ekonomiji	ekonomika	economy
ekonomiju	ekonomika	economy
ekonomska	ekonomiskais	economic
ekonomske	ekonomiskais	economic
ekonomski	ekonomiski	economical
ekonomskih	ekonomiskais	economic
ekonomskim	ekonomiskais	economic
ekonomsko	ekonomiski	ecnonomic
ekonomskog	ekonomiskais	economic
ekonomskoj	ekonomiskais	economic
ekonomskom	ekonomiskais	economic
ekonomsku	ekonomiskais	economic
ekrana	ekrāns	screens
ekspanziju	paplašināšana	expansion
eksperimenti	eksperimenti	experiments
ekstremno	ekstrēms	extremely
ekvador	ekvadora	ecuador
el	el	el
elektriciteta	elektrība	electricity
električna	elektriskā	electric
električne	elektriskā	electrical
električni	elektriskā	electric
električnih	elektriskā	electrical
električnog	elektriskā	electric
električnu	elektriskā	electrical
elektroda	elektrods	electrode
elektrode	elektrodi	electrodes
elektrohemija	elektroķīmija	electro-chemistry
elektrohemijske	elektroķīmiski	electrochemical
elektrolit	elektrolīts	electrolyte
elektrolita	elektrolīts	electrolytes
elektroliza	elektrolīze	electrolysis
elektron	elektrons	electron
elektrona	elektroni	electrone
elektronika	elektronika	elektronika
elektronski	elektroniski	electronic
elektrotehnike	elektrotehnika	electrical engineering
elemenata	elementi	elements
element	elements	element
elementa	elements	elements
elemente	elementi	elements
elementi	elementi	elements
elementima	elementi	elements
elizabeta	elizabeta	elizabeth
elizabete	elizabete	elizabeth
elizabeth	elizabete	elizabet
elizabeti	elizabeti	elizabeth
elizabetu	elizabetu	elizabeta
elvir	elvīrs	elvir
elvis	elvis	elvis
email	e-pasts	e-mail
emina	emina	emina
emir	emir	emir
enciklopedija	enciklopēdija	encyklopedia
enciklopedije	enciklopēdijas	encyclopedia
end	beigas	end
endbmatrix	endbmatrix	end{bmatrix}
endokard	endokardijs	endocardium
eneja	eneja	aeneas
eneju	eneju	aeneas (ancient god)
energetski	enerģisks	energy
energija	enerģija	energy
energije	enerģija	energy
energijom	enerģija	energy
energiju	enerģija	energy
eng	eng	eng
engl	engl	"abbreviation of word ""engleski""(english)"
engleska	anglija	england
engleske	no anglijas	england
engleski	angļu	english
engleskih	angļu	english
engleskim	angliski	english
engleskog	angļu	english
engleskoj	anglijā	england
engleskom	angliski	english
englesku	angļu	england
englezi	angļu	british
enigmatika	mīkla	enigmatic
enkidu	enkidu	enkidu
enklava	anklāvs	enclave
enklave	anklāvs	enclave
enklavu	anklāvs	enclave
entiteta	vienība	entities
enver	enver	enver
enzima	ferments	enzymes
enzimi	fermenti	enzymes
ep	ep	ep,abrevation for european football championship
epa	labi	epos
epidemija	epidēmija	epidemics
epizoda	epizode	episode
epohe	laikmets	epoch
epsilon	epsilons	epsilon
epu	epu	epic
era	laikmets	era
ere	laikmets	era
eric	eriks	eric
ermenija	armēnija	ermenija
estetika	estētika	esthetics
estonija	igaunija	estonia
estonije	no igaunijas	estonia
estoniji	igaunija	estonia
et	et	et
etan	etāns	etan
etanol	etanols	ethanol
ethernet	ethernet	ethernet
etika	ētika	ethics
etimologija	etimoloģija	etymology
etnička	etniskā	etnic
etničke	etniskā	ethnical
etnički	etniskā	etnical
etničkih	etniskā	ethnic
etničkim	etniskā	ethnic
etničko	etniskā	etnic
etničkog	etniskā	ethnic
eu	eu	eu
euklid	eiklīds	euclid
euro	eiro	euro
eurosong	eurosong	eurosong
eventualne	iespējams	eventual
eventualno	iespējams	eventually
evo	šeit	here is
evolucija	evolūcija	evolution
evolucije	evolūcija	evolution
evolventa	iesaistīt	evolution
evropa	eiropa	europe
evrope	eiropa	europe
evropi	eiropa	europe
evropljana	eiropieši	europeans
evropljani	eiropieši	europeans
evropom	eiropa	europe
evropska	eiropietis	european
evropske	eiropietis	european
evropski	eiropietis	european
evropskih	eiropietis	european
evropskim	eiropietis	europian
evropsko	eiropietis	european
evropskog	eiropietis	european
evropskoj	eiropietis	european
evropskom	eiropietis	european
evropsku	eiropietis	europian
evropu	eiropa	europe
fabrika	rūpnīca	factory
fabrike	rūpnīca	factories
fabula	zemes gabals	plot
facebook	facebook	facebook
facto	faktiski	facto
fadil	fadils	fadil
faktor	faktors	factor
faktora	faktors	factors
faktori	faktori	factors
fakultet	fakultāte	faculty
fakulteta	fakultāte	colleges
fakultetu	fakultāte	faculty
farska	farss	faroe
faruk	faruks	faruk  (first name)
fatima	fatima	fatima
faza	fāze	phase
faze	fāze	phases
fazi	fāze	phase
fazu	fāze	phase
fbih	fbih	federation bih
fc	fc	fc
fe	fe	fe
februar	februāris	february
februara	februāris	february
februaru	februāris	february
federacija	federācija	federation
federacije	federācija	federation
federaciji	federācija	federation
federalna	federālā	federal
federalne	federālā	federal
federalni	federālā	federal
federativna	federālā	federal
federativne	federālā	federal
feldspat	laukšpats	feldspat
feminizam	feminisms	feminism
fenol	fenols	phenole
fenoli	fenoli	phenoles
fenomen	parādība	phenomenon
ferdinand	ferdinands	ferdinand
ferhadija	ferhadija	ferhadija
ferhatović	ferhatović	ferhatovic
feromon	feromons	feromon
festival	festivāls	festival
festivala	festivāls	festival
festivali	festivāli	festival
festivalima	festivāli	festivals
festivalskih	festivāls	festival
festivalu	festivāls	festival
fiba	fiba	fiba
fifa	fifa	fifa
figura	skaitlis	figure
fikret	fikret	fikret
fikreta	fikreta	fikreta
filatelija	filatēlija	philately
filip	filip	phillip
filipa	filipa	filip
filipini	filipīnas	philippines
filipović	filipović	filipovic
film	filma	movie
filma	filma	movie
filmografija	filmogrāfija	filmography
filmova	filmas	films
filmovi	filmas	films
filmske	filma	movie
filmski	kinematogrāfisks	movie
filmskom	filma	movie
filmu	filma	movie
filozof	filozofs	philospher
filozofa	filozofs	philosophers
filozofi	filozofi	philosophers
filozofija	filozofija	philosophy
filozofije	filozofija	philosophy
filozofiji	filozofija	philosophy
filozofiju	filozofija	philosophy
filozofska	filozofiski	philosophical
filozofske	filozofiski	philosophical
filozofski	filozofiski	philosophical
finale	fināls	final
finalu	fināls	final
finansije	finanses	finance
finansijskih	finanšu	financial
finska	somija	finland
finske	somu	finland
finski	somu	finnish
finskoj	somijā	finland
firefox	firefox	firefox
firma	stingrs	firm
firme	firmas	company
firmi	firmas	firmi
fizici	fizika	physics
fizika	fizika	physics
fizike	fizika	physics
fizička	fiziskā	physical
fizičke	fiziskā	physical
fizički	fiziski	physical
fizičkih	fiziskā	fizical
fizičkog	fiziskā	physical
fk	fk	fk,abbrevation for football club
florida	florida	florida
fluida	šķidrums	fluid
fojnica	fojnica	fojnica
fojnice	fojnice	fojnica
fojnici	fojnici	fojnica
folikula	folikulu	follicles
folk	tautas	folk
fond	fonds	fund
fondacija	fonds	foundation
for	priekš	for
forma	forma	form
formacija	veidošanās	formation
formacije	veidojumi	formation
formalne	formāls	formal
formalno	formāli	formally
format	formāts	format
forme	formas	forms
formi	formas	forms
formira	formas	formed
formiraju	forma	form
formirala	veidojas	formed
formirali	veidojas	formated
formiran	veidojas	formed
formirana	veidojas	forming
formiranja	veidošanās	forming
formiranje	formēšana	forming
formu	forma	form
formula	formula	formula
formule	formula	formula
forum	forums	forum
fosfat	fosfāts	fosfats
fosfor	fosfors	phosphor
fosfora	fosfors	phosphor
fosili	fosilijas	fossils
fotografija	fotogrāfija	photography
fotografije	fotogrāfijas	photographs
fotosinteza	fotosintēze	photosynthesis
fotosinteze	fotosintēze	photosynthesis
fotosintezu	fotosintēze	photosynthesis
foča	perēkļi	foca
foče	fokuss	foča
foči	perēkļi	foca
fr	fr	french
fra	fra	friar
frame	rāmis	frame
france	francija	france
francisco	francisco	francisco
francuska	francija	french
francuske	franču valoda	french
francuski	franču valoda	french
francuskih	franču valoda	french
francuskim	franču valoda	french
francuskog	franču valoda	french
francuskoj	francija	france
francuskom	franciski	french
francusku	francija	french
francuza	franču valoda	french
francuzi	franči	french
franje	francis	franciscan
franjevački	francisks	fransican
franjevci	franciskāņi	franciscans
franjo	franjo	franjo
franz	franzs	franz
freddie	fredijs	freddie
frekvencija	biežums	frequency
frekvencije	frekvences	frequencies
frenkie	frenkie	frenkie
friedrich	frīdrihs	friedrich
front	priekšā	front
frontu	priekšā	front
fuad	fuad	fuad
fudbal	futbols	football, soccer
fudbaler	futbolists	football player
fudbalski	futbols	football
fudbalskog	futbols	soccer
funkcija	funkcija	function
funkcije	funkcijas	functions
funkciji	funkcija	function
funkciju	funkcija	function
fuzije	saplūšana	fusion
ga	ga	it
gabela	gabela	gabela
