$ tỉ	miliarde de dolari	$ billion
prix	prix	(proper noun) prix, as in the grand prix
procellarum	procellarum	procellarum, as in oceanus procellarum, the name of a mare on the moon
projekt	projekt	projekt
prometheus	prometheus	(proper noun) prometheus
protein	proteina	protein
prôtêin	proteină	protein (n.)
ps	ps	ps
psv	psv	psv
ptolemy	ptolemeu	ptolemy
ptq	ptq	ptq
puerto	puerto	puerto
pulau	pulau	(proper noun) pulau, as in pulau tekong, an island
pulitzer	pulitzer	(proper noun) pulitzer, as in the pulitzer prize
pulp	pulpă	pulp
punjab	punjab	punjab
pusan	pusan	(proper noun) pusan
putin	putin	putin
pyrenees	pyrenees	pyrenees
pytago	pytago	(proper noun) pytago
pzl	pzl	pzl
péc	pec	"(term should be ""vịnh péc xích"") the persian gulf"
pérez	pérez	(proper noun) perez, as in javier perez de cuellar
păng	împunsătură	fansipan
pơ	po	"(term should be ""pơ kô"") a river in vietnam (n.)"
q	q	q ( a letter)
qatar	qatarului	qatar
qd	qd	quantum dots
qing	qing	qing, as in the qing dynasty of  china
qlvnch	qlvnch	army of the republic of vietnam
qua	de	transmit
quad	quad	quad
quan	quan	"(term should be ""quan hệ"") relationship (n.)"
quang	optic	bladder
quanh	în jurul	around
quay	întoarse	turn
que	tije	stick
queen	regină	queen
queens	regine	(proper noun) queens, as in the new york borough
queensland	queensland	queensland
quen	familiar	accustomed to
qui	qui	formal
quincy	quincy	(proper noun) quincy, as in quincy jones
quran	quran	quran
quy	norme	"(term should be ""quy ước"") agreement"
quyên	fundamentals	"(term should be ""quyên góp"") to donate (v.)"
quyến	farmec	"(term should be ""gia quyến"") family"
quyền	permisiune	right
quyện	amesteca	mix
quyệt	insidios	"(should be ""xảo quyệt"") devious"
quá	de asemenea	over
quái	naiba	strange or odd
quán	bar	hometown
quáng	orb	blind
quát	strigat	generalize
quân	quan	army (n.)
quãng	aproximativ	optical
quét	a scana	to sweep (v.)
quê	sat	countryside
quên	a uita	forget
quý	prețios	love
quýt	mandarină	tangerine
quăng	arunca	to throw (v.)
quĩ	fond	orbit
quạ	ciori	crow (con qua)
quạt	ventilator	fan
quản	guvernare	"(entire term is ""cai quản"") to manage"
quảng	promo	guangzhou
quấn	folie	wrap around
quất	kumquat	whip
quấy	agitație	harass
quần	pantaloni	pants (n.)
quầng	aura	halo
quầy	blatul	stall
quẩy	basculant	quay
quẫn	mizerabil	necessitous
quận	district	county (n.)
quật	excavare	excavation
quẳng	arunca	throw
quặc	ciudat	strange (adj.)
quặng	minereu	an ore (n.)
quẻ	hexagram	hexagram
quế	scorţişoară	cinnamon (n.)
quết	gunoi	knead
quệ	sărac	exhausted
quỉ	diavolul	demon
quỳ	îngenunchea	demon (n.)
quỳnh	quỳnh	quynh
quỵ	accident vascular cerebral	stroke
quỷ	diavolul	provided
quỹ	fond	fund
qúy	sfert	quy
r	r	r
rabindranath	rabindranath	rabindranath
race	rasă	race
rafael	rafael	rafael
rafale	rafala	(proper noun) rafale, as in dassault rafale
rai	rai	slowly intake
raleigh	raleigh	raleigh
ralph	ralph	(proper noun) ralph, as in ralph waldo emerson
ram	berbec	a name
rama	rama	rama, first name of several rulers of thailand (n.)
ramadan	ramadanului	(proper noun) the fasting month of ramadan
ramayana	ramayana	ramayana
rambus	rambus	rambus
ran	a fugit	ran
ranch	ranch	ranch
randy	gălăgios	randy
rang	rang	roast
rangers	rangers	rangers
ranh	limite	border (ranh gioi)
rao	anunț	to announce
rap	rap	rap
raptor	raptor	raptor
rate	rată	rate
rau	vegetal	vegetable
ray	rază	rail (n.)
raya	raya	raya
raymond	raymond	raymond
rađa	radar	radar
reagan	reagan	reagan
real	real	real
reanimation	reanimare	reanimation
reap	culege	reap
reef	recif	reef
regia	regia	regia
reichelt	reichelt	reichelt
ren	dantelă	lace (n.)
renaissance	renaştere	renaissance
renault	renault	renault
rené	rené	rene
reo	inel	yell
reserve	rezervă	reserve
resort	recurge	resort
reverse	verso	reverse
revolution	revoluţie	revolution
rey	rey	rey, as in copa del rey
rfid	rfid	rfid
rhodes	rhodes	rhodes
rica	rica	rica
ricardo	ricardo	ricardo
ricci	ricci	ricci
richard	richard	richard
richardson	richardson	(proper noun) richardson, as in james o. richardson
richie	richie	(proper noun) richie, as in singer lionel richie
rico	rico	rico, as in puerto rico
riemann	riemann	riemann, as in bernhard riemann, a german mathematician
rimjob	rimjob	rimjob
rin	rin	rin
rising	în creștere	rising
risk	risc	risk
ritchie	ritchie	a name
rivaldo	rivaldo	rivaldo
rivière	rivière	a name
rizal	rizal	rizal
riêng	privat	own
riêu	rieu	crab
riết	riet	urgently
riềng	galangal	arrowroot
ro	ro	"entire term is ""rui ro""; means ""risk"""
robert	robert	(proper noun) robert
roberto	roberto	(proper noun) roberto
roberts	roberts	roberts
robespierre	robespierre	robespierre
robin	prihor	a name
robinson	robinson	robinson, as in michelle robinson
rockefeller	rockfeller	rockefeller, as in john d. rockefeller
roddick	roddick	(proper noun) roddick
rodríguez	rodríguez	rodriguez (n.)
roi	tijă	a stick or switch used for punishment (n.)
roland	roland	roland
romania	românia	romania
rome	roma	rome, as in rome, italy
romeo	romeo	(proper noun) romeo, as in romeo and juliet
rommel	rommel	rommel
ron	ron	ron
ronald	ronald	ronald, an english first name
ronaldinho	ronaldinho	ronaldinho
rong	alge	seaweed (n.)
rosen	rosen	rosen, as in nathan rosen
roth	roth	roth
rotterdam	rotterdam	(proper noun) rotterdam
rousseau	rousseau	rousseau
router	router	cong noi
rovers	rovers	rovers
rowling	jk rowling	rowling
roy	roy	(proper noun) roy, a name
rpd	rpd	rpd
rtp	rtp	rpt
rudolph	rudolph	rudolph
rue	rue	rue, as in rue des vases, a street name
rulin	rulin	(proper noun) rulin
rumani	română	romanian
rumiko	rumiko	rumiko, a japanese first name
rummel	rummel	rummel
run	alerga	tremble
rung	vibra	to shake or vibrate (v.)
russian	rusă	(proper adjective) russian
russkaya	russkaya	(proper noun) russkaya avionika
ruth	cruțare	(proper noun) ruth
rutherford	rutherford	rutherford
rutte	rutte	rutte
ruud	ruud	ruud
ruốc	crevetă	pemmican
ruồi	muste	fly
ruổi	ruoi	rong ruổi=wandering
ruộng	câmp de orez	"(term should be ""ruộng đất"") farmland (n.)"
ruột	intestin	internals
rzeczpospolita	rzeczpospolita	rzeczpospolia
rà	verifică	finding
ràng	clar	clear
rành	fluent	exhaustive
rào	gard	barrier
rác	gunoi	gabbage-trash
rách	rupt	tear
rái	vidra	colander
rán	prăji	fried (adj.)
ráp	asamblare	to assemble (v.)
râm	umbrit	shade
râu	barbă	beard or mustache (n.)
rã	descompunere	out
rãi	repara	"(term should be ""rộng rãi"") generous"
rãnh	şanţ	groove
räikkönen	räikkönen	raikkonen
rèm	perdea	curtain
rèn	forjare	train
ré	scânci	re
république	république	republique
rét	rece	cold
rê	trage	"(term should be ""rê bóng"") to dribble the ball in soccer (v.)"
rên	scâncet	moan
rêu	mușchi	moss
rì	in soapta	lush (adj.)
rìa	margine	edge
rình	spion	to watch for
rìu	topor	ax
rít	șuierat	to wail (v.)
rò	scurgere	leak
ròng	net	net
rót	turnare	to pour (v.)
rô	cadrilat	diamond
rôbôt	robot	robot
rôma	roma	roman
rông	gol	rising (adj.)
rõ	clar	clear
rùa	broasca testoasa	turtle
rùng	înfiorător	horror
rút	retrage	withdraw
răn	poruncă	commandment
răng	dinte	roasted
rōmaji	romaji	romaji
rũ	seducător	charm
rơ	mașină	"(term should be ""rơ măm"") a minority people living in vietnam"
rơi	toamna	fall
rơm	paie	straw
rươi	pe tine	sand-worm
rước	procesiune	welcome
rưới	presăra	to sprinkle (v.)
rưỡi	jumătate	half
rượt	urmarire	pursue
rượu	alcool	wine
rạ	păr des	straw
rạc	distinct	discrete
rạch	canal	canal
rạng	zori de zi	break
rạp	teatre	theater
rải	risipit	spread
rảnh	liber	to be free (adj.)
rất	foarte	very
rầm	glaf	aggressive
rầu	trist	sorrow
rẫy	cultivare	full
rậm	stufos	jungle
rập	arab	"(term should be ""Ả rập"") arab"
rắc	presăra	trouble
rắn	şarpe	snake
rằm	lună plină	a full moon (n.)
rằng	acea	roasted
rặng	piatra	a row
rẻ	ieftin	cheap
rẽ	rândul său,	"(term should be ""chia rẽ"") to separate or divide (v.)"
rền	geamăt	pealed
rể	ginere	in-law
rễ	rădăcini	root (n.)
rệp	gândac	bug
rệt	pronunţat	clearly
rệu	da	decay
rỉ	rugini	leak
rịavũng	riva	ria - bay
rỏ	clar	clearly
rối	încurcat	disorder
rốm	noros	rom
rồ	nebun	"(term should be ""điên rồ"") foolish (adj.)"
rồi	deja	and
rồng	balaur	dragon
rổ	coş	basket
rỗi	liber	savation
rỗng	gol	hollow
rộ	forfotă	profuse (adj.)
rộn	ocupat	busy
rộng	larg	wide
rớt	toamna	drop
rời	stânga	leave
rỡ	sclipitor	brilliant
rợ	barbari	a savage (n.)
rợn	înfiorător	scary
rụng	vărsa	to drop
rủ	a invita	ask
rủi	misfortună	unlucky or unfortunate (n.)
rứa	rua	rua
rừng	pădure	forest
rửa	spalare	to wash (v.)
rữa	spalare	to decompose or rot (v.)
sa	sa	to fall or drop (v.)
sabah	sabah	sabah
sachsen	sachsen	sachsen
saddam	saddam	(proper noun) saddam, as in saddam hussein
safari	safari	safari
safin	safin	safin
sahara	sahara	sahara
sai	gresit	wrong
saigon	saigonul	saigon
saintdenis	saint-denis	saint-denis
sakura	sakura	sakura
salem	salem	(proper noun) salem, as in the city
salvador	salvador	salvador
salzburg	salzburg	salzburg
samhain	samhain	samhain
samo	samo	samo, the name of the first slavic ruler
samoa	samoa	(proper noun) samoa
samphan	samphan	samphan
samsung	samsung	samsung
samuel	samuel	samuel
samuelson	samuelson	(proper noun) samuelson
samurai	samurai	samurai
samut	samut	(proper noun) samut, as in samut prakan in thailand
san	san	level
sanchez	sanchez	sanchez
sang	la	to
sango	sango	sango, a language spoken in africa
sangraal	sangraal	sangraal
sanh	naștere	bear
sanktpeterburg	sanktpeterburg	sankt-peterburg
santos	santos	santos, as in footballer cristiano ronaldo dos santos aveiro of portugal
sao	stea	how
sap	sevă	sap
sapa	sapa	sapa
sapiens	sapiens	sapiens
sar	sar	sar
sarah	sarah	sarah, as in sarah pierce
sarawak	sarawak	(proper noun) sarawak, a malaysian state on the island of borneo
sarcoma	sarcom	sarcoma
sardinia	sardinia	sardinia
sary	sary	(proper noun) sary, as in ieng sary
saturanga	saturanga	saturanga
saturday	sâmbătă	saturday
sau	după	after (adv.)
saudi	arabia	(proper noun) saudi, as in saudi arabia
saunière	saunière	saunière
scandinavia	scandinavia	scandinavia
schafer	schafer	schafer, as in john c. schafer
schengen	schengen,	schengen
schiller	schiller	schiller
schlesinger	schlesinger	schlesinger
schneider	schneider	schneider, a last name
schumacher	schumacher	schumacher, as in michael schumacher
schuschnigg	schuschnigg	(proper noun) schuschnigg, as in kurt schuschnigg of austria
schuster	schuster	schuster
schwarzschild	schwarzschild	schwarzschild
scotland	scoţia	scotland
scots	scoțian	(proper noun) scots
scott	îra	scott
scream	ţipăt	scream
scud	scud	scud
scuderia	scuderia	scuderia
sdram	sdram	sdram
search	căutare	search
seattle	seattle	(proper noun) seattle, washington
secret	secret	bi mat
sedna	sedna	(proper noun) sedna
see	vedea	see
sejm	sejm	(proper noun) sejm
selena	selena	selena
semit	semit	(proper noun) semit
sen	lotus	lotus
sense	sens	sense
september	septembrie	(proper noun) the month of september
serbia	serbia	serbia
sergeyevich	sergheevici	(proper noun) sergeyevich
seri	serie	series
service	serviciu	service
sesshomaru	sesshomaru	a name
seth	seth	seth
seto	seto	seto
sextus	sextus	sextus
sexy	sexy	sexy
seymour	seymour	seymour
seyssinquart	seyssinquart	(proper noun) seyss-inquart
shah	șah	shah
shaman	șaman	the shaman religion
shan	shan	shan
shane	shane	(proper noun) shane, an english first name
shankly	shankly	(proper noun) shankly, as in bill shankly
shaolin	shaolin	shaolin, as in the shaolin temples
sharpay	sharpay	sharpay, as in sharpay evans
shawn	shawn	shawn
sherlock	sherlock	a name
shi	shi	shi
shia	shia	shia
shiite	șiit	shiite
shikoku	shikoku	shikoku, a japanese island (n.)
shinichi	shinichi	shinichi
shinoda	shinoda	shinoda, as in mike shinoda
shirakami	shirakami	(proper noun) shirakami
shirakawago	shirakawago	(proper noun) shirakawa-go
shiva	shiva	shiva
shoal	banc de nisip	(proper noun) shoal
shonen	shonen	shonen
shop	magazin	shop
short	mic de statura	short
showcase	vitrina	a name
shōnen	shōnen	shonen
siberi	siberi	siberi
sicilia	sicilia	sicilia
sicily	sicilia	sicily, a city in italy
sidney	sidney	(proper noun) sidney, as in sidney nolan
siem	siem	siem
siemens	siemens	siemens
sierra	sierra	(proper noun) sierra
sikh	sikh	sikh
sikorsky	sikorsky	a name
silas	silas	silas
silesia	sileziei	silesia
silic	siliciu	silicon
silicat	silicat	silicate
silva	silva	(proper noun) silva, as in carlos silva
silvestris	silvestris	silvestris
simone	simone	simone
sinai	sinai	sinai, as in mount sinai
sinensis	sinensis	sinensis
sing	cânta	sing
sinh	născut	genital
sip	înghiţitură	sip
sirô	sirop	name of a member
sistema	sistema	(proper noun) sistema
siu	siu	siu
siêu	super	super
siết	strânge	to cut off (v.)
sky	cer	sky
skype	skype	skype
skyteam	skyteam	skyteam
sl	sl	sl
slav	slav	(proper noun) slav
slavơ	slav	slavic
slytherin	viperinilor	(proper noun) slytherin, as in salazar slytherin of the harry potter series
sm	sm	sm
smg	smg	smg
smith	fierar	smith
smithsonian	smithsonian	smithsonian
so	asa de	compare
société	societe	societe
socrates	socrate	socrates
sohee	sohee	a korean name
soho	soho	soho
soi	soi	look/stare soi sáng=enlight
solaris	solaris	(proper noun) solaris
som	som	(proper noun) som, as in kampong som
somme	somme	somme
sonata	sonată	sonata
song	cântec	however (adv.)
sony	sony	sony
soo	soo	soon
sophie	sophie	(proper noun) sophie, a first name
sopwith	sopwith	a name
sorbonne	sorbonne	sorbonne, the university in paris (n.)
sos	sos	sos
soul	suflet	soul
soát	control	control
soạn	compozitor	compose
spears	sulițe	spears
spellman	spellman	spellman
spence	spence	(proper noun) spence
spencer	spencer	(proper noun) spencer
spielberg	spielberg	(proper noun) spielberg, as in steven spielberg
sports	sport	sports
sri	sri	(proper noun) sri, as in sri lanka
ss	ss	ss
st	sf	st.
stalingrad	stalingradul	stalingrad
stamford	stamford	this is a name
stand	stand	stand
stanford	stanford	stanford, as in stanford university
stanley	stanley	stanley
starr	starr	a name
startin	incepe in	bat dau
status	stare	status
stdc	stdc	stdc
stefan	stefan	stefan
steiermark	steiermark	steiermark
steiner	steiner	steiner
stelzer	stelzer	stelzer
stennis	stennis	stennis
stephen	stephen	stephen
stephenie	stephenie	"stephenie, as in stephenie meyer, author of ""twilight"""
sterling	veritabil	a name
steve	steve	steve
stevens	stevens	(proper noun) stevens, as in amanda stevens
stevenson	stevenson	stevenson
stevie	stevie	stevie
stewarthannah	stewarthannah	stewart/hannah
stf	stf	stf
stimson	stimson	stimson, as in henry lewis stimson, former secretary of war
stockholm	stockholm	a name
stones	pietre	stones
storting	storting	storting
strasberg	strasberg	strasberg
strauss	strauss	strauss
street	stradă	street
struct	struct	struct
stt	stt	order number
stuart	stuart	stuart
stuttgart	stuttgart	(proper noun) stuttgart, a city in germany
styx	styx	(proper noun) styx, as in the river styx
stéfano	stéfano	stefano
su	su	condom
subakhi	subakhi	subakhi
suez	suez	(proper noun) suez
suharto	suharto	suharto
sukarno	sukarno	(proper noun) sukarno,  president of indonesia
sulfua	sulfura	sulfide
sulu	sulu	sulu
sum	sumă	reunite
sumatera	sumatera	sumatera
sumatra	sumatrei	(proper noun) the island of sumatra
sumitomo	sumitomo	sumitomo
summer	vară	summer
summerslam	summerslam	(proper noun) summerslam
sun	soare	sun
sunday	duminică	(proper noun) sunday
sung	smochine	supplement
sunni	sunni	sunni
sunsilk	sunsilk	sunsilk, a hair products company
super	super	super
suriname	suriname	suriname
susan	susan	(proper noun) susan
susilo	susilo	(proper noun) susilo
sutra	sutra	sutra
suub	suub	a name
suvp	suvp	suv-p
suy	eșec	decrease
suê	asa de	lush
suôn	lin	smooth
suất	productivitate	number
suối	incalzi	stream
suốt	de-a lungul	through/all over
suồng	neted	overfamiliar
svd	svd	svd
swan	lebădă	swan
swaziland	swaziland	swaziland
sweet	dulce	sweet
sy	sy	sy
sydney	sydney	(proper noun) sydney, a city in australia
symantec	symantec	symantec
sync	sincronizare	sync
syria	siria	syria
sài	sai	"(term should be ""sơ sài"") something done without care (adv.)"
sàn	podea	san
sàng	sită	ready
sành	teracotă	"(term should be ""sành sứ"") pottery"
sào	stâlp	"(term should be ""sào huyệt"") den or hideout (n.)"
sá	sipunculus	road
sách	carte	list
sái	gresit	sai
sám	care se căiește	penitent
sáng	strălucitor	light
sánh	comparativ	compare
sáo	flaut	flute
sáp	ceară	merger
sát	închide	"(term should be ""quan sát"") to watch or observe (v.)"
sáu	şase	six
sâm	ginseng	sam
sân	curte	"(should be ""sân khấu"") a stage"
sâu	adâncime	deep
sã	sã	flippant
sãi	gresit	pagoda warden
são	são	sao, as in sao paolo, brazil
sét	iluminat	clay
sê	se	sepon
sêri	serie	series
sêu	mușchi	seu tet
sính	student	betrothal gifts
síp	cipru	cyprus
sít	strâmt	close
sò	scoică	oyster
sòng	cazinou	casino
sóc	veveriţă	"(should be ""sóc trăng"") a vietnamese town"
sói	lupul	wolf
sóng	val	wave
sót	omisiune	to miss (v.)
sô	număr	than
sôi	fierbere	vibrant
sông	râu	river
sùng	devotament	cult
sú	tigru negru	a type of mangrove (n.)
súc	bovine	animal
sún	chiuvetă	sun
súng	arme	gun
súp	supă	source
sút	lovitură	reduce
săn	vânătoare	to hunt
sơn	a picta	a mountain
sư	profesor	lion
sưa	lapte	filled with
sưng	umflătură	swell
sưu	colectionari	collection
sương	rouă	dew (n.)
sướng	fericit	high
sườn	latură	slope
sưởi	incalzi	heat
sạch	curat	clean
sạn	hotel	hotel
sảm	luminos	sam
sản	producere	reproductive
sảng	proaspăt	sonorous
sảnh	hol	a hall, as in the rock and roll hall of fame
sấm	tunet	ginseng
sấu	crocodil	crocodile
sấy	uscare	dry
sầm	fulgerator	crowded
sầu	melancolie	sad
sẩn	papule	coarseness
sẫm	întuneric	dark
sập	colaps	destroy
sắm	cumpărături	shopping
sắn	manioc	cassava (n.)
sắp	aproape	soon
sắt	fier	"(term should be ""sắt son"") constant (adj.)"
sẵn	disponibil	available
sẹo	cicatrice	scar
sẻ	trebuie	share
sẽ	voi	will
sọ	craniu	brain
sọc	dungi	stripe
sỏ	obraznica	oligarchy
sỏi	pietriş	gravel
số	număr	"(term should be ""số lượng"") quantity (n.)"
sốc	șocat	shock
sống	viaţă	live
sốt	febră	fever
sồi	stejar	oak
sổ	carte	window
sớ	voi	document
sớm	curând	som
sờ	atingere	touch
sỡ	ratat	colorful
sợ	speriat	afraid
sợi	fire	fibers
sục	jacuzzi	"(term should be ""sôi sục"") to boil"
sụn	cartilaj	cartilage
sụp	colaps	collapse
sụt	criză	drop
sủa	latra	bright
sủi	efervescent	sparkling
sủng	carismatic	favored
sứ	ceramică	embassy
sứa	meduză	jellyfish (n.)
sức	putere	strength
sứt	ciobite	cleft
sừng	corn	sừng sững= huge
sử	istorie	"(term should be ""sử dụng"") to use (v.)"
sửa	reparație	repair
sửng	șocat	startling
sửu	bou	cow
sữa	lapte	milk
sự		situation
ta	ta	us or our
tae	tae	(proper noun) tae
tag	etichetă	tag
tai	ureche	ear
taiji	taiji-ul	(proper noun) taiji
taipei	taipei	taipei
taiwan	taiwan	taiwan
taj	taj	taj, as in taj mahal
tajikistan	tajikistan	tajikistan
tajima	tajima	tajima
tajiri	tajiri	tajiri
takahashi	takahashi	(proper noun) takahashi
taklamakan	taklamakan	taklamakan
tali	tali	thallium
taliban	taliban	taliban
talmud	talmud	talmud
tam	tam	three (n.)
tamoxifen	tamoxifen	tamoxifen
tanaka	tanaka	tanaka
tang	doliu	funeral
tanh	cu gust de peşte	deserted
tankōbon	tankōbon	tankobon, as in a type of japanese literature
tanzania	tanzania	tanzania
tao	eu	(proper noun) tao, a chinese name
tarim	tarim	tarim
task	sarcină	task
tasman	tasman	tasman, as in abel tasman
tasmania	tasmania	tasmania, a place
tau	tau	tau
taxi	taxi	taxi
tay	mână	hand
taylor	taylor	taylor
tbt	tbt	tbt
tchad	tchad	tchad
tcm	tcm	tcm
tcp	tcp	tcp
technical	tehnic	technical
ted	ted	(proper noun) ted
teddy	ursuleți	teddy, as in teddy lupin, a character in the harry potter series
telecom	telecom	telecom
telekom	telekom	telekom
telex	telex	telex
telnet	telnet	telnet
tem	timbru	stamp
temple	templu	temple
temujin	temujin	temujin
temur	temur	(proper noun) temur, as in temur oljeitu
tenxơ	cartel	tensor
teo	atrofică	atrophy
terengganu	terengganu	(proper noun) terengganu
territories	teritorii	territories
terry	terry	terry
terumbu	terumbu	(proper noun) terumbu
tet	tet	tet
texas	texas	(proper noun) the state of texas
tgv	tgv	tgv
tha	scuză	to forgive (v.)
thai	gravidă	pregnant
thailand	tailanda	thailand
tham	lăcomie	involved
thames	tamisa	thames
than	cărbune	coal
thang	scară	ladder
thanh	bar	youth
thani	atunci eu	thani
thao	sport	sport
thau	alamă	a basin (n.)
thay	in schimb	change
thcn	thcn	vocational school
thcs	thc	secondary
thdq	thdq	thdq
thebes	teba	thebes
their	al lor	their
them	lor	plus
then	apoi	key
theo	in conformitate cu	according to
theory	teorie	thẻoy
theravada	theravada	theravada
theres	theres	there
theseus	tezeu	theseus, the greek hero
thi	examen	competition (n.)
thich	ca	explanation
thien	tien	sky
third	al treilea	thỉd
thiu	stătut	buồn thiu= sad/boring
thiêm	thiem	thiem
thiêng	sacru	"(term should be ""thiêng liêng"") sacred or holy"
thiếc	staniu	tin
thiến	neutru	castrate
thiếp	card	concubine
thiết	a stabilit	"(term should be ""cần thiết"") necessary (adj.)"
thiếu	mic de statura	lack
thiềm	seceră	crescent
thiền	meditaţie	buddhist (adj.)
thiển	spectacol	superficial
thiểu	minor	minimum
thiện	bun	good
thiệp	card	intervene
thiệt	într-adevăr	damage
thiệu	introducere	"(term should be ""giới thiệu"") to introduce (v.)"
tho	tho	tho
thoa	tampona	combination
thoai	thoai	gentle
thomas	thomas	thomas
thompson	thompson	thompson
thong	curea	(proper noun) thong, as in ang thong
those	acestea	those
thoái	regresiv	deterioration
thoán	ghici	usurpation
thoáng	aerisit	"(term should be ""thoáng qua"") to pass quickly"
thoát	ieșire	drainage
thoại	telefon	telephone
thoạt	la prima vedere	just (adv.)
thoả	afacere	compromise
thoải	confortabil	"(term should be ""thoải mái"") comfortable or relaxing (adj.)"
thoảng	ocazional	"(term should be ""thỉnh thoảng"") occasionally (adv.)"
thoắt	prompt	suddenly
thpt	thpt	high school
thriller	film de aventuri	thriller
thskts	thskts	phd- architect
thua	pierde	defeat
thumb|các	degetul mare |	thumb|many
thunderbolt	fulger	thunderbolt
thung	vale	valley
thuyên	deplasare	a name
thuyết	teorie	theory
thuyền	barcă	boat
thuê	a inchiria	employ
thuần	pur	"(term should be ""đơn thuần"") pure (adj.)"
thuẫn	conflict	support
thuận	profesioniști	favourable
thuật	artă	term
thuế	impozit	tax
thuốc	medicament	medicine (n.)
thuộc	aparține	belong
thuớc	apă	"(term should be ""kích thước"") dimensions of an object"
thuờng	de obicei	usually
thuở	copilărie	period
thuỵ	thuy	"(term should be ""thụy Điển"") the nation of sweden (proper noun)"
thuỷ	thuy	water
thvn	thvn	vietnam television
thy	tău	thy
thà	mai degraba	honest
thành	fort	"(term should be ""hình thành"") to take shape"
thày	profesor	teacher
thác	cascadă	harvest
thách	provocare	challenge
thái	tailandez	attitude
thám	detectiv	to spy (v.)
tháng	lună	month (n.)
thánh	sf	a holy person; a saint (n.)
tháo	elimina	"(term should be ""tháo chạy"") to run with abandon"
tháp	turn	tower
thâm	adâncime	penetrate
thâu	inregistrat	to collect (v.)
thây	vedea	body
thãi	rahat	superabundant
thèm	implora	desire
thép	oţel	steel
thét	a tipat	shout
thê		category
thêm	mai mult	more
thêu	chirie	to embroider (v.)
thìa	linguriţă	spoon
thìn	apoi	(proper noun) thìn, the year of the dragon
thình	brusc	"(term should be ""thình lình"") suddenly"
thí	experimente	(with word du) for example
thít	thit	(proper noun) mân thít, a district in vietnam
thò	înfingeau	tho
thòi	dezavantaj	"(term should be ""thiệt thòi"") to cost (adv.)"
thóc	orez	grain (n.)
thói	obicei	a habit (n.)
thô	stare brută	rough, old-fashioned
thôi	haide	only
thông	informat	"(term should be ""thông thường"") usual (adj.)"
thù	feudă	"entire term should be ""ke thu""; means ""enemy"""
thùng	cos	barrel
thùy	lob	thuy
thú	interesant	"(should be ""thích thú"") pleasurable"
thúc	sfârșit	push
thúy	thuy	thuy
thăm	vizita	visit
thăng	promovat	helicopter
thơm	aromat	aromatic
thư	scrisori	"(term should be ""ung thư"") cancer (n.)"
thưa	dragă	sparse
thương	dragoste	love
thước	rigla	ruler
thường	de multe ori	usually (adv.)
thưởng	recompensă	to reward (v.)
thược	bufnitură	(proper noun) thược
thượng	superior	upper
thạc	studii de masterat	master
thạch	jeleu	rock or stone (n.)
thạnh	thanh	thanh
thạo	expert	fluent
thả	cădere brusca	"(term should be ""thả lỏng"") to let loose (v.)"
thải	deşeuri	waste
thảm	covor	carpet or rug (n.)
thản	senin	calmly
thảo	frumoasa	"(term should be ""hội thảo"") a workshop (n.)"
thấp	mic de statura	low (adj.)
thấu	penetrante	penetrate
thầm	tăcut	"(term should be ""thì thầm"") to whisper (v.)"
thần	dumnezeu	"entire term should be ""tinh than""; means ""of the mind"""
thầy	profesor	teacher (n.)
thẩm	jurați	osmotic/leak
thẫm	întuneric	dark
thận	rinichi	careful
thập	cruce	tens
thật	real	true (adj.)
thắm	petală	tham
thắn	sincer	frank
thắng	castigat	win
thắngthua	câștigător	win-lose
thắp	ușoară	light
thắt	leagă	tense
thằn	şopârlă	"entire term should be ""than lan""; means ""lizard"""
thằng	tip	a derogatory term for a man (n.)
thẳm	adâncime	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	drept	horizontal
thặng	surplus	surplus
thẹn	ruşinat	shameful
thẻ	card	card
thế	asa de	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	oţel	steel
thề	jura	swear
thềm	raft	shelf
thể	fi	maybe
thỉnh	a invita	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	vogă	prosperous
thịt	carne	meat (n.)
thọ	longevitate	phu tho
thọc	împunsătură	jab
thỏ	iepure	rabbit
thỏa	acord	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	lingou	a bar (n.)
thối	putred	smelly
thốt	rostit	scream
thồ	ambalaj	to transport via horse (v.)
thổ	pământ	"(term should be ""lãnh thổ"") territory (n.)"
thổi	a sufla	blow
thớt	tocător	sparse
thời	timp	period
thở	suflare	breathe
thợ	muncitor	craftman
thụ	receptor	"(term should be ""thụ thai"") to become pregnant"
thục	shu	(proper noun) a vietnamese first name
thụt	dantelat	clyster
thủ	prim	masturbate
thủa	thua	during childhood
thủng	perforare	having holes
thứ	lucruri	no.
thức	treaza	way
thừa	redundant	redundant
thừng	frânghie	"(term should be ""thẳng thừng"") mercilessly"
thử	a proba	try
thửa	colet	square
thự	vilă	mansion
thực	real	perform
ti	ti	titov
tia	rază	ray
tiananmen	tienanmen	tiananmen
tiara	diademă	tiara
tibet	tibet	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	inimă	heart
timor	timor	timor
timothy	timoftica	timothy
tin	crede	believe
tinbắc	mesaj	file bac
tincầu	podul de cositor	file bridge
tinh	planetă	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	tinhome	folder: house
tinsông	știri	file river
