$  	usd	dollar
csatlakozott	pievienojās	joined
csatlakoztak	pievienojās	joined
csatlakozó	domkrats	joiner
csatolt	pievienots	attached
csatolták	pievienots	annexed
csatorna	kanāls	channel
csatornák	kanāli	channels
csatornán	kanāls	(on/through) channel
csatában	cīņa	in battle
csatát	cīņa	battle
cseh	čehu	czech
csehek	čehi	czech
csehország	čehu republika	czech republic
csehszlovák	čehoslovākija	czecho-slovakian
csehszlovákia	čehoslovākija	czechoslovakia
csekély	nedaudz	little
cselekmény	tēlot	plot
cselekménye	tēlot	the act
cselekvés	aktivitāte	action
csendes	kluss	silent
csendesóceán	klusais okeāns	pacific ocean
csendesóceáni	klusais okeāns	pacific
csere	apmaiņa	csere
cserébe	apmaiņā	in return
csillag	zvaigzne	star
csillaga	zvaigzne	star
csillagok	zvaigznes	stars
csillagunk	mūsu zvaigzne	our star
csillagász	astronoms	astronomer
csillagászat	astronomija	astonomy
csillagászati	astronomisks	astronomical
csillagászok	astronomi	astronomers
csinált	izgatavots	did
csoda	brīnums	miracle
csodálatos	brīnišķīgi	wonderful
csokonai	csokonai	csokonai
csoma	ekstrakts	csoma
csomópont	krustojums	node
csontváry	csontvary	csontváry
csontváz	skelets	skeleton
csoport	grupa	group
csoportba	grupa	group
csoportban	grupa	group
csoportja	grupa	group
csoportkör	sākotnējā kārta	(incorrect compound word)
csoportok	grupas	groups
csoportot	grupa	group
csoportra	grupas	into groups
csupán	tikai	only
csák	vienkārši	a person's name
császár	imperators	császár
császári	impēriskais	emperor
császárnak	cēzars	emperor
császárral	imperators	with emperor
császárság	impērija	empire
császárt	imperators	emperor
csík	švīka	stripe
csíkszereda	miercurea ciuc	csíkszereda
csökken	samazināt	dwindle
csökkent	samazināts	decreased
csökkentette	samazināts	reduced
csökkenti	samazinās	reduces
csökkentik	samazināt	reduce
csökkentése	samazinot	decrease in
csökkenése	samazināt	reduction
csökkenő	samazinās	decreasing
csúcsa	virsotne	peak of
csúcspontja	kulminācija	peak of
csúcsán	virsotne	on the top of sg
cukor	cukurs	sugar
cukorbetegség	diabēts	diabetes
cup	kauss	cup
cár	cara	tsar (as a rank)
cég	uzņēmums	firm
cégek	kompānijas	companies
céget	uzņēmums	firm
cél	mērķis	target
célba	mērķtiecīgi	(to the) target
célból	beigas	(with the) aim (to)
céljuk	viņu mērķis	their goal
céljából	lai	purpose
célját	nolūks	purpose of sy
céllal	attiecības	reason
célokra	mērķiem	for
célpontja	mērķis	target of
célra	priekš	(for some) purpose
célszerű	lietderīgi	practical
célt	mērķis	aim
célul	mērķis	objective
célú	mērķis	with the aim of
cím	nosaukums	address
címe	tas ir nosaukums	its title
címek	nosaukumi	title
címen	plkst	by the name of
címer	cekuls	crest
címere	ģērbonis	banner of
címet	adrese	title
címlapja	piesegt	front
címmel	adrese	(with the) title
címén	adrese	on behalf
címét	adrese	address
című	ieslēgts	titled
d	d	d
da	da	da
dacára	neskatoties	despite
dal	dziesma	song
dala	dziesma	song of
dalai	dalai	songs of
dalait	dziesmas	songs
dallas	dalasa	dallas
dalmácia	dalmācija	dalmatia
dalok	dziesmas	songs
dalokat	dziesmas	songs
dalt	dziesma	song
dalát	dziesma	song of
dalí	dalí	dalí
dan	dāņu	dan
daniel	daniel	daniel
dante	dante	dante
darab	gabals	piece
darabja	gabals	piece of
darabjai	gabali	pieces of sg
darabok	gabali	pieces
darabot	gabali	play
dareiosz	darius	darius
dark	tumšs	english word
darualakúak	gruiformes	cranelike
darwin	darvins	darwin
dave	dave	dave
david	dāvids	david
davis	davis	davis
dc	līdzstrāvas	dc
de	bet	de
dead	miris	dead
dean	prāvests	dean
debrecen	debrecena	debrecen
debrecenben	debrecenā	in debrecen
debreceni	debrecena	of debrecen
debütált	debija	debut
debütáló	debija	debutant
december	decembris	december
decemberben	decembrī	in december
definíció	definīcija	definition
dei	dei	dei
del	dienvidi	not a hungarian word
delfin	delfīns	dolphin
delle	delle	delle
demográfiai	demogrāfisks	demographic
demokrata	demokrāts	democrat
demokratikus	demokrātisks	democratic
demokraták	demokrāti	democrats
demokrácia	demokrātija	democracy
dennis	deniss	dennis
denudáció	atdalīšana	denudáció
depeche	depeche	depeche
depresszió	depresija	depression
der	der	the
derékszögű	taisnstūrveida	cartesian
derül	atklāts	becomes clear
derült	skaidrs	cleared up
des	des	des
descartes	dekarti	descartes
deutsche	deutsche	deutsche
dexter	deksters	dexter
dezoxiribóz	dezoksiriboze	deoxyribose (biology)
dezső	dezső	dezső
deák	rakstu mācītājs	deak
dharma	dharma	dharma
di	di	di
diabetes	diabēts	english word
diabétesz	diabēts	diabetes
diagnózis	diagnoze	diagnosis
diamond	dimants	diamond
dicaprio	dicaprio	dicaprio
dick	penis	dick
die	nomirt	die
diego	diego	diego
digitális	digitāls	digital
diktatúra	diktatūra	dictatorship
dilléniafélék	dilléniafélék	dilleniales
dinamikus	dinamisks	dynamic
dinasztia	dinastija	dinasty
dinoszaurusz	dinozaurs	dinosaur
dinoszauruszok	dinozauri	dinosaurs
diplomáciai	diplomātiskā	diplomatic
diplomát	grāds	diploma
disney	disnejs	disney
diszkográfia	diskogrāfija	discography
divat	mode	fashion
divatos	moderns	fashionable
dizartria	dizartrija	disartry
diák	students	pupil
diákok	studentiem	students
diána	diāna	diana
dns	dns	dna
dobos	bundzinieks	drummer
dog	suns	mastiff
dohány	tabaka	tobacco
doktor	ārsts	doctor
doktori	doktora grāds	phd
dokumentum	dokumentu	document
dokumentumfilm	dokumentālā filma	documentary
dokumentumok	dokumenti	documents
dolgok	lietas	things
dolgokat	lietas	things
dolgot	lietas	thing
dolgozik	darbs	work
dolgoznak	viņi strādā	work
dolgozni	strādāt	work
dolgozott	strādāja	worked
dolgozta	labs darbs	worked over
dolgoztak	strādāja	worked
dolgozó	strādā	worker
dolgozók	strādnieki	workers
dollár	dolāru	dollar
dolog	lieta	thing
domborzat	atvieglojums	terrain
domborzati	reljefs	terrain
domenico	domeniko	domenico
domináns	dominējošais	dominant
domokos	domokos	domokos
domonkos	dominikāņu	domonkos
domén	domēns	domain
don	don	don
donald	donalds	donald
dont	izlemt	don't - english, dont - river don
douglas	douglas	douglas
down	uz leju	english word
dr	dr.	dr
dragon	pūķis	dragon
drum	bungas	drum
drága	dārgi	precious
dráma	drāma	drama
drámai	dramatisks	dramatic
du	du	du
dumbledore	dumidors	dumbledore
duna	donava	danube
dunai	donava	danubian
dunán	duna	danube
dupla	dubultā	double
durva	raupja	rough
dvd	dvd	dvd
dvdn	dvdn	on dvd
dán	dāņu	danish
dánia	dānija	denmark
dániel	daniel	daniel
dátum	datums	date
dátuma	produkti	date
dávid	dāvids	david
dédanyjan	dedanyjan	great-grandmother
dédapjan	dedapjans	gran-grand father
dél	dienvidi	south
délafrikai	dienvidāfrikānis	south-african
délamerika	dienvidamerika	south america
délamerikai	dienvidamerika	south america
délelőtt	rīts	morning
délen	dienvidu virzienā	on the south
déli	dienvidu virzienā	southern
déliek	dienvidnieki	southerners
délkeleti	dienvidaustrumos	southeastern
délkorea	dienvidkoreja	south korea
délnyugati	dienvidrietumos	southwest
délnyugaton	dienvidrietumos	in south western
délre	dienvidu virzienā	to the south
délről	dienvidu virzienā	from south
délszláv	dienvidslāvu	southern slav
délután	pēcpusdiena	in the afternoon
délvietnami	délvietnami	south vietnam
dénes	denes	dennis
día	maksas	día
díj	maksa	prize
díja	maksa	award
díjai	nodevas	awards of
díjak	nodevas	awrds
díjat	balvu	award
díját	balvu	prize
díszes	grezni	decorative
díszpolgárai	dekoratīvie pilsoņi	honorary citizens
díszített	dekorēts	decorated
dóm	dome	cathedral
dózsa	dossa	a hungarian surname
dönt	izlemt	choose
döntetlen	zīmēt	tie
döntés	lēmumu	decision
döntése	lēmumi	decision
döntést	lēmumu	decision
döntött	nolēma	decided
döntöttek	nolēma	decided
döntő	fināls	decisive
döntőbe	fināls	into the finals
döntőben	fināls	in the final
döntően	izlēmīgi	decisively
döntős	finālisti	matchplay player
döntőt	fināls	decided
dőlt	slīpi	slanted
east	uz austrumiem	"this is ""kelet"" in hungarian"
eastwood	īstvuda	eastwood
eb	suns	e.b.
ebbe	šajā	this
ebben	šajā	in this
ebből	no šī	from this
edda	edda	edda
eddie	edijs	eddie
eddig	tik tālu	until now
eddigi	tik tālu	until now
ede	sal	ede (forename)
edgar	edgars	edgar
edison	edison	edison
edit	rediģēt	edit
edition	izdevums	edition
edward	edvards	edward
edzés	treniņš	training
edző	treneris	trainer
eger	pele	eger
egerek	peles	mice
egri	eger	eger
egy	viens	one
egyaránt	vienādi	equally
egyben	arī	in addition
egyebek	citi	other
egyed	galvas	egyed (forename)
egyedek	indivīdi	individuals
egyedi	unikāls	unic
egyedül	vienatnē	only
egyedüli	tikai	only
egyedülálló	unikāls	independent
egyegy	viens-viens	a
egyelőre	pagaidām	a pre-
egyenes	taisni	straight
egyenesen	taisni	straight
egyenként	vienu pēc otra	one by one
egyenlet	vienādojums	equation
egyenletes	vienmērīga	regular
egyenlítő	ekvatora	equator
egyenlítői	ekvatoriālais	equatorial
egyenlő	vienāds	equal
egyenlőség	vienlīdzība	equality
egyes	indivīds	certain
egyesek	daži	some
egyesített	kombinēts	conjugate
egyesület	asociācija	society
egyesült	vienoti	united
egyet	viens	with
egyetem	universitāte	university
egyetemek	universitātes	universities
egyetemen	universitātē	at the university
egyetemes	universāls	universal
egyetemet	universitāte	university
egyetemi	universitāte	university
egyetemre	universitāte	university
egyetlen	viens	only one
egyetértés	vienošanās	agreement
egyezik	sakritība	equals
egyezmény	konvencija	agreement
egyezményt	konvencija	agreement
egyfajta	sava veida	of a certain kind
egyforma	tas pats	identical
egyház	baznīca	church
egyházak	baznīcas	churches
egyidejűleg	tajā pašā laikā	at the same time
egyidőben	tajā pašā laikā	at the same time
egyik	viens	one of
egyike	viens	one
egyikük	viens no viņiem	one of them
egyiptom	ēģipte	egypt
egyiptomban	ēģipte	in egypt
egyiptomi	ēģiptiešu	egyptian
egykor	kad	when
egykori	vienreiz	pristine
egykét	vai divi	one ot two
egymillió	viens miljons	one million
egymás	viens otru	each other
egymáshoz	viens otram	to one another
egymásnak	viens otram	to each other
egymásra	viens otram	on one another
egymással	viens ar otru	with each other
egymást	viens otru	each other
egymástól	viens no otra	about each other
egyre	kādreiz	ever
egyrészt	no vienas puses	partly
egyszer	vienreiz	ones
egyszeri	viens	one-off
egyszerre	tajā pašā laikā	at the same time
egyszerű	vienkārši	simple
egyszerűbb	vieglāk	simpler
egyszerűen	vienkārši	simply
egyszerűsített	vienkāršots	simplified
egység	vienība	union
egysége	vienotība	unity of sg
egységei	bloki	units
egységek	vienības	units
egységeket	vienības	units
egységes	vienots	unified
egységesen	vienveidīgi	uniformly
egységet	vienotība	unit
egységre	vienotība	units
egyáltalán	pavisam	at all
egyéb	citi	other
egyébként	starp citu	otherwise
egyén	indivīds	person
egyének	indivīdi	persons
egyéni	indivīds	individual
egyértelmű	skaidrs	evident
egyértelműen	acīmredzami	unanimously
egyúttal	tajā pašā laikā	at the same time
együtt	kopā	together
együttes	kombinēts	band
együttese	ansamblis	band
együttesek	joslas	bands
együttesen	kopīgi	together
együttesnek	ansamblis	band
együttest	sarežģīts	band
együttműködés	sadarbība	collaboration
egér	pele	mice
egész	vesela	whole
egészen	diezgan	entirely
egészséges	veselīgi	healthy
egészében	vesela	whole
egészét	vesels	(its) whole
ehelyett	tā vietā	instead
ehhez	šo	this
ehnaton	akhenaten	it is a pharao's name
ei	ei	"word does not make sense on its won ""11-ei"" means on the 11th day of (month)"
ein	ein	one (german)
einstein	einšteins	einstein
ejtsd	izrunāts	pronounce
ekkor	plkst	then
ekkora	tik daudz	with a size like this
ekkoriban	šoreiz	this time
ekkorra	līdz šim laikam	by this time
ekkortájt	ap šo laiku	in this time
ekkortól	kopš tā laika	since then
eközben	tikmēr	meanwhile
el	prom	off
eladott	pārdots	sold
eladta	pārdots	sold
eladási	pārdošana	selling
elbeszélés	stāstījums	short story
elbeszélések	īsie stāsti	narratives
elbeszélő	stāstītājs	narrative
elegendő	pietiekams	enough
eleget	satikties	meet
elegáns	labi kopts	elegant
eleinte	sākotnēji	at first
eleje	agri	beginning
elején	sākumā	early
elejére	tops	towards the beginning
elejétől	sākums	from the beginning
elek	es dzīvoju	elek
elektrokémia	elektroķīmija	electro-chemistry
elektromos	elektroniska	electric
elektromágneses	elektromagnētiskais	electromagnetic
elektronikai	elektroniska	electronical
elektronikus	elektroniska	electronic
elektronok	elektroni	electrons
elem	elements	element
eleme	priekšmetus	element of
elemei	elementi	elements of
elemeit	elementi	elements of
elemek	elementi	elements
elemeket	priekšmetus	elements
elemekkel	priekšmetus	elements
elemet	akumulators	element
elemi	elementāri	elementary
elesett	nogalināts	fell
eleve	priekšroka	already
elfogadható	pieņemams	acceptable
elfogadja	pieņemt	accepts
elfogadni	akceptēt	to accept
elfogadott	pieņemts	accepted
elfogadta	pieņemts	accepted
elfogadták	pieņemts	accepted
elfoglalják	okupēt	occupied
elfoglalni	okupēt	to take position
elfoglalt	aizņemts	busy
elfoglalta	okupēts	occupied
elfoglalták	okupēts	occupied
elfoglalása	nodarbošanās	conquest of
elhagyja	aizbraukt	lefts
elhagyta	pazaudēts	left
elhagyták	pamests	left
elhangzott	dzirdēts	heard
elhatározta	nolēma	decided
elhelyezett	atrodas	set
elhelyezkedése	tā atrašanās vieta	sy's/sg's position
elhelyezkedő	atrodas	laying
elhunyt	miris	passed away
elindult	ir sācies	started
elismeri	atzīst	admits
elismert	atzina	respected
elismerte	atzīts	recognized
elismerések	atzinības	appreciations
elismerést	atzīšana	appreciation
elit	elite	elite
elizabeth	elizabete	elizabeth
eljutott	sasniedza	reached
eljárás	tiesvedība	process
eljárások	procedūras	processes
eljárást	process	procedure
elkerülése	izvairīties	avoidance
elkezdett	sākusies	started
elkezdte	sākās	started
elkezdték	viņi sāka	started
elkezdődött	sākās	started
elképzelhető	iedomājams	imaginable
elképzelés	jēdziens	imagination
elképzelése	ideja	idea
elképzelések	iztēles	conceptions
elkészítette	sagatavots	finished
elkészült	pabeigts	made
elkövetett	izdarīts	committed
elkövetkező	sekojošais	forthcoming
elküldte	nosūtīts	sent
ellen	pret	against
ellenben	tomēr	on the contrary / on the other hand
ellene	pret	against
ellenezte	iebilda	opposed
ellenfele	pretinieki	sy's opponent
ellenfél	pretinieks	adversary
elleni	anti	against
ellenjavallat	kontrindikācija	counter-recommendation
ellenkező	pretēji	contrary
ellenség	ienaidnieks	adversary
ellenséges	naidīgi	belonging to the enemy
ellentmondásos	pretrunīgi	contradicting
ellentét	pretēji	contrary
ellentétben	atšķirībā	as opposed to
ellentétek	pretstati	oppositions
ellentétes	pretī	opposing
ellenzék	opozīcija	opposed
ellenzéki	opozīcija	opposing
ellenállás	rezistors	resistance
ellenállást	pretestība	resistance
ellenében	pret	against
ellenére	neskatoties	despite
ellenük	pret viņiem	against them
ellenőrzés	kontrole	control
ellenőrzése	pārbaude	control
ellátott	ar nosacījumu	supplied
elmaradt	zaudējums	cancelled
elmegy	ej prom	leave
elmenekült	aizbēga	escaped
elment	gāja	gone
elmondható	runājot	we can
elmondja	pastāsti	states
elmondta	teica	said
elmondása	stāsta	account of
elmélet	teorija	theory
elmélete	teorija	theory of
elméletek	teorijas	theories
