$	dollar təşkil edib	dollar
ఆవిర్భవించిన	formalaşma	took birth
ఆవిర్భావం	ortaya çıxması	creation
ఆవిష్కరణలు	yeniliklər	discovers
ఆవు	i̇nək	cow
ఆవులు	i̇nəklər	cows
ఆశయం	ambisiya	goal
ఆశ్రమం	sığınacaq	asramam
ఆశ్రమంలో	monastır	in ashram
ఆశ్రమము	ermitaj	aashram
ఆశ్వయుజ	asvayuja	ashwayuja month
ఆసక్తి	maraq	interest
ఆసియా	asiya	asian
ఆసియాలో	asiya	in asia
ఆసుపత్రి	xəstəxana	permission
ఆసుపత్రిలో	xəstəxana	in the hospital
ఆస్కారం	sahə	opportunity
ఆస్ట్రియన్	avstriya	austrian
ఆస్ట్రియా	avstriya	austria
ఆస్ట్రేలియా	avstraliya	australia
ఆస్తి	mülkiyyət	property
ఆహార	yemək	food
ఆహారం	yemək	food
ఆహారంగా	qidalanma	as food
ఆహారంలో	yemək	in the food
ఆహారము	yemək	food
ఆహారాన్ని	yemək	food
ఆహారాలు	yeməklər	foods
ఆహ్వానం	dəvət	invitation
ఇ	e	it is the third ovel letter in telugu language
ఇంక	daha çox	and also
ఇంకనూ	daha	and also
ఇంకా	daha çox	some
ఇంకొక	başqası	another
ఇంకొన్ని	əlavə	few more
ఇంకో	başqası	another
ఇంగువ	qarmaq	asafoetida (used in cooking)
ఇంగ్లండు	i̇ngiltərə	england
ఇంగ్లాండు	i̇ngiltərə	england
ఇంగ్లాండులో	i̇ngiltərə	in england
ఇంగ్లాండ్	i̇ngiltərə	england
ఇంగ్లీషు	i̇ngilis	english
ఇంగ్లీషులో	i̇ngilis	english
ఇంగ్లీష్	i̇ngilis	english
ఇంచుమించు	təxminən	almost
ఇంజనీరింగు	mühəndislik	engineering
ఇంజనీరింగ్	mühəndislik	engineering
ఇంజన్	mühərrik	engine
ఇంజినీరింగ్	mühəndislik	injeniearing
ఇంట	ev	house
ఇంటర్	i̇nter	inter
ఇంటర్నెట్	i̇nternet	internet
ఇంటర్నేషనల్	beynəlxalq	international
ఇంటర్మీడియట్	aralıq	intermediate
ఇంటి	ev	house
ఇంటికి	ev	to home
ఇంటిపేరు	soyad	surname
ఇంటిపేర్లు	soyadları	surnames
ఇంటిలో	ev	in house
ఇంట్లో	ev	in the home
ఇండస్ట్రీస్	sənaye	industries
ఇండియన్	hind	indian
ఇండియా	hindistan	india
ఇండెక్స్	i̇ndeks	index
ఇండో	hind	indo
ఇండోఆర్యన్	indoaryan	indo-aryan
ఇండోనేషియా	i̇ndoneziya	indonesia
ఇండోనేసియా	i̇ndoneziya	indonesia
ఇండోర్	indore	indore
ఇంత	bu	this much
ఇంతకు	əvvəllər	before this
ఇంతకుముందు	əvvəllər	this befiore
ఇంతటి	təqdirəlayiqdir	this
ఇంతలో	bu vaxt	ere-long
ఇంతవరకు	i̇ndiyə qədər,	till now
ఇంతవరకూ	həmişə	till now
ఇందిర	i̇ndira	indira
ఇందిరా	i̇ndira	indira
ఇందు	bu gün	iindu
ఇందుకు	the	indhuku
ఇందుకోసం	bu məqsədlə,	for this
ఇందులో	the	in this
ఇంద్రజిత్తు	indrajit	indrajith
ఇంద్రుడు	i̇ndra	indhra
ఇక	the	now
ఇక్కడ	burada	here
ఇక్కడకు	burada	here
ఇక్కడి	the	here
ఇక్కడికి	üçün	here
ఇక్కడే	burada	here
ఇక్ష్వాకు	i̇kşvaku	ishwa
ఇచ్చాడు	verdi	he had given
ఇచ్చాయి	təmin edilmişdir	gave
ఇచ్చారు	verilmişdir	gave away
ఇచ్చి	verir	to give
ఇచ్చింది	təqdim olunur	given
ఇచ్చిన	the	given
ఇచ్చే	bu	giving
ఇటలీ	i̇taliya	italy
ఇటాలియన్	i̇talyan	italian
ఇటీవల	bu yaxınlarda	recently
ఇటీవలి	son	recently
ఇటీవలికాలంలో	son	recently
ఇటీవలే	bu yaxınlarda	few days back
ఇటు	i̇smarıclar	here
ఇటువంటి	bu cür	this kind
ఇడ్లీ	i̇dli	idli
ఇతడి	onun	his
ఇతడు	o	this man
ఇతని	onun	his
ఇతనికి	o	for him
ఇతనిని	ona	his
ఇతను	üst	this person
ఇతర	digərləri	other
ఇతరత్రా	digərləri	multiple
ఇతరములు	digərləri	others
ఇతరుల	digərləri	other's
ఇతరులకు	digərləri	remaining
ఇతరులను	digərləri	others
ఇతరులు	digərləri	others
ఇదంతా	hamısı	this all
ఇది	o	this
ఇదివరకు	hələ də	upto now
ఇదే	eyni	this
ఇదొక	bu	this is a
ఇదో	bu	this one
ఇద్దరి	hər ikisi	both
ఇద్దరు	i̇ki	two
ఇద్దరూ	hər ikisi	couple
ఇనస్టీన్	eynşteyn	insteen
ఇనుప	dəmir	iron
ఇనుము	dəmir	iron
ఇన్	in	in
ఇన్ని	in	this many
ఇన్నింగ్స్	atışlar	innings
ఇన్ఫర్మేషన్	məlumat	information
ఇన్సులిన్	i̇nsulin	insulin
ఇన్సులిన్‌	i̇nsulin	insulin
ఇన్స్టిట్యూట్	institut	institute
ఇప్పటి	i̇ndi	now
ఇప్పటికి	i̇ndi	from now
ఇప్పటికీ	hələ də	till
ఇప్పటికే	onsuz da	for now
ఇప్పటివరకు	i̇ndiyə qədər	till now
ఇప్పటివరకూ	i̇ndiyə qədər,	tilldate
ఇప్పుడు	i̇ndi	now
ఇబ్న్	i̇bn	ibn
ఇబ్బంది	dərd	trouble
ఇబ్బందులు	çətinliklər	difficulties
ఇబ్రహీం	i̇brahim	ibrahim
ఇబ్రాహీం	i̇brahim	ibrahim
ఇమేజ్	şəkil	image
ఇయర్	i̇l	year
ఇరవై	i̇yirmi	twenty
ఇరాక్	i̇raq	iraq
ఇరాన్	i̇ran	iran
ఇరు	hər ikisi	both
ఇరుగు	qonşuluq	neighbour
ఇలా	kimi	like this
ఇలాంటి	oxşar	such
ఇలాగే	oxşar,	accordingly
ఇలియానా	i̇leana	iliyana
ఇల్లాలు	xeyirxah arvad	wife
ఇల్లు	ev	house
ఇళయరాజా	ilayaraja	ilayaraja
ఇళ్ళ	evlər	houses
ఇళ్ళలో	ev təsərrüfatları	in the houses
ఇళ్ళు	evlər	house
ఇవన్నీ	bunların hamısı	all these
ఇవి	bunlar	this
ఇవికాక	i̇vikaka	besides these
ఇవికూడా	həmçinin	these also
ఇవీ	ayıq	this
ఇవెంట్	hadisə	event
ఇవే	eyvani	these
ఇవ్వడం	verir	giving
ఇవ్వడానికి	üçün	to give
ఇవ్వబడింది	verilmişdir	was given
ఇవ్వబడిన	the	given
ఇవ్వబడ్డాయి	siyahıya alındı	given
ఇష్టం	və	like
ఇష్టపడతారు	kimi	like
ఇష్టమైన	sevimli	liked
ఇసుక	qum	soil
ఇస్కాన్	iskcon	iscon
ఇస్టిట్యూట్	institut	institute
ఇస్తాయి	verin	will give
ఇస్తారు	edirsiniz	given
ఇస్తుంది	verir	gives/will give
ఇస్తూ	verir	giving
ఇస్తే	əgər	to give
ఇస్లాం	i̇slam	islam
ఇస్లాంలో	i̇slam	in islam
ఇస్లామాబాద్	i̇slamabad	islamabad
ఇస్లామిక్	i̇slami	islamic
ఇస్లామీయ	i̇slami	islamic
ఈ	the	this
ఈ-మెయిల్	elektron poçt	e-mail
ఈజిప్టు	misir	egypt
ఈజిప్ట్	misir	egypt
ఈతని	odur	his
ఈనాడు	bu gün	eenaadu
ఈమె	o	this woman
ఈమెను	o	her
ఈమెయిల్	elektron poçt	e-mail
ఈయన	onun	eeyana
ఈవిధంగా	bu minvalla	this way
ఈశాన్యాన	şimal-şərq	north east
ఈశ్వర	şiva	lord eswara
ఈశ్వరుడు	hər şeyə qadirdir	god
ఈశ్వరుని	cənnət	eeshwar
ఈస్టిండియా	şərq	east india
ఈస్ట్	şərq	east
ఉ	orada	yes
ఉంచడం	yerləşdirmə	keeping
ఉంచాలి	qoy	should leave
ఉంచి	tutun	by keeping
ఉంచుతారు	yerləşdirilib	put
ఉంచుతుంది	saxlayır	haved
ఉంచే	yerləşdirmə	used
ఉంటాడు	edir	be there
ఉంటాయని	olun	must be
ఉంటాయి	edirsiniz	will be there
ఉంటారు	edirsiniz	comes
ఉంటుందని	olacaq	is there
ఉంటుంది	edir	be there
ఉంటుందో	edir	will it be
ఉంటూ	qalmaq	in control
ఉంటే	əgər	be there
ఉండకూడదు	olmamalıdır	shouldn't  be
ఉండగా	hələ	still
ఉండటం	olmaq	be there
ఉండటంతో	-dən bəri	being
ఉండటము	varlığı	there
ఉండటమే	olmaq	being
ఉండటానికి	qalmaq	in order to be
ఉండడం	olmaq	having
ఉండడంతో	i̇lə	as being
ఉండడానికి	qalmaq	for staying
ఉండదు	yoxdur	not there
ఉండలు	qranullar	balls
ఉండవచ్చు	ola bilər	might be there
ఉండవచ్చునని	mayda	may be
ఉండవచ్చును	ola bilər	can stay
ఉండవు	edirsiniz	will not be there
ఉండాలని	qalmaq	has to be
ఉండాలనే	olmaq	to be
ఉండాలి	olmalıdır	should have
ఉండి	və	consists of
ఉండుటచే	kimi	prevailing
ఉండును	edir	exists
ఉండే	the	consists
ఉండేందుకు	qalmaq	to be there
ఉండేటటువంటి	bu	same being
ఉండేదని	bu	used to be
ఉండేది	oldu	used to be
ఉండేవాడు	oldu	was like that
ఉండేవారు	oldu	were there
ఉండేవి	ola bilərdi	there
ఉండొచ్చు	olacaq	may be
ఉందంటే	əgər	its there because
ఉందని	bu	that
ఉంది	edir	it is there
ఉందో	üst	was there
ఉక్కు	polad	steel
ఉగాది	ugadi	ugadhi
ఉచిత	pulsuz	free
ఉచితంగా	oynamaq	freely
ఉచ్ఛ	zirvəsi	hign
ఉజ్బెకిస్తాన్	özbəkistan	uzbekistan
ఉత్తమ	yaxşı	best
ఉత్తమం	ən yaxşısı	better
ఉత్తర	şimal	north
ఉత్తరం	məktub	east
ఉత్తరంగా	şimal	towards north
ఉత్తరప్రదేశ్	up	uttar pradesh
ఉత్తరము	şimal	post
ఉత్తరాంచల్	uttaranchal	uttaranchal
ఉత్తరాన	şimal	north
ఉత్తరాయణ	bərabərlik	north
ఉత్తరాలు	məktublar	letters
ఉత్పత్తి	məhsul	production
ఉత్పత్తికి	i̇stehsal	for production
ఉత్పత్తిలో	i̇stehsal	production
ఉత్పత్తుల	məhsullar	hinjury
ఉత్పత్తులను	məhsullar	produce
ఉత్పత్తులు	məhsullar	products
ఉత్సవ	festival	festive
ఉత్సవం	festival	ustav
ఉత్సవాలలో	şənliklər	in celebrations
ఉత్సవాలు	yarmarkalar	festivals
ఉత్సాహంగా	həvəslə	enthusiastically
ఉదజని	hidrogen	hydrogen
ఉదయం	səhər	morning
ఉదరము	qarın	stomach
ఉదా	misal üçün,	example
ఉదాహరణ	nümunə	example
ఉదాహరణకి	misal üçün,	for example
ఉదాహరణకు	misal üçün,	example
ఉదాహరణగా	nümunə	for example
ఉదాహరణలు	nümunələr	examples
ఉద్దేశం	niyyət	aim
ఉద్దేశించి	üçün	aimed at
ఉద్దేశ్యం	məqsəd	intention
ఉద్దేశ్యంతో	niyyət	an intention
ఉద్భవించాయి	arose	come from
ఉద్భవించింది	kredit	obtained
ఉద్భవించిన	i̇nkişaf edir	arise
ఉద్యమ	biznes	revolution
ఉద్యమం	hərəkat	revolution
ఉద్యమంలో	kampaniya	in the movement
ఉద్యమము	hərəkat	udyamamu
ఉద్యమానికి	hərəkat	for the revolution
ఉద్యమాన్ని	kampaniya	strike
