$	ps	dollar
domet	rango	reach
dominacije	dominación	domination
dominantan	dominante	dominant
dominira	domina	dominates
dominiraju	dominar	dominate
domove	casas	homes
domovina	patria	home
domovine	patria	country
domovini	patria	country
domovinu	patria	home
domu	hogar	home
don	don	don
donekle	hasta cierto punto	somewhat
donijela	trajo	brought
donijeli	trajo	brought
donio	trajo	brought
donja	inferior	donja
donje	inferior	down
donjeg	inferior	course
donjem	inferior	lower
donji	inferior	donji
donjim	inferior	down
donose	traer	bring
donosi	trae	brings
donošenja	adopción	making
doprinijeli	contribuido	contribute
doprinijelo	contribuido	contributed
doprinos	contribución	contribution
doprinosi	contribuciones	contributes
dopušta	permite	leave
dosada	aburrimiento	boredom
dosegla	alcanzado	reached
doselili	inmigrado	moved to
doseljenika	inmigrantes	immigrants
doslovno	literalmente	literally
dosta	suficiente	many
dostigao	alcanzado	reached
dostignuća	logros	achievements
dostiže	alcanza	reach
dostižu	alcanzar	reach
dostojevski	dostoievski	dostoevsky
dostojevskog	dostoievski	dostoevsky
dostupan	disponible	available
dostupna	disponible	available
dostupne	disponible	available
dovela	trajo	brought
dovele	trajo	brought
doveli	trajo	brought
dovelo	led	brought
doveo	trajo	brought
dovesti	dirigir	bring
dovode	guías	bring
dovodi	guías	brings
dovoljan	suficiente	sufficient
dovoljno	suficiente	enough
doza	dosis	dose
dozama	dosis	doses
doze	dosis	doses
dozvola	permiso	licence
dozvoljava	permite	allows
dozvoljeno	permitido	allowed
dozvolu	permiso	permission
doći	venir	come
dočekao	bienvenido	welcomed
dođe	viene	came
došao	vino	came
došla	vino	came from
došle	vino	came
došli	vino	come
došlo	vino	came
doživio	experimentado	experienced
doživjela	experimentado	lived
doživljaj	experiencia	experience
doživljava	experiencias	experiences
dr	dr	etc
draga	querido	dear
dragan	dragan	dragan
drago	querido	drago
drama	drama	drama
drame	drama	drama
dramski	dramático	thespian
dražen	irritado	dražen
draži	se burla	dear
dream	sueño	dream
dretar	dretar	dretar
drevni	antiguo	ancient
drevnih	de los antiguos	ancient
drevnog	antiguo	ancient
drina	drina	drina
drine	drine	drina
drini	drini	drina
drinu	drina	drina
druga	otro	second
drugačije	de otra manera	different
druge	otros	another point of view
drugi	otros	other
drugih	otros	other
drugim	otros	other
drugima	a otros	others
drugo	segundo	second
drugog	otro	another
drugoj	otro	other
drugom	otro	second
drugoplasirani	finalistas	runner-up
drugu	otro	second
društava	sociedades	communities
društva	sociedad	society
društvena	social	social
društvene	social	social
društveni	social	social
društvenih	social	social
društvenim	social	sociable
društveno	socialmente	socially
društvenog	social	social
društvenoj	social	social
društvenom	social	social
društvenu	social	social
društvima	sociedades	societies
društvo	sociedad	society
društvu	sociedad	society
drvar	leñador	drvar
drveta	arboles	wood
drvo	madera	wood
držali	retenida	held
držanje	participación	keeping
držao	retenida	held
držati	sostener	held
država	estado	country
državama	estados	states
državaupobnerpordgpgrazbod	državaupobnerpordgpgrazbod	state
države	países	country
državi	países	country
državna	estado	national
državne	estado	state
državni	estado	state
državnih	estado	state
državnim	estado	state
državno	estado	state
državnog	estado	state
državnom	estado	state
državom	estado	state
državu	el estado	country
drže	sostener	held
drži	sostiene	holds
du	du	du
dubica	dubica	dubica
dubine	profundidad	depth
duboke	profundo	deep
duboko	profundo	far beneath
dubrave	dubrave	dubrave
dubrovnik	dubrovnik	dubrovnik
dubrovnika	dubrovnik	dubrovnik
dubrovnikom	dubrovnik	dubrovnik
dubrovniku	dubrovnik	dubrovnik
dubrovčani	ciudadanos de dubrovnik	dubrovnik citizens
dubrovčanima	a la gente de dubrovnik	dubrovnik
dudley	dudley	dudley
duel	duelo	duel
duet	dueto	duet
dug	deuda	long
duga	arco iris	long
duge	arco iris	long
dugi	largo	long
dugih	largo	long
dugim	largo	long
dugme	botón	button
dugmeta	botón	button
dugo	largo	long
dugog	largo	longer
dugotrajne	duradero	longterm
dugu	largo	long
duh	espíritu	spirit
duha	espíritu	spirit
duhan	tabaco	tobaco
duhana	tabaco	tobaco
duhovne	espiritual	spiritual
duhovni	espiritual	spiritual
duhovno	espiritualmente	spiritual
duhovnog	espiritual	spiritual
duhu	espíritu	spirit
dunav	danubio	dunav
dunava	danubio	dunav
dunja	membrillo	quince
dunje	membrillo	quinces
dućani	tiendas	stores
duša	alma	soul
dušan	dushan	dusan
duše	almas	souls
duško	bebé	dusko
dušu	alma	soul
duž	a lo largo	along
duže	más	longer
dužina	longitud	length
dužine	longitud	length
dužini	longitud	length
dužinu	longitud	length
dužnost	deber	duty
dužnosti	deberes	duty
dva	dos	two
dvadeset	veinte	twenty
dvadesetog	vigésimo	twentieth
dvaju	dos	both
dvanaest	doce	twelve
dvije	dos	two
dviju	dos	two
dvoboj	duelo	duel
dvoboja	duelo	duel
dvoje	dos	both
dvor	yarda	yard
dvora	corte	court
dvorac	castillo	castle
dvorana	salón	hall
dvorani	salón	hall
dvorca	castillo	castle
dvoru	yarda	palace
džamija	mezquita	mosque
džamije	mezquitas	mosque
džamiji	mezquita	mosque
džamiju	mezquita	mosque
džeko	dzeko	dzeko
džemal	jamal	dzemal
džemaludin	džemaludin	džemaludin
džemat	congregación	džemat
dževad	dževad	dževad
džez	jazz	jazz
džibril	jibril	gabriel
džumanamaz	jumanaz	friday prayer
e	mi	is
ebu	ebu	ebu
edem	edema	edema
edema	edema	edema
edhem	edhem	edhem
edin	edin	edin {name}
edo	edo	edo
edward	eduardo	edward
efekat	efecto	effect
efekata	el efecto	effects
efekt	efecto	effect
efekta	efecto	effect
efekte	efectos	effects
efekti	efectos	effects
efektor	efector	effector
efikasnost	eficiencia	efficiency
efikasnosti	eficiencia	efficiency
egipat	egipto	egypt
egipta	egipto	egypt
egiptu	egipto	egypt
egipćani	egipcios	egypt
egzistira	existe	exists
einstein	einstein	einstein
ejalet	ejalet	eyalet
ekipa	equipo	team
ekipe	equipos	team
ekipu	equipo	team
ekologija	ecología	ecology
ekonomija	economía	economy
ekonomije	economía	economy
ekonomiji	economía	economy
ekonomiju	economía	economy
ekonomska	económico	economic
ekonomske	económico	economic
ekonomski	económicamente	economical
ekonomskih	económico	economic
ekonomskim	económico	economic
ekonomsko	económicamente	ecnonomic
ekonomskog	económico	economic
ekonomskoj	económico	economic
ekonomskom	económico	economic
ekonomsku	económico	economic
ekrana	pantalla	screens
ekspanziju	expansión	expansion
eksperimenti	experimentos	experiments
ekstremno	extremo	extremely
ekvador	ecuador	ecuador
el	el	el
elektriciteta	electricidad	electricity
električna	eléctrico	electric
električne	eléctrico	electrical
električni	eléctrico	electric
električnih	eléctrico	electrical
električnog	eléctrico	electric
električnu	eléctrico	electrical
elektroda	electrodo	electrode
elektrode	electrodos	electrodes
elektrohemija	electroquímica	electro-chemistry
elektrohemijske	electroquímico	electrochemical
elektrolit	electrólito	electrolyte
elektrolita	electrólito	electrolytes
elektroliza	electrólisis	electrolysis
elektron	electrón	electron
elektrona	electrones	electrone
elektronika	electrónica	elektronika
elektronski	electrónicamente	electronic
elektrotehnike	ingenieria eléctrica	electrical engineering
elemenata	elementos	elements
element	elemento	element
elementa	elemento	elements
elemente	elementos	elements
elementi	elementos	elements
elementima	elementos	elements
elizabeta	elizabeta	elizabeth
elizabete	elizabete	elizabeth
elizabeth	elizabeth	elizabet
elizabeti	elizabeti	elizabeth
elizabetu	elizabetu	elizabeta
elvir	elvir	elvir
elvis	elvis	elvis
email	correo electrónico	e-mail
emina	emina	emina
emir	emir	emir
enciklopedija	enciclopedia	encyklopedia
enciklopedije	enciclopedias	encyclopedia
end	final	end
endbmatrix	endbmatrix	end{bmatrix}
endokard	endocardio	endocardium
eneja	eneja	aeneas
eneju	eneju	aeneas (ancient god)
energetski	energético	energy
energija	energía	energy
energije	energía	energy
energijom	energía	energy
energiju	energía	energy
eng	eng	eng
engl	engl	"abbreviation of word ""engleski""(english)"
engleska	inglaterra	england
engleske	de inglaterra	england
engleski	inglés	english
engleskih	inglés	english
engleskim	en inglés	english
engleskog	inglés	english
engleskoj	en inglaterra	england
engleskom	en inglés	english
englesku	inglés	england
englezi	inglés	british
enigmatika	enigmatica	enigmatic
enkidu	enkidu	enkidu
enklava	enclave	enclave
enklave	enclave	enclave
enklavu	enclave	enclave
entiteta	entidad	entities
enver	enver	enver
enzima	enzima	enzymes
enzimi	enzimas	enzymes
ep	ep	ep,abrevation for european football championship
epa	bien	epos
epidemija	epidemia	epidemics
epizoda	episodio	episode
epohe	época	epoch
epsilon	épsilon	epsilon
epu	epu	epic
era	era	era
ere	era	era
eric	eric	eric
ermenija	armenia	ermenija
estetika	estética	esthetics
estonija	estonia	estonia
estonije	de estonia	estonia
estoniji	estonia	estonia
et	et	et
etan	etano	etan
etanol	etanol	ethanol
ethernet	ethernet	ethernet
etika	ética	ethics
etimologija	etimología	etymology
etnička	étnico	etnic
etničke	étnico	ethnical
etnički	étnico	etnical
etničkih	étnico	ethnic
etničkim	étnico	ethnic
etničko	étnico	etnic
etničkog	étnico	ethnic
eu	ue	eu
euklid	euclides	euclid
euro	euro	euro
eurosong	eurosong	eurosong
eventualne	eventual	eventual
eventualno	posiblemente	eventually
evo	aquí	here is
evolucija	evolución	evolution
evolucije	evolución	evolution
evolventa	evolvente	evolution
evropa	europa	europe
evrope	europa	europe
evropi	europa	europe
evropljana	europeos	europeans
evropljani	europeos	europeans
evropom	europa	europe
evropska	europeo	european
evropske	europeo	european
evropski	europeo	european
evropskih	europeo	european
evropskim	europeo	europian
evropsko	europeo	european
evropskog	europeo	european
evropskoj	europeo	european
evropskom	europeo	european
evropsku	europeo	europian
evropu	europa	europe
fabrika	fábrica	factory
fabrike	fábrica	factories
fabula	trama	plot
facebook	facebook	facebook
facto	facto	facto
fadil	fadil	fadil
faktor	factor	factor
faktora	factor	factors
faktori	factores	factors
fakultet	facultad	faculty
fakulteta	facultad	colleges
fakultetu	facultad	faculty
farska	farsa	faroe
faruk	faruk	faruk  (first name)
fatima	fátima	fatima
faza	fase	phase
faze	fase	phases
fazi	fase	phase
fazu	fase	phase
fbih	fbih	federation bih
fc	fc	fc
fe	fe	fe
februar	febrero	february
februara	febrero	february
februaru	febrero	february
federacija	federación	federation
federacije	federación	federation
federaciji	federación	federation
federalna	federal	federal
federalne	federal	federal
federalni	federal	federal
federativna	federal	federal
federativne	federal	federal
feldspat	feldespato	feldspat
feminizam	feminismo	feminism
fenol	fenol	phenole
fenoli	fenoles	phenoles
fenomen	fenómeno	phenomenon
ferdinand	fernando	ferdinand
ferhadija	ferhadija	ferhadija
ferhatović	ferhatović	ferhatovic
feromon	feromona	feromon
festival	festival	festival
festivala	festival	festival
festivali	festivales	festival
festivalima	festivales	festivals
festivalskih	festival	festival
festivalu	festival	festival
fiba	fiba	fiba
fifa	fifa	fifa
figura	figura	figure
fikret	fikret	fikret
fikreta	fikreta	fikreta
filatelija	filatelia	philately
filip	filip	phillip
filipa	philip	filip
filipini	filipinas	philippines
filipović	filipović	filipovic
film	película	movie
filma	película	movie
filmografija	filmografía	filmography
filmova	películas	films
filmovi	películas	films
filmske	película	movie
filmski	cinematográfico	movie
filmskom	película	movie
filmu	película	movie
filozof	filósofo	philospher
filozofa	filósofo	philosophers
filozofi	filósofos	philosophers
filozofija	filosofía	philosophy
filozofije	filosofía	philosophy
filozofiji	filosofía	philosophy
filozofiju	filosofía	philosophy
filozofska	filosófico	philosophical
filozofske	filosófico	philosophical
filozofski	filosóficamente	philosophical
finale	final	final
finalu	final	final
finansije	finanzas	finance
finansijskih	financiero	financial
finska	finlandia	finland
finske	finlandés	finland
finski	finlandés	finnish
finskoj	en finlandia	finland
firefox	firefox	firefox
firma	firma	firm
firme	empresas	company
firmi	empresas	firmi
fizici	física	physics
fizika	física	physics
fizike	física	physics
fizička	físico	physical
fizičke	físico	physical
fizički	físicamente	physical
fizičkih	físico	fizical
fizičkog	físico	physical
fk	fk	fk,abbrevation for football club
florida	florida	florida
fluida	líquido	fluid
fojnica	fojnica	fojnica
fojnice	fojnice	fojnica
fojnici	fojnici	fojnica
folikula	folículo	follicles
folk	gente	folk
fond	fondo	fund
fondacija	fundación	foundation
for	para	for
forma	formar	form
formacija	formación	formation
formacije	formaciones	formation
formalne	formal	formal
formalno	formalmente	formally
format	formato	format
forme	formas	forms
formi	formas	forms
formira	formas	formed
formiraju	formar	form
formirala	formado	formed
formirali	formado	formated
formiran	formado	formed
formirana	formado	forming
formiranja	formación	forming
formiranje	formando	forming
formu	formar	form
formula	fórmula	formula
formule	fórmula	formula
forum	foro	forum
fosfat	fosfato	fosfats
fosfor	fósforo	phosphor
fosfora	fósforo	phosphor
fosili	fósiles	fossils
fotografija	fotografía	photography
fotografije	fotos	photographs
fotosinteza	fotosíntesis	photosynthesis
fotosinteze	fotosíntesis	photosynthesis
fotosintezu	fotosíntesis	photosynthesis
foča	foca	foca
foče	foche	foča
foči	focos	foca
fr	fr	french
fra	fra	friar
frame	cuadro	frame
france	francia	france
francisco	francisco	francisco
francuska	francia	french
francuske	francés	french
francuski	francés	french
francuskih	francés	french
francuskim	francés	french
francuskog	francés	french
francuskoj	francia	france
francuskom	en francés	french
francusku	francia	french
francuza	francés	french
francuzi	el francés	french
franje	francis	franciscan
franjevački	franciscano	fransican
franjevci	franciscanos	franciscans
franjo	franjo	franjo
franz	franz	franz
freddie	freddie	freddie
frekvencija	frecuencia	frequency
frekvencije	frecuencias	frequencies
frenkie	frenkie	frenkie
friedrich	friedrich	friedrich
front	frente	front
frontu	frente	front
fuad	fuad	fuad
fudbal	fútbol americano	football, soccer
fudbaler	jugador de fútbol	football player
fudbalski	fútbol americano	football
fudbalskog	fútbol americano	soccer
funkcija	función	function
funkcije	funciones	functions
funkciji	función	function
funkciju	función	function
fuzije	fusión	fusion
ga	georgia	it
gabela	gabela	gabela
gabriella	gabriella	gabriella
gacko	gacko	gacko
gaj	arboleda	grove
galenit	galena	galenite
galerija	galería	gallery
gandhi	gandhi	gandhi
gas	gas	gas
gasa	gas	gas
gasova	gases	gas
gasoviti	gaseoso	gas
gazi	gazi	gazi
gc	gc	gc
gde	dónde	where
gdje	dónde	where
gen	gen	gene
generacija	generacion	generation
generacije	generacion	generation
general	general	general
generala	general	general
generalno	en general	generally
genocid	genocidio	genocide
genocida	genocidio	genocide
geografija	geografía	geography
geografije	geografía	geography
