$ tỉ	$ mil millones	$ billion
punjab	punjab	punjab
pusan	pusan	(proper noun) pusan
putin	putin	putin
pyrenees	pirineos	pyrenees
pytago	pytago	(proper noun) pytago
pzl	pzl	pzl
péc	péc	"(term should be ""vịnh péc xích"") the persian gulf"
pérez	pérez	(proper noun) perez, as in javier perez de cuellar
păng	punzada	fansipan
pơ	pơ	"(term should be ""pơ kô"") a river in vietnam (n.)"
q	q	q ( a letter)
qatar	qatar	qatar
qd	qd	quantum dots
qing	qing	qing, as in the qing dynasty of  china
qlvnch	qlvnch	army of the republic of vietnam
qua	sobre	transmit
quad	quad	quad
quan	quan	"(term should be ""quan hệ"") relationship (n.)"
quang	óptica	bladder
quanh	alrededor	around
quay	convertido	turn
que	varillas	stick
queen	reina	queen
queens	reinas	(proper noun) queens, as in the new york borough
queensland	queensland	queensland
quen	acostumbrado	accustomed to
qui	qui	formal
quincy	quincy	(proper noun) quincy, as in quincy jones
quran	corán	quran
quy	reglas	"(term should be ""quy ước"") agreement"
quyên	fundamentos	"(term should be ""quyên góp"") to donate (v.)"
quyến	encanto	"(term should be ""gia quyến"") family"
quyền	derecho	right
quyện	mezclarse	mix
quyệt	insidioso	"(should be ""xảo quyệt"") devious"
quá	tambien	over
quái	diablos	strange or odd
quán	bar	hometown
quáng	ciego	blind
quát	grito	generalize
quân	quan	army (n.)
quãng	aprox.	optical
quét	escanear	to sweep (v.)
quê	campo	countryside
quên	olvidé	forget
quý	cuarto	love
quýt	mandarina	tangerine
quăng	tirar	to throw (v.)
quĩ	fondo	orbit
quạ	cuervos	crow (con qua)
quạt	fan	fan
quản	gobernando	"(entire term is ""cai quản"") to manage"
quảng	promo	guangzhou
quấn	envolver	wrap around
quất	kumquat	whip
quấy	remover	harass
quần	pantalones	pants (n.)
quầng	aureola	halo
quầy	contadores	stall
quẩy	balanceo	quay
quẫn	miserable	necessitous
quận	condado	county (n.)
quật	excavacion	excavation
quẳng	tirar	throw
quặc	raro	strange (adj.)
quặng	mena	an ore (n.)
quẻ	hexagrama	hexagram
quế	canela	cinnamon (n.)
quết	escoria	knead
quệ	pobre	exhausted
quỉ	el diablo	demon
quỳ	arrodillarse	demon (n.)
quỳnh	quỳnh	quynh
quỵ	golpe	stroke
quỷ	el diablo	provided
quỹ	fondo	fund
qúy	cuarto	quy
r	r	r
rabindranath	rabindranath	rabindranath
race	carrera	race
rafael	rafael	rafael
rafale	rafale	(proper noun) rafale, as in dassault rafale
rai	rai	slowly intake
raleigh	raleigh	raleigh
ralph	ralph	(proper noun) ralph, as in ralph waldo emerson
ram	ram	a name
rama	rama	rama, first name of several rulers of thailand (n.)
ramadan	ramadán	(proper noun) the fasting month of ramadan
ramayana	ramayana	ramayana
rambus	rambus	rambus
ran	corrió	ran
ranch	rancho	ranch
randy	randy	randy
rang	sonó	roast
rangers	guardabosques	rangers
ranh	límite	border (ranh gioi)
rao	anuncio	to announce
rap	rap	rap
raptor	rapaz	raptor
rate	tasa	rate
rau	verduras	vegetable
ray	rayo	rail (n.)
raya	raya	raya
raymond	raymond	raymond
rađa	radar	radar
reagan	reagan	reagan
real	real	real
reanimation	reanimación	reanimation
reap	cosechar	reap
reef	arrecife	reef
regia	regia	regia
reichelt	reichelt	reichelt
ren	encajes	lace (n.)
renaissance	renacimiento	renaissance
renault	renault	renault
rené	rené	rene
reo	sonó	yell
reserve	reservar	reserve
resort	recurrir	resort
reverse	revertir	reverse
revolution	revolución	revolution
rey	rey	rey, as in copa del rey
rfid	rfid	rfid
rhodes	rodas	rhodes
rica	rica	rica
ricardo	ricardo	ricardo
ricci	ricci	ricci
richard	richard	richard
richardson	richardson	(proper noun) richardson, as in james o. richardson
richie	richie	(proper noun) richie, as in singer lionel richie
rico	rico	rico, as in puerto rico
riemann	riemann	riemann, as in bernhard riemann, a german mathematician
rimjob	rimjob	rimjob
rin	rin	rin
rising	subiendo	rising
risk	riesgo	risk
ritchie	ritchie	a name
rivaldo	rivaldo	rivaldo
rivière	rivière	a name
rizal	rizal	rizal
riêng	propio	own
riêu	riêu	crab
riết	riet	urgently
riềng	galangal	arrowroot
ro	ro	"entire term is ""rui ro""; means ""risk"""
robert	robert	(proper noun) robert
roberto	roberto	(proper noun) roberto
roberts	roberts	roberts
robespierre	robespierre	robespierre
robin	robin	a name
robinson	robinson	robinson, as in michelle robinson
rockefeller	rockefeller	rockefeller, as in john d. rockefeller
roddick	roddick	(proper noun) roddick
rodríguez	rodríguez	rodriguez (n.)
roi	látigo	a stick or switch used for punishment (n.)
roland	roland	roland
romania	rumania	romania
rome	roma	rome, as in rome, italy
romeo	romeo	(proper noun) romeo, as in romeo and juliet
rommel	rommel	rommel
ron	ron	ron
ronald	ronald	ronald, an english first name
ronaldinho	ronaldinho	ronaldinho
rong	algas	seaweed (n.)
rosen	rosen	rosen, as in nathan rosen
roth	roth	roth
rotterdam	rotterdam	(proper noun) rotterdam
rousseau	rousseau	rousseau
router	enrutador	cong noi
rovers	rovers	rovers
rowling	remar	rowling
roy	roy	(proper noun) roy, a name
rpd	rpd	rpd
rtp	rtp	rpt
rudolph	rudolph	rudolph
rue	rue	rue, as in rue des vases, a street name
rulin	rulina	(proper noun) rulin
rumani	rumano	romanian
rumiko	rumiko	rumiko, a japanese first name
rummel	rummel	rummel
run	correr	tremble
rung	agitar	to shake or vibrate (v.)
russian	ruso	(proper adjective) russian
russkaya	russkaya	(proper noun) russkaya avionika
ruth	ruth	(proper noun) ruth
rutherford	rutherford	rutherford
rutte	rutina	rutte
ruud	ruud	ruud
ruốc	camarones	pemmican
ruồi	vuela	fly
ruổi	ruoi	rong ruổi=wandering
ruộng	campo	"(term should be ""ruộng đất"") farmland (n.)"
ruột	intestino	internals
rzeczpospolita	rzeczpospolita	rzeczpospolia
rà	echa un vistazo	finding
ràng	claro	clear
rành	fluido	exhaustive
rào	valla	barrier
rác	basura	gabbage-trash
rách	desgarrado	tear
rái	nutria	colander
rán	freír	fried (adj.)
ráp	asamblea	to assemble (v.)
râm	sombrío	shade
râu	barba	beard or mustache (n.)
rã	decadencia	out
rãi	ampliamente	"(term should be ""rộng rãi"") generous"
rãnh	surco	groove
räikkönen	räikkönen	raikkonen
rèm	cortina	curtain
rèn	forja	train
ré	chillar	re
république	république	republique
rét	frio	cold
rê	arrastrar	"(term should be ""rê bóng"") to dribble the ball in soccer (v.)"
rên	gimiendo	moan
rêu	musgo	moss
rì	susurrando	lush (adj.)
rìa	borde	edge
rình	espiar	to watch for
rìu	hacha	ax
rít	silbar	to wail (v.)
rò	fuga	leak
ròng	neto	net
rót	vertiendo	to pour (v.)
rô	a cuadros	diamond
rôbôt	robot	robot
rôma	roma	roman
rông	hueco	rising (adj.)
rõ	claro	clear
rùa	tortuga	turtle
rùng	espeluznante	horror
rút	retirarse	withdraw
răn	mandamiento	commandment
răng	dientes	roasted
rōmaji	rōmaji	romaji
rũ	seductor	charm
rơ	carro	"(term should be ""rơ măm"") a minority people living in vietnam"
rơi	cayendo	fall
rơm	paja	straw
rươi	te	sand-worm
rước	procesion	welcome
rưới	espolvorear	to sprinkle (v.)
rưỡi	medio	half
rượt	perseguir	pursue
rượu	alcohol	wine
rạ	paja	straw
rạc	discreto	discrete
rạch	incisión	canal
rạng	amanecer	break
rạp	teatros	theater
rải	dispersos	spread
rảnh	libre	to be free (adj.)
rất	muy	very
rầm	jamba	aggressive
rầu	triste	sorrow
rẫy	tierras altas	full
rậm	espeso	jungle
rập	árabe	"(term should be ""Ả rập"") arab"
rắc	espolvorear	trouble
rắn	serpientes	snake
rằm	luna llena	a full moon (n.)
rằng	eso	roasted
rặng	la roca	a row
rẻ	barato	cheap
rẽ	girar	"(term should be ""chia rẽ"") to separate or divide (v.)"
rền	gemir	pealed
rể	yerno	in-law
rễ	raíces	root (n.)
rệp	pulgones	bug
rệt	pronunciado	clearly
rệu	aye	decay
rỉ	herrumbre	leak
rịavũng	rìvà	ria - bay
rỏ	claro	clearly
rối	enredado	disorder
rốm	nublado	rom
rồ	loco	"(term should be ""điên rồ"") foolish (adj.)"
rồi	ya	and
rồng	dragón	dragon
rổ	canasta	basket
rỗi	libre	savation
rỗng	vacio	hollow
rộ	bullicio	profuse (adj.)
rộn	ocupado	busy
rộng	amplia	wide
rớt	fallar	drop
rời	izquierda	leave
rỡ	brillante	brilliant
rợ	bárbaros	a savage (n.)
rợn	espeluznante	scary
rụng	caerse	to drop
rủ	cayendo	ask
rủi	contratiempo	unlucky or unfortunate (n.)
rứa	rứa	rua
rừng	bosque	forest
rửa	lavar	to wash (v.)
rữa	lavar	to decompose or rot (v.)
sa	sa	to fall or drop (v.)
sabah	sabah	sabah
sachsen	sachsen	sachsen
saddam	saddam	(proper noun) saddam, as in saddam hussein
safari	safari	safari
safin	safin	safin
sahara	sahara	sahara
sai	mal	wrong
saigon	saigon	saigon
saintdenis	saintdenis	saint-denis
sakura	sakura	sakura
salem	salem	(proper noun) salem, as in the city
salvador	salvador	salvador
salzburg	salzburgo	salzburg
samhain	samhain	samhain
samo	samo	samo, the name of the first slavic ruler
samoa	samoa	(proper noun) samoa
samphan	samphan	samphan
samsung	samsung	samsung
samuel	samuel	samuel
samuelson	samuelson	(proper noun) samuelson
samurai	samurai	samurai
samut	samut	(proper noun) samut, as in samut prakan in thailand
san	san	level
sanchez	sanchez	sanchez
sang	a	to
sango	sango	sango, a language spoken in africa
sangraal	sangraal	sangraal
sanh	nacimiento	bear
sanktpeterburg	sanktpeterburg	sankt-peterburg
santos	santos	santos, as in footballer cristiano ronaldo dos santos aveiro of portugal
sao	estrellas	how
sap	savia	sap
sapa	sapa	sapa
sapiens	sapiens	sapiens
sar	sar	sar
sarah	sarah	sarah, as in sarah pierce
sarawak	sarawak	(proper noun) sarawak, a malaysian state on the island of borneo
sarcoma	sarcoma	sarcoma
sardinia	cerdeña	sardinia
sary	sary	(proper noun) sary, as in ieng sary
saturanga	saturanga	saturanga
saturday	sabado	saturday
sau	despues	after (adv.)
saudi	saudi	(proper noun) saudi, as in saudi arabia
saunière	saunière	saunière
scandinavia	escandinavia	scandinavia
schafer	schafer	schafer, as in john c. schafer
schengen	schengen	schengen
schiller	schiller	schiller
schlesinger	schlesinger	schlesinger
schneider	schneider	schneider, a last name
schumacher	schumacher	schumacher, as in michael schumacher
schuschnigg	schuschnigg	(proper noun) schuschnigg, as in kurt schuschnigg of austria
schuster	schuster	schuster
schwarzschild	schwarzschild	schwarzschild
scotland	escocia	scotland
scots	escocés	(proper noun) scots
scott	scott	scott
scream	gritar	scream
scud	scud	scud
scuderia	escuderia	scuderia
sdram	sdram	sdram
search	buscar	search
seattle	seattle	(proper noun) seattle, washington
secret	secreto	bi mat
sedna	sedna	(proper noun) sedna
see	ver	see
sejm	sejm	(proper noun) sejm
selena	selena	selena
semit	semit	(proper noun) semit
sen	loto	lotus
sense	sentido	sense
september	septiembre	(proper noun) the month of september
serbia	serbia	serbia
sergeyevich	sergeyevich	(proper noun) sergeyevich
seri	serie	series
service	servicio	service
sesshomaru	sesshomaru	a name
seth	seth	seth
seto	seto	seto
sextus	sextus	sextus
sexy	sexy	sexy
seymour	seymour	seymour
seyssinquart	seyssinquart	(proper noun) seyss-inquart
shah	shah	shah
shaman	chaman	the shaman religion
shan	shan	shan
shane	shane	(proper noun) shane, an english first name
shankly	con fuerza	(proper noun) shankly, as in bill shankly
shaolin	shaolin	shaolin, as in the shaolin temples
sharpay	sharpay	sharpay, as in sharpay evans
shawn	shawn	shawn
sherlock	sherlock	a name
shi	shi	shi
shia	shia	shia
shiite	chiíta	shiite
shikoku	shikoku	shikoku, a japanese island (n.)
shinichi	shinichi	shinichi
shinoda	shinoda	shinoda, as in mike shinoda
shirakami	shirakami	(proper noun) shirakami
shirakawago	shirakawago	(proper noun) shirakawa-go
shiva	shiva	shiva
shoal	cardumen	(proper noun) shoal
shonen	shonen	shonen
shop	tienda	shop
short	corta	short
showcase	escaparate	a name
shōnen	shōnen	shonen
siberi	siberi	siberi
sicilia	sicilia	sicilia
sicily	sicilia	sicily, a city in italy
sidney	sidney	(proper noun) sidney, as in sidney nolan
siem	siem	siem
siemens	siemens	siemens
sierra	sierra	(proper noun) sierra
sikh	sikh	sikh
sikorsky	sikorsky	a name
silas	silas	silas
silesia	silesia	silesia
silic	silicio	silicon
silicat	silicato	silicate
silva	silva	(proper noun) silva, as in carlos silva
silvestris	silvestris	silvestris
simone	simone	simone
sinai	sinaí	sinai, as in mount sinai
sinensis	sinensis	sinensis
sing	cantar	sing
sinh	nacido	genital
sip	sorbo	sip
sirô	jarabe	name of a member
sistema	sistema	(proper noun) sistema
siu	siu	siu
siêu	super	super
siết	apretar	to cut off (v.)
sky	cielo	sky
skype	skype	skype
skyteam	equipo de cielo	skyteam
sl	sl	sl
slav	eslavo	(proper noun) slav
slavơ	eslavo	slavic
slytherin	slytherin	(proper noun) slytherin, as in salazar slytherin of the harry potter series
sm	sm	sm
smg	smg	smg
smith	smith	smith
smithsonian	smithsonian	smithsonian
so	entonces	compare
société	société	societe
socrates	sócrates	socrates
sohee	sohee	a korean name
soho	soho	soho
soi	soi	look/stare soi sáng=enlight
solaris	solaris	(proper noun) solaris
som	som	(proper noun) som, as in kampong som
somme	somme	somme
sonata	sonata	sonata
song	cancion	however (adv.)
sony	sony	sony
soo	soo	soon
sophie	sophie	(proper noun) sophie, a first name
sopwith	sopwith	a name
sorbonne	sorbona	sorbonne, the university in paris (n.)
sos	sos	sos
soul	alma	soul
soát	control	control
soạn	componer	compose
spears	lanzas	spears
spellman	hechizo	spellman
spence	spence	(proper noun) spence
spencer	spencer	(proper noun) spencer
spielberg	spielberg	(proper noun) spielberg, as in steven spielberg
sports	deportes	sports
sri	sri	(proper noun) sri, as in sri lanka
ss	ss	ss
st	st	st.
stalingrad	stalingrado	stalingrad
stamford	stamford	this is a name
stand	pararse	stand
stanford	stanford	stanford, as in stanford university
stanley	stanley	stanley
starr	starr	a name
startin	comenzando	bat dau
status	estado	status
stdc	stdc	stdc
stefan	stefan	stefan
steiermark	steiermark	steiermark
steiner	steiner	steiner
stelzer	stelzer	stelzer
stennis	stennis	stennis
stephen	stephen	stephen
stephenie	stephenie	"stephenie, as in stephenie meyer, author of ""twilight"""
sterling	esterlina	a name
steve	steve	steve
stevens	stevens	(proper noun) stevens, as in amanda stevens
stevenson	stevenson	stevenson
stevie	stevie	stevie
stewarthannah	stewarthannah	stewart/hannah
stf	stf	stf
stimson	estímulo	stimson, as in henry lewis stimson, former secretary of war
stockholm	estocolmo	a name
stones	piedras	stones
storting	storting	storting
strasberg	strasberg	strasberg
strauss	strauss	strauss
street	calle	street
struct	estructura	struct
stt	stt	order number
stuart	estuardo	stuart
stuttgart	stuttgart	(proper noun) stuttgart, a city in germany
styx	styx	(proper noun) styx, as in the river styx
stéfano	stéfano	stefano
su	su	condom
subakhi	subakhi	subakhi
suez	suez	(proper noun) suez
suharto	suharto	suharto
sukarno	sukarno	(proper noun) sukarno,  president of indonesia
sulfua	sulfuro	sulfide
sulu	sulu	sulu
sum	suma	reunite
sumatera	sumatera	sumatera
sumatra	sumatra	(proper noun) the island of sumatra
sumitomo	sumitomo	sumitomo
summer	verano	summer
summerslam	summerslam	(proper noun) summerslam
sun	sol	sun
sunday	domingo	(proper noun) sunday
sung	higos	supplement
sunni	sunita	sunni
sunsilk	sunsilk	sunsilk, a hair products company
super	super	super
suriname	surinam	suriname
susan	susan	(proper noun) susan
susilo	susilo	(proper noun) susilo
sutra	sutra	sutra
suub	suub	a name
suvp	suvp	suv-p
suy	deteriorado	decrease
suê	entonces	lush
suôn	sin problemas	smooth
suất	productividad	number
suối	corriente	stream
suốt	a lo largo	through/all over
suồng	suave	overfamiliar
svd	svd	svd
swan	cisne	swan
swaziland	swazilandia	swaziland
sweet	dulce	sweet
sy	sy	sy
sydney	sydney	(proper noun) sydney, a city in australia
symantec	symantec	symantec
sync	sincronizar	sync
syria	siria	syria
sài	sai	"(term should be ""sơ sài"") something done without care (adv.)"
sàn	piso	san
sàng	tamiz	ready
sành	vajilla	"(term should be ""sành sứ"") pottery"
sào	poste	"(term should be ""sào huyệt"") den or hideout (n.)"
sá	sá	road
sách	libros	list
sái	mal	sai
sám	arrepentido	penitent
sáng	soy	light
sánh	comparativo	compare
sáo	flauta	flute
sáp	cera	merger
sát	cerrar	"(term should be ""quan sát"") to watch or observe (v.)"
sáu	seis	six
sâm	ginseng	sam
sân	patio	"(should be ""sân khấu"") a stage"
sâu	profundo	deep
sã	sã	flippant
sãi	mal	pagoda warden
são	são	sao, as in sao paolo, brazil
sét	rayo	clay
sê	se	sepon
sêri	serie	series
sêu	musgo	seu tet
sính	estudiante	betrothal gifts
síp	chipre	cyprus
sít	apretado	close
sò	ostras	oyster
sòng	el casino	casino
sóc	ardilla	"(should be ""sóc trăng"") a vietnamese town"
sói	lobo	wolf
sóng	agitar	wave
sót	omisión	to miss (v.)
sô	numero	than
sôi	ebullición	vibrant
sông	rio	river
sùng	devoción	cult
sú	tigre negro	a type of mangrove (n.)
súc	ganado	animal
sún	hundirse	sun
súng	arma	gun
súp	la sopa	source
sút	tiro	reduce
săn	cazar	to hunt
sơn	pintado	a mountain
sư	profesor	lion
sưa	la leche	filled with
sưng	hinchazón	swell
sưu	coleccionables	collection
sương	rocío	dew (n.)
sướng	feliz	high
sườn	chuletas	slope
sưởi	calefaccion	heat
sạch	limpio	clean
sạn	hotel	hotel
sảm	brillante	sam
sản	produccion	reproductive
sảng	fresco	sonorous
sảnh	pasillo	a hall, as in the rock and roll hall of fame
sấm	trueno	ginseng
sấu	cocodrilo	crocodile
sấy	secado	dry
sầm	golpea	crowded
sầu	melancolía	sad
sẩn	pápulas	coarseness
sẫm	oscuro	dark
sập	colapsar	destroy
sắm	compras	shopping
sắn	yuca	cassava (n.)
sắp	a punto de	soon
sắt	hierro	"(term should be ""sắt son"") constant (adj.)"
sẵn	disponible	available
sẹo	cicatriz	scar
sẻ	voluntad	share
sẽ	voluntad	will
sọ	calavera	brain
sọc	rayas	stripe
sỏ	descarado	oligarchy
sỏi	grava	gravel
số	numero	"(term should be ""số lượng"") quantity (n.)"
sốc	sorprendido	shock
sống	vivir	live
sốt	fiebre	fever
sồi	roble	oak
sổ	libro	window
sớ	voluntad	document
sớm	temprano	som
sờ	tocar	touch
sỡ	perdido	colorful
sợ	tener miedo	afraid
sợi	hilo	fibers
sục	jacuzzi	"(term should be ""sôi sục"") to boil"
sụn	cartílago	cartilage
sụp	colapsar	collapse
sụt	desplomarse	drop
sủa	ladridos	bright
sủi	efervescente	sparkling
sủng	carismático	favored
sứ	porcelana	embassy
sứa	medusa	jellyfish (n.)
sức	fuerza	strength
sứt	astillado	cleft
sừng	bocina	sừng sững= huge
sử	historia	"(term should be ""sử dụng"") to use (v.)"
sửa	arreglar	repair
sửng	sorprendido	startling
sửu	buey	cow
sữa	la leche	milk
sự	el	situation
ta	ta	us or our
tae	tae	(proper noun) tae
tag	etiqueta	tag
tai	oreja	ear
taiji	taiji	(proper noun) taiji
taipei	taipei	taipei
taiwan	taiwán	taiwan
taj	taj	taj, as in taj mahal
tajikistan	tayikistán	tajikistan
tajima	tajima	tajima
tajiri	tajiri	tajiri
takahashi	takahashi	(proper noun) takahashi
taklamakan	taklamakan	taklamakan
tali	tali	thallium
taliban	talibán	taliban
talmud	talmud	talmud
tam	tam	three (n.)
tamoxifen	tamoxifeno	tamoxifen
tanaka	tanaka	tanaka
tang	luto	funeral
tanh	a pescado	deserted
tankōbon	tankōbon	tankobon, as in a type of japanese literature
tanzania	tanzania	tanzania
tao	yo	(proper noun) tao, a chinese name
tarim	tarim	tarim
task	tarea	task
tasman	tasman	tasman, as in abel tasman
tasmania	tasmania	tasmania, a place
tau	tau	tau
taxi	taxi	taxi
tay	manos	hand
taylor	taylor	taylor
tbt	tbt	tbt
tchad	tchad	tchad
tcm	tcm	tcm
tcp	tcp	tcp
technical	tecnico	technical
ted	ted	(proper noun) ted
teddy	osito	teddy, as in teddy lupin, a character in the harry potter series
telecom	telecomunicaciones	telecom
telekom	telekom	telekom
telex	télex	telex
telnet	telnet	telnet
tem	estampar	stamp
temple	templo	temple
temujin	temujin	temujin
temur	temur	(proper noun) temur, as in temur oljeitu
tenxơ	cartel	tensor
teo	atrofia	atrophy
terengganu	terengganu	(proper noun) terengganu
territories	territorios	territories
terry	rizo	terry
terumbu	terumbu	(proper noun) terumbu
tet	tet	tet
texas	texas	(proper noun) the state of texas
tgv	tgv	tgv
tha	tha	to forgive (v.)
thai	embarazada	pregnant
thailand	tailandia	thailand
tham	avaricia	involved
thames	thames	thames
than	carbón	coal
thang	escalera	ladder
thanh	bar	youth
thani	thani	thani
thao	deportes	sport
thau	latón	a basin (n.)
thay	en cambio	change
thcn	thcn	vocational school
thcs	thcs	secondary
thdq	thdq	thdq
thebes	tebas	thebes
their	su	their
them	ellos	plus
then	entonces	key
theo	seguir	according to
theory	teoria	thẻoy
theravada	theravada	theravada
theres	hay	there
theseus	teseo	theseus, the greek hero
thi	examen	competition (n.)
thich	como	explanation
thien	thien	sky
third	tercero	thỉd
thiu	rancio	buồn thiu= sad/boring
thiêm	thiêm	thiem
thiêng	sagrado	"(term should be ""thiêng liêng"") sacred or holy"
thiếc	estaño	tin
thiến	castración	castrate
thiếp	tarjeta de visita	concubine
thiết	establecer	"(term should be ""cần thiết"") necessary (adj.)"
thiếu	faltante	lack
thiềm	hoz	crescent
thiền	meditación	buddhist (adj.)
thiển	mostrar	superficial
thiểu	menor	minimum
thiện	bueno	good
thiệp	tarjeta de felicitación	intervene
thiệt	realmente	damage
thiệu	introducción	"(term should be ""giới thiệu"") to introduce (v.)"
tho	aunque	tho
thoa	dab	combination
thoai	thoai	gentle
thomas	thomas	thomas
thompson	thompson	thompson
thong	tanga	(proper noun) thong, as in ang thong
those	esos	those
thoái	regresivo	deterioration
thoán	adivina	usurpation
thoáng	aireado	"(term should be ""thoáng qua"") to pass quickly"
thoát	salir	drainage
thoại	voz	telephone
thoạt	a primera vista	just (adv.)
thoả	trato	compromise
thoải	cómodo	"(term should be ""thoải mái"") comfortable or relaxing (adj.)"
thoảng	ocasionalmente	"(term should be ""thỉnh thoảng"") occasionally (adv.)"
thoắt	pronta	suddenly
thpt	thpt	high school
thriller	suspenso	thriller
thskts	thskts	phd- architect
thua	perder	defeat
thumb|các	pulgar | el	thumb|many
thunderbolt	rayo	thunderbolt
thung	valle	valley
thuyên	desplazamiento	a name
thuyết	teoria	theory
thuyền	barco	boat
thuê	contratar	employ
thuần	puro	"(term should be ""đơn thuần"") pure (adj.)"
thuẫn	conflicto	support
thuận	pros	favourable
thuật	arte	term
thuế	impuesto	tax
thuốc	medicina	medicine (n.)
thuộc	pertenecer	belong
thuớc	agua	"(term should be ""kích thước"") dimensions of an object"
thuờng	por lo general	usually
thuở	infancia	period
thuỵ	thuy	"(term should be ""thụy Điển"") the nation of sweden (proper noun)"
thuỷ	tu	water
thvn	thvn	vietnam television
thy	tu	thy
thà	preferiría	honest
thành	a	"(term should be ""hình thành"") to take shape"
thày	maestro	teacher
thác	cascada	harvest
thách	desafiar	challenge
thái	tailandés	attitude
thám	detective	to spy (v.)
tháng	mes	month (n.)
thánh	santo	a holy person; a saint (n.)
tháo	desatar	"(term should be ""tháo chạy"") to run with abandon"
tháp	torre	tower
thâm	intensivo	penetrate
thâu	grabado	to collect (v.)
thây	ver	body
thãi	mierda	superabundant
thèm	anhelar	desire
thép	acero	steel
thét	grito	shout
thê	el	category
thêm	agregar	more
thêu	bordado	to embroider (v.)
thìa	cuchara	spoon
thìn	entonces	(proper noun) thìn, the year of the dragon
thình	de repente	"(term should be ""thình lình"") suddenly"
thí	experimentos	(with word du) for example
thít	thit	(proper noun) mân thít, a district in vietnam
thò	asomó	tho
thòi	desventaja	"(term should be ""thiệt thòi"") to cost (adv.)"
thóc	arrozal	grain (n.)
thói	habito	a habit (n.)
thô	áspero	rough, old-fashioned
thôi	vamos	only
thông	informado	"(term should be ""thông thường"") usual (adj.)"
thù	pelea	"entire term should be ""ke thu""; means ""enemy"""
thùng	barril	barrel
thùy	lóbulo	thuy
thú	interesante	"(should be ""thích thú"") pleasurable"
thúc	fin	push
thúy	thuy	thuy
thăm	visita	visit
thăng	promovido	helicopter
thơm	fragante	aromatic
thư	carta	"(term should be ""ung thư"") cancer (n.)"
thưa	querida	sparse
thương	amor	love
thước	regla	ruler
thường	a menudo	usually (adv.)
thưởng	recompensa	to reward (v.)
thược	thud	(proper noun) thược
thượng	superior	upper
thạc	maestros	master
thạch	gelatina	rock or stone (n.)
thạnh	gracias	thanh
thạo	experto	fluent
thả	soltar	"(term should be ""thả lỏng"") to let loose (v.)"
thải	desperdicio	waste
thảm	alfombra	carpet or rug (n.)
thản	sereno	calmly
thảo	thao	"(term should be ""hội thảo"") a workshop (n.)"
thấp	bajo	low (adj.)
thấu	penetrante	penetrate
thầm	en silencio	"(term should be ""thì thầm"") to whisper (v.)"
thần	dios	"entire term should be ""tinh than""; means ""of the mind"""
thầy	maestra	teacher (n.)
thẩm	jurados	osmotic/leak
thẫm	oscuro	dark
thận	riñones	careful
thập	cruzar	tens
thật	cierto	true (adj.)
thắm	pétalo	tham
thắn	francamente	frank
thắng	ganó	win
thắngthua	wonthua	win-lose
thắp	luz	light
thắt	atar	tense
thằn	lagarto	"entire term should be ""than lan""; means ""lizard"""
thằng	guy	a derogatory term for a man (n.)
thẳm	profundo	"(term should be ""thăm thẳm"") extremely deep (adj.)"
thẳng	derecho	horizontal
thặng	excedente	surplus
thẹn	avergonzado	shameful
thẻ	tarjeta	card
thế	entonces	"with word ""tu,"" means ""posture"" or ""a position"""
thếp	acero	steel
thề	júralo	swear
thềm	estante	shelf
thể	ser	maybe
thỉnh	a veces	"(term should be ""thỉnh thoảng"") occasionally"
thịnh	vogue	prosperous
thịt	carne	meat (n.)
thọ	longevidad	phu tho
thọc	jab	jab
thỏ	conejo	rabbit
thỏa	acuerdo	"(term should be ""thoả thuận"") to come to an agreement (v.)"
thỏi	lingote	a bar (n.)
thối	podrido	smelly
thốt	pronunciado	scream
thồ	paquete	to transport via horse (v.)
thổ	tierra	"(term should be ""lãnh thổ"") territory (n.)"
thổi	soplar	blow
thớt	tabla de cortar	sparse
thời	tiempo	period
thở	respirar	breathe
thợ	trabajador	craftman
thụ	receptor	"(term should be ""thụ thai"") to become pregnant"
thục	shu	(proper noun) a vietnamese first name
thụt	sangrado	clyster
thủ	primer	masturbate
thủa	thua	during childhood
thủng	perforación	having holes
thứ	cosas	no.
thức	despierto	way
thừa	redundante	redundant
thừng	soga	"(term should be ""thẳng thừng"") mercilessly"
thử	intentar	try
thửa	paquete	square
thự	villa	mansion
thực	real	perform
ti	ti	titov
tia	rayos	ray
tiananmen	tiananmen	tiananmen
tiara	tiara	tiara
tibet	tibet	(proper noun) tibet
tigris	tigris	tigris
tiliaceus	tiliaceus	hoa dam but
tim	corazon	heart
timor	timor	timor
timothy	timothy	timothy
tin	creer	believe
tinbắc	mensaje	file bac
tincầu	puente de estaño	file bridge
tinh	planeta	"(term should be ""tinh dịch"") sperm (n.)"
tinnhà	casa de hojalata	folder: house
tinsông	noticias	file river
tinthị	tinthị	file: town
tirol	tirol	tirol
tisdale	tisdale	tisdale
tish	tish	(proper noun) tish
tissa	tissa	(proper noun) tissa, as in moggaliputta tissa
tivi	television	television
tizard	tizard	(proper noun) tizard
tiên	primero	first
tiêu	pimienta	"entire term should be ""tieu chuan""; means ""a requirement"""
tiếc	desafortunadamente	"(term should be ""tiếc thương"") to pity (v.)"
tiếm	tonto	seize
tiến	adelante	operate
tiếng	horas	language
tiết	secreción	abstinence/intensity
tiếu	tonto	"(should be ""đàm tiếu"") to sneer"
tiềm	potencial	potential
