$  	dollarni tashkil etadi	dollar
cleese	klez	cleese
cleveland	klivlend	cleveland
cliff	jarlik	cliff
clint	jingalak	clint
club	klub	klub
co	co	co
cobain	kobain	cobain
cobra	kobra	cobra
college	kollej	college
color	rangi	color
columbia	kolumbiya	columbia
comedy	komediya	comedy
comics	komikslar	comics
concerto	kontsert	concerto
corona	toj	corona
corvin	korvin	corvin
corvina	korvina	corvina
costa	kosta	costa
cross	kesib o&#39;tish	cross
cruz	krujka	cruz
csaba	csaba	csaba (forename)
csak	shunchaki	only
csakhamar	ko&#39;p o&#39;tmay	shortly after
csakis	faqat	alone
csaknem	deyarli	almost
csakúgy	shunchaki, chunki	in the same way
család	oila	family
családban	oila	family
családból	oila	from a family
családfája	oila daraxti	(his) family tree
családi	oila	family
családja	uning oilasi	his family
családjának	oila	his family
családját	oila	his family
családjával	uning oilasi	with family
családnak	oila	family
családok	oilalar	familys
családot	oila	family
csapadék	yomg&#39;ir	precipitation
csapadékmennyiség	yomg&#39;ir	rainfall
csapat	jamoasi	group
csapata	jamoa	team of sy/sg
csapatai	jamoalar	troops of
csapatait	qo&#39;shinlar	troops
csapatban	jamoasi	in team
csapatnak	jamoasi	of the team
csapatok	qo&#39;shinlar	troops
csapatokat	qo&#39;shinlar	troops
csapatot	jamoasi	troop
csapattal	jamoasi	with team
csapattársa	jamoadoshi	teammate
csapatának	murabbiy	to the team of
csapatát	jamoasi	troop of
csapás	falokat	strike
csapást	puflamoq	blow
csarnok	zal	hall
csata	jang	battle
csatlakozik	qo&#39;shiling	joins
csatlakozott	qo&#39;shildi	joined
csatlakoztak	qo&#39;shildi	joined
csatlakozó	uyasi	joiner
csatolt	biriktirilgan	attached
csatolták	biriktirilgan	annexed
csatorna	kanal	channel
csatornák	kanallar	channels
csatornán	kanal	(on/through) channel
csatában	jang	in battle
csatát	jang	battle
cseh	chexiya	czech
csehek	chexlar	czech
csehország	chexiya respublikasi	czech republic
csehszlovák	chexoslovakiya	czecho-slovakian
csehszlovákia	chexoslovakiya	czechoslovakia
csekély	ozgina	little
cselekmény	amal	plot
cselekménye	harakat qilmoq	the act
cselekvés	faoliyat	action
csendes	jim	silent
csendesóceán	tinch okeani	pacific ocean
csendesóceáni	tinch okeani	pacific
csere	almashish	csere
cserébe	evaziga	in return
csillag	yulduz	star
csillaga	yulduz	star
csillagok	yulduzlar	stars
csillagunk	bizning yulduzimiz	our star
csillagász	astronom	astronomer
csillagászat	astronomiya	astonomy
csillagászati	astronomik	astronomical
csillagászok	astronomlar	astronomers
csinált	qilingan	did
csoda	mo&#39;&#39;jiza	miracle
csodálatos	ajoyib	wonderful
csokonai	csokonai	csokonai
csoma	ekstrakti	csoma
csomópont	birikma	node
csontváry	csontvary	csontváry
csontváz	skelet	skeleton
csoport	guruh	group
csoportba	guruh	group
csoportban	guruh	group
csoportja	guruh	group
csoportkör	dastlabki tur	(incorrect compound word)
csoportok	guruhlari	groups
csoportot	guruh	group
csoportra	guruhlari	into groups
csupán	faqat	only
csák	shunchaki	a person's name
császár	imperator	császár
császári	imperial	emperor
császárnak	qaysar	emperor
császárral	imperator	with emperor
császárság	imperiya	empire
császárt	imperator	emperor
csík	chiziq	stripe
csíkszereda	miercurea ciuc	csíkszereda
csökken	pasayishi	dwindle
csökkent	kamaygan	decreased
csökkentette	kamaygan	reduced
csökkenti	kamayadi	reduces
csökkentik	kamaytirish	reduce
csökkentése	kamaytirish	decrease in
csökkenése	pasayishi	reduction
csökkenő	pasayishi	decreasing
csúcsa	cho&#39;qqisi	peak of
csúcspontja	avj nuqtasi	peak of
csúcsán	cho&#39;qqisi	on the top of sg
cukor	shakar	sugar
cukorbetegség	diabet	diabetes
cup	kubok	cup
cár	podshoh	tsar (as a rank)
cég	kompaniyasi	firm
cégek	kompaniyalari	companies
céget	kompaniyasi	firm
cél	maqsad	target
célba	maqsadli	(to the) target
célból	oxiri	(with the) aim (to)
céljuk	ularning maqsadi	their goal
céljából	qilish uchun	purpose
célját	maqsad	purpose of sy
céllal	qarindoshlik	reason
célokra	maqsadlar	for
célpontja	nishon	target of
célra	uchun	(for some) purpose
célszerű	maqsadga muvofiq	practical
célt	maqsad	aim
célul	nishon	objective
célú	maqsadi	with the aim of
cím	sarlavha	address
címe	bu sarlavha	its title
címek	unvonlari	title
címen	da	by the name of
címer	xarsangtosh	crest
címere	gerb	banner of
címet	manzili	title
címlapja	qopqoq	front
címmel	manzili	(with the) title
címén	manzili	on behalf
címét	manzili	address
című	yoqilgan	titled
d	d	d
da	da	da
dacára	qaramay	despite
dal	qo&#39;shiq	song
dala	qo&#39;shiq	song of
dalai	dalay	songs of
dalait	qo&#39;shiqlar	songs
dallas	dallas	dallas
dalmácia	dalmatiya	dalmatia
dalok	qo&#39;shiqlar	songs
dalokat	qo&#39;shiqlar	songs
dalt	qo&#39;shiq	song
dalát	qo&#39;shiq	song of
dalí	dalí	dalí
dan	daniya	dan
daniel	daniel	daniel
dante	dante	dante
darab	parcha	piece
darabja	parcha	piece of
darabjai	dona	pieces of sg
darabok	dona	pieces
darabot	dona	play
dareiosz	doro	darius
dark	qorong&#39;i	english word
darualakúak	gruiformes	cranelike
darwin	darvin	darwin
dave	shabnam	dave
david	dovud	david
davis	davis	davis
dc	dc	dc
de	lekin	de
dead	o&#39;lik	dead
dean	dekan	dean
debrecen	debrecen	debrecen
debrecenben	debrecenda	in debrecen
debreceni	debrecen	of debrecen
debütált	debyut	debut
debütáló	debyut	debutant
december	dekabr	december
decemberben	dekabrda	in december
definíció	aniqlash	definition
dei	dei	dei
del	janub	not a hungarian word
delfin	delfin	dolphin
delle	delle	delle
demográfiai	demografik	demographic
demokrata	demokrat	democrat
demokratikus	demokratik	democratic
demokraták	demokratlar	democrats
demokrácia	demokratiya	democracy
dennis	dennis	dennis
denudáció	inkor	denudáció
depeche	depeche	depeche
depresszió	tushkunlik	depression
der	der	the
derékszögű	to&#39;rtburchaklar	cartesian
derül	oshkor bo&#39;ldi	becomes clear
derült	ravshan	cleared up
des	des	des
descartes	dekart	descartes
deutsche	deutsche	deutsche
dexter	dexter	dexter
dezoxiribóz	deoksiriboza	deoxyribose (biology)
dezső	dezső	dezső
deák	kotib	deak
dharma	dxarma	dharma
di	di	di
diabetes	diabet	english word
diabétesz	diabet	diabetes
diagnózis	tashxis	diagnosis
diamond	olmos	diamond
dicaprio	di kaprio	dicaprio
dick	dik	dick
die	o&#39;lmoq	die
diego	diego	diego
digitális	raqamli	digital
diktatúra	diktatura	dictatorship
dilléniafélék	dilleniafélék	dilleniales
dinamikus	dinamik	dynamic
dinasztia	sulolasi	dinasty
dinoszaurusz	dinozavr	dinosaur
dinoszauruszok	dinozavrlar	dinosaurs
diplomáciai	diplomatik	diplomatic
diplomát	darajasi	diploma
disney	disney	disney
diszkográfia	diskografiya	discography
divat	moda	fashion
divatos	moda	fashionable
dizartria	dizartiya	disartry
diák	talaba	pupil
diákok	talabalar	students
diána	diana	diana
dns	dns	dna
dobos	barabanchi	drummer
dog	it	mastiff
dohány	tamaki	tobacco
doktor	shifokor	doctor
doktori	doktorlik	phd
dokumentum	hujjat	document
dokumentumfilm	hujjatli	documentary
dokumentumok	hujjatlar	documents
dolgok	narsalar	things
dolgokat	narsalar	things
dolgot	narsalar	thing
dolgozik	ishlash	work
dolgoznak	ular ishlaydi	work
dolgozni	ishlamoq	work
dolgozott	ishlagan	worked
dolgozta	yaxshi ish	worked over
dolgoztak	ishlagan	worked
dolgozó	ishlamoqda	worker
dolgozók	ishchilar	workers
dollár	dollar	dollar
dolog	narsa	thing
domborzat	yengillik	terrain
domborzati	yer	terrain
domenico	domeniko	domenico
domináns	dominant	dominant
domokos	domokolar	domokos
domonkos	dominikan	domonkos
domén	domen	domain
don	don	don
donald	donald	donald
dont	qaror qilmoq	don't - english, dont - river don
douglas	duglas	douglas
down	pastga	english word
dr	doktor	dr
dragon	ajdaho	dragon
drum	baraban	drum
drága	qimmat	precious
dráma	drama	drama
drámai	dramatik	dramatic
du	du	du
dumbledore	dambldor	dumbledore
duna	tuna	danube
dunai	tuna	danubian
dunán	danube	danube
dupla	ikki baravar	double
durva	qo&#39;pol	rough
dvd	dvd	dvd
dvdn	dvdn	on dvd
dán	daniya	danish
dánia	daniya	denmark
dániel	daniel	daniel
dátum	sana	date
dátuma	mahsulotlar	date
dávid	dovud	david
dédanyjan	dédanyjan	great-grandmother
dédapjan	dédapjan	gran-grand father
dél	janub	south
délafrikai	janubiy afrika	south-african
délamerika	janubiy amerika	south america
délamerikai	janubiy amerika	south america
délelőtt	ertalab	morning
délen	janubda	on the south
déli	janubda	southern
déliek	janubdan kelganlar	southerners
délkeleti	janubi-sharqda	southeastern
délkorea	janubiy koreya	south korea
délnyugati	janubi-g&#39;arbiy	southwest
délnyugaton	janubi-g&#39;arbiy	in south western
délre	janubda	to the south
délről	janubda	from south
délszláv	janubiy slavyan	southern slav
délután	tushdan keyin	in the afternoon
délvietnami	delvietnami	south vietnam
dénes	dénes	dennis
día	dia	día
díj	haq	prize
díja	haq	award
díjai	to&#39;lovlari	awards of
díjak	to&#39;lovlari	awrds
díjat	mukofot	award
díját	mukofot	prize
díszes	bezak	decorative
díszpolgárai	dekorativ fuqarolar	honorary citizens
díszített	bezatilgan	decorated
dóm	gumbaz	cathedral
dózsa	dozsa	a hungarian surname
dönt	qaror qilmoq	choose
döntetlen	chizish	tie
döntés	qaror	decision
döntése	qarorlar	decision
döntést	qaror	decision
döntött	qaror qildi	decided
döntöttek	qaror qildi	decided
döntő	final	decisive
döntőbe	final	into the finals
döntőben	final	in the final
döntően	qat&#39;iyat bilan	decisively
döntős	finalchilar	matchplay player
döntőt	final	decided
dőlt	qiyshaygan	slanted
east	sharqda	"this is ""kelet"" in hungarian"
eastwood	eastwood	eastwood
eb	it	e.b.
ebbe	bunda	this
ebben	bunda	in this
ebből	bundan	from this
edda	edda	edda
eddie	eddie	eddie
eddig	haligacha	until now
eddigi	haligacha	until now
ede	sal	ede (forename)
edgar	edgar	edgar
edison	edison	edison
edit	tahrirla	edit
edition	nashr	edition
edward	oldinga	edward
edzés	tayyorlamoq	training
edző	murabbiy	trainer
eger	sichqonchani	eger
egerek	sichqonlar	mice
egri	eger	eger
egy	bitta	one
egyaránt	teng ravishda	equally
egyben	shuningdek	in addition
egyebek	boshqalar	other
egyed	boshliqlar	egyed (forename)
egyedek	shaxslar	individuals
egyedi	noyob	unic
egyedül	yolg&#39;iz	only
egyedüli	faqat	only
egyedülálló	noyob	independent
egyegy	bitta	a
egyelőre	hozirgi vaqtda	a pre-
egyenes	to&#39;g&#39;riga	straight
egyenesen	to&#39;g&#39;riga	straight
egyenként	birma-bir	one by one
egyenlet	tenglama	equation
egyenletes	barqaror	regular
egyenlítő	ekvator	equator
egyenlítői	ekvatorial	equatorial
egyenlő	teng	equal
egyenlőség	tenglik	equality
egyes	individual	certain
egyesek	biroz	some
egyesített	kombinatsiyalangan	conjugate
egyesület	uyushma	society
egyesült	birlashgan	united
egyet	bitta	with
egyetem	universitet	university
egyetemek	universitetlar	universities
egyetemen	universitetda	at the university
egyetemes	universal	universal
egyetemet	universitet	university
egyetemi	universitet	university
egyetemre	universitet	university
egyetlen	bitta	only one
egyetértés	kelishuv	agreement
egyezik	gugurt	equals
egyezmény	konventsiya	agreement
egyezményt	konventsiya	agreement
egyfajta	bir turi	of a certain kind
egyforma	bir xil	identical
egyház	cherkov	church
egyházak	cherkovlar	churches
egyidejűleg	xuddi shu paytni o&#39;zida	at the same time
egyidőben	xuddi shu paytni o&#39;zida	at the same time
egyik	bitta	one of
egyike	bitta	one
egyikük	ulardan biri	one of them
egyiptom	misr	egypt
egyiptomban	misr	in egypt
egyiptomi	misr	egyptian
egykor	qachon a	when
egykori	bir martada	pristine
egykét	yoki ikkitasi	one ot two
egymillió	bir million	one million
egymás	bir-biri	each other
egymáshoz	bir-biriga	to one another
egymásnak	bir-biriga	to each other
egymásra	bir-birining ustiga	on one another
egymással	bir-biri bilan	with each other
egymást	bir-biri	each other
egymástól	bir-biridan	about each other
egyre	har doim	ever
egyrészt	bir tomondan	partly
egyszer	bir marta	ones
egyszeri	yakka	one-off
egyszerre	xuddi shu paytni o&#39;zida	at the same time
egyszerű	oddiy	simple
egyszerűbb	sekinroq	simpler
egyszerűen	oddiygina	simply
egyszerűsített	soddalashtirilgan	simplified
egység	birligi	union
egysége	birlik	unity of sg
egységei	bloklar	units
egységek	birliklar	units
egységeket	birliklar	units
egységes	birlashtirilgan	unified
egységesen	bir tekisda	uniformly
egységet	birlik	unit
egységre	birlik	units
egyáltalán	umuman	at all
egyéb	boshqa	other
egyébként	aytmoqchi	otherwise
egyén	individual	person
egyének	shaxslar	persons
egyéni	individual	individual
egyértelmű	ravshan	evident
egyértelműen	aniq	unanimously
egyúttal	xuddi shu paytni o&#39;zida	at the same time
együtt	birga	together
együttes	kombinatsiyalangan	band
együttese	ansambli	band
együttesek	bantlar	bands
együttesen	birgalikda	together
együttesnek	ansambli	band
együttest	murakkab	band
együttműködés	hamkorlik	collaboration
egér	sichqonchani	mice
egész	butun	whole
egészen	ancha	entirely
egészséges	sog&#39;lom	healthy
egészében	butun	whole
egészét	bir butun	(its) whole
ehelyett	ning o&#39;rniga	instead
ehhez	bu	this
ehnaton	axenaten	it is a pharao's name
ei	ei	"word does not make sense on its won ""11-ei"" means on the 11th day of (month)"
ein	ein	one (german)
einstein	eynshteyn	einstein
ejtsd	talaffuz qilinadi	pronounce
ekkor	da	then
ekkora	juda ko&#39;p	with a size like this
ekkoriban	bu gal	this time
ekkorra	bu vaqtga qadar	by this time
ekkortájt	bu vaqt atrofida	in this time
ekkortól	o&#39;shandan beri	since then
eközben	bu orada	meanwhile
el	uzoqda	off
eladott	sotilgan	sold
eladta	sotilgan	sold
eladási	sotish	selling
elbeszélés	rivoyat	short story
elbeszélések	qisqa hikoyalar	narratives
elbeszélő	rivoyat qiluvchi	narrative
elegendő	etarli	enough
eleget	uchrashmoq	meet
elegáns	yaxshi taralgan	elegant
eleinte	dastlab	at first
eleje	erta	beginning
elején	boshida	early
elejére	tepasida	towards the beginning
elejétől	boshlanishi	from the beginning
elek	men yashayman	elek
elektrokémia	elektrokimyo	electro-chemistry
elektromos	elektron	electric
elektromágneses	elektromagnit	electromagnetic
elektronikai	elektron	electronical
elektronikus	elektron	electronic
elektronok	elektronlari	electrons
elem	element	element
eleme	buyumlar	element of
elemei	elementlar	elements of
elemeit	elementlar	elements of
elemek	elementlar	elements
elemeket	buyumlar	elements
elemekkel	buyumlar	elements
elemet	batareya	element
elemi	boshlang&#39;ich	elementary
elesett	o&#39;ldirilgan	fell
eleve	a priori	already
elfogadható	maqbul	acceptable
elfogadja	qabul qiling	accepts
elfogadni	qabul qilmoq	to accept
elfogadott	qabul qilindi	accepted
elfogadta	qabul qilindi	accepted
elfogadták	qabul qilindi	accepted
elfoglalják	egallamoq	occupied
elfoglalni	egallamoq	to take position
elfoglalt	band	busy
elfoglalta	ishg&#39;ol qilingan	occupied
elfoglalták	ishg&#39;ol qilingan	occupied
elfoglalása	kasb	conquest of
elhagyja	qoldiring	lefts
elhagyta	yo&#39;qolgan	left
elhagyták	tashlab ketilgan	left
elhangzott	eshitildi	heard
elhatározta	qaror qildi	decided
elhelyezett	joylashgan	set
elhelyezkedése	uning joylashgan joyi	sy's/sg's position
elhelyezkedő	joylashgan	laying
elhunyt	marhum	passed away
elindult	boshlandi	started
elismeri	taniydi	admits
elismert	tan oldi	respected
elismerte	tan olingan	recognized
elismerések	tanishlar	appreciations
elismerést	tan olish	appreciation
elit	elita	elite
elizabeth	elizabet	elizabeth
eljutott	ga yetdi	reached
eljárás	sud jarayoni	process
eljárások	protseduralar	processes
eljárást	jarayon	procedure
elkerülése	oldini olish	avoidance
elkezdett	boshlandi	started
elkezdte	boshlandi	started
elkezdték	ular boshladilar	started
elkezdődött	boshlandi	started
elképzelhető	xayoliy	imaginable
elképzelés	tushunchasi	imagination
elképzelése	fikr	idea
elképzelések	xayol	conceptions
elkészítette	tayyorlandi	finished
elkészült	yakunlandi	made
elkövetett	qilingan	committed
elkövetkező	keyingi	forthcoming
elküldte	yuborilgan	sent
ellen	qarshi	against
ellenben	ammo	on the contrary / on the other hand
ellene	qarshi	against
ellenezte	qarshi	opposed
ellenfele	raqiblar	sy's opponent
ellenfél	raqib	adversary
elleni	anti	against
ellenjavallat	kontrendikatsiya	counter-recommendation
ellenkező	aksincha	contrary
ellenség	dushman	adversary
ellenséges	dushman	belonging to the enemy
ellentmondásos	qarama-qarshi	contradicting
ellentét	aksincha	contrary
ellentétben	farqli o&#39;laroq	as opposed to
ellentétek	qarama-qarshiliklar	oppositions
ellentétes	qarama-qarshi	opposing
ellenzék	muxolifat	opposed
ellenzéki	muxolifat	opposing
ellenállás	rezistor	resistance
ellenállást	qarshilik	resistance
ellenében	qarshi	against
