$	dollar təşkil edib	dollar
dobiti	almaq	gain
dobitnik	qalib	winner
doboj	doboj	doboj
doboja	doboja	doboj
dobra	yaxşı	good
dobre	yaxşı	good
dobri	yaxşı	good
dobrim	yaxşı	good
dobro	yaxşı	good
dobrog	yaxşı	good
dobrom	yaxşı	good
dobru	yaxşı	good
dobu	yaş	age
dodaje	əlavə edir	adds
dodatak	əlavə	addition
dodati	əlavə edin	add
dodatna	əlavə	additional
dodatne	əlavə	additional
dodatni	əlavə	additional
dodatnim	əlavə	additional
dodatno	əlavə olaraq	additional
dodatu	əlavə etdi	added
dodavanja	əlavələr	passes
dodavanje	əlavə edir	addition
dodavanjem	əlavə edərək	adding
dodir	toxunmaq	touch
dodirne	toxunur	touch
doduše	baxmayaraq	indeed
događa	olur	happens
događaj	hadisə	event
događaja	hadisələr	events
događaje	hadisələr	events
događaji	hadisələr	events
događajima	hadisələr	events
događaju	hadisə	happen
događanja	hadisələr	happenings
dogodila	oldu	occurred
dogodilo	oldu	happened
dogodio	oldu	occurred
dogovor	razılaşma	agreement
dogovora	razılaşma	agreement
dohodak	gəlir	income
dohotka	gəlir	sale
dojam	təəssürat	impression
dojenje	ana südü	breastfeeding
dojke	döş	breast
dok	isə	while
dokaz	sübut	proof
dokaza	dəlil	evidences
dokazao	sübut etdi	proved
dokaze	dəlil	proofs
dokazi	dəlil	proofs
doktor	həkim	doctor
dokumenata	sənədlər	documents
dokument	sənəd	document
dokumenta	sənədlər	documents
dokumentarni	sənədli	documentary
dokumenti	sənədlər	documents
dokumentima	sənədlər	documents
dokumentu	sənəd	document
dolar	dollar	dollar
dolara	dollar	dollar
dolaska	gəliş	arrival
dolaskom	gəliş	arrival
dolasku	gəliş	arrival
dolazak	gəliş	arrival
dolaze	gəlirlər	come
dolazi	gəlir	arrive
dolazili	gəldi	come
dolazilo	gəlirdi	came
dolina	dərə	valley
dolinama	dərələr	valleys
doline	dərələr	valley
dolini	dərə	valley
dolinom	dərə	valley
dolinu	dərə	valey
dolje	aşağı	down
dom	ev	home
doma	evdə	houses
domaća	yerli	home
domaće	yerli	domestic
domaćeg	yerli	domestic
domaći	yerli	home
domaćih	yerli	home
domaćim	yerli	domestic
domaćin	ev sahibi	host
domaćina	ev sahibi	the host
domena	domen	domain
domet	menzil	reach
dominacije	hökmranlıq	domination
dominantan	dominant	dominant
dominira	üstünlük təşkil edir	dominates
dominiraju	üstünlük təşkil etmək	dominate
domove	evlər	homes
domovina	vətən	home
domovine	vətən	country
domovini	vətən	country
domovinu	vətən	home
domu	ev	home
don	don	don
donekle	müəyyən dərəcədə	somewhat
donijela	gətirdi	brought
donijeli	gətirdi	brought
donio	gətirdi	brought
donja	aşağı	donja
donje	aşağı	down
donjeg	aşağı	course
donjem	aşağı	lower
donji	aşağı	donji
donjim	aşağı	down
donose	gətir	bring
donosi	gətirir	brings
donošenja	övladlığa götürmə	making
doprinijeli	töhfə verdi	contribute
doprinijelo	töhfə verdi	contributed
doprinos	töhfə	contribution
doprinosi	töhfələr	contributes
dopušta	imkan verir	leave
dosada	cansıxıcılıq	boredom
dosegla	çatdı	reached
doselili	köçmüş	moved to
doseljenika	immiqrantlar	immigrants
doslovno	eynən	literally
dosta	yetər	many
dostigao	çatdı	reached
dostignuća	nailiyyətlər	achievements
dostiže	çatır	reach
dostižu	çatmaq	reach
dostojevski	dostoyevski	dostoevsky
dostojevskog	dostoyevski	dostoevsky
dostupan	mövcuddur	available
dostupna	mövcuddur	available
dostupne	mövcuddur	available
dovela	gətirdi	brought
dovele	gətirdi	brought
doveli	gətirdi	brought
dovelo	rəhbərlik etdi	brought
doveo	gətirdi	brought
dovesti	qurğuşun	bring
dovode	aparır	bring
dovodi	aparır	brings
dovoljan	kifayətdir	sufficient
dovoljno	yetər	enough
doza	doza	dose
dozama	dozalar	doses
doze	dozalar	doses
dozvola	icazə	licence
dozvoljava	imkan verir	allows
dozvoljeno	icazə verilir	allowed
dozvolu	icazə	permission
doći	gəlmək	come
dočekao	qarşıladı	welcomed
dođe	gəlir	came
došao	gəldi	came
došla	gəldi	came from
došle	gəldi	came
došli	gəldi	come
došlo	gəldi	came
doživio	təcrübəli	experienced
doživjela	təcrübəli	lived
doživljaj	təcrübə	experience
doživljava	təcrübələr	experiences
dr	dr	etc
draga	əziz	dear
dragan	dragan	dragan
drago	əziz	drago
drama	drama	drama
drame	drama	drama
dramski	dramatik	thespian
dražen	qıcıqlandı	dražen
draži	teases	dear
dream	yuxu	dream
dretar	dretar	dretar
drevni	qədim	ancient
drevnih	qədimlərin	ancient
drevnog	qədim	ancient
drina	drina	drina
drine	drine	drina
drini	drini	drina
drinu	drina	drina
druga	digərləri	second
drugačije	başqa cür	different
druge	digərləri	another point of view
drugi	digərləri	other
drugih	digərləri	other
drugim	digərləri	other
drugima	başqalarına	others
drugo	ikinci	second
drugog	başqa	another
drugoj	başqa	other
drugom	başqa	second
drugoplasirani	idmançılar	runner-up
drugu	başqa	second
društava	cəmiyyətlər	communities
društva	cəmiyyət	society
društvena	sosial	social
društvene	sosial	social
društveni	sosial	social
društvenih	sosial	social
društvenim	sosial	sociable
društveno	ictimai	socially
društvenog	sosial	social
društvenoj	sosial	social
društvenom	sosial	social
društvenu	sosial	social
društvima	cəmiyyətlər	societies
društvo	cəmiyyət	society
društvu	cəmiyyət	society
drvar	odunçu	drvar
drveta	ağaclar	wood
drvo	odun	wood
držali	keçirilib	held
držanje	tutan	keeping
držao	keçirilib	held
držati	tutun	held
država	dövlət	country
državama	dövlətlər	states
državaupobnerpordgpgrazbod	državaupobnerpordgpgrazbod	state
države	ölkələr	country
državi	ölkələr	country
državna	dövlət	national
državne	dövlət	state
državni	dövlət	state
državnih	dövlət	state
državnim	dövlət	state
državno	dövlət	state
državnog	dövlət	state
državnom	dövlət	state
državom	dövlət	state
državu	dövlət	country
drže	tutun	held
drži	tutur	holds
du	du	du
dubica	dubika	dubica
dubine	dərinlik	depth
duboke	dərin	deep
duboko	dərin	far beneath
dubrave	dublyor	dubrave
dubrovnik	dubrovnik	dubrovnik
dubrovnika	dubrovnik	dubrovnik
dubrovnikom	dubrovnik	dubrovnik
dubrovniku	dubrovnik	dubrovnik
dubrovčani	dubrovnik vətəndaşları	dubrovnik citizens
dubrovčanima	dubrovnik xalqına	dubrovnik
dudley	dudley	dudley
duel	duel	duel
duet	duet	duet
dug	borc	long
duga	göy qurşağı	long
duge	göy qurşağı	long
dugi	uzun	long
dugih	uzun	long
dugim	uzun	long
dugme	düyməsini basın	button
dugmeta	düyməsini basın	button
dugo	uzun	long
dugog	uzun	longer
dugotrajne	uzunmüddətli	longterm
dugu	uzun	long
duh	ruh	spirit
duha	ruh	spirit
duhan	tütün	tobaco
duhana	tütün	tobaco
duhovne	mənəvi	spiritual
duhovni	mənəvi	spiritual
duhovno	ruhən	spiritual
duhovnog	mənəvi	spiritual
duhu	ruh	spirit
dunav	tuna	dunav
dunava	tuna	dunav
dunja	heyva	quince
dunje	heyva	quinces
dućani	dükanlar	stores
duša	ruh	soul
dušan	duşan	dusan
duše	canlar	souls
duško	bala	dusko
dušu	ruh	soul
duž	boyunca	along
duže	daha uzun	longer
dužina	uzunluğu	length
dužine	uzunluğu	length
dužini	uzunluğu	length
dužinu	uzunluğu	length
dužnost	vəzifə	duty
dužnosti	vəzifələri	duty
dva	iki	two
dvadeset	iyirmi	twenty
dvadesetog	iyirminci	twentieth
dvaju	iki	both
dvanaest	on iki	twelve
dvije	iki	two
dviju	iki	two
dvoboj	duel	duel
dvoboja	duel	duel
dvoje	iki	both
dvor	həyət	yard
dvora	məhkəmə	court
dvorac	qala	castle
dvorana	zal	hall
dvorani	zal	hall
dvorca	qala	castle
dvoru	həyət	palace
džamija	məscid	mosque
džamije	məscidlər	mosque
džamiji	məscid	mosque
džamiju	məscid	mosque
džeko	dzeko	dzeko
džemal	cemal	dzemal
džemaludin	džemaludin	džemaludin
džemat	camaat	džemat
dževad	dževad	dževad
džez	caz	jazz
džibril	cibril	gabriel
džumanamaz	jumanaz	friday prayer
e	e	is
ebu	ebu	ebu
edem	ödem	edema
edema	ödem	edema
edhem	edhem	edhem
edin	edin	edin {name}
edo	edo	edo
edward	edward	edward
efekat	təsiri	effect
efekata	təsir	effects
efekt	təsiri	effect
efekta	təsiri	effect
efekte	effektləri	effects
efekti	effektləri	effects
efektor	effekt verən	effector
efikasnost	səmərəlilik	efficiency
efikasnosti	səmərəlilik	efficiency
egipat	misir	egypt
egipta	misir	egypt
egiptu	misir	egypt
egipćani	misirlilər	egypt
egzistira	mövcuddur	exists
einstein	eynşteyn	einstein
ejalet	ejalet	eyalet
ekipa	komanda	team
ekipe	komandalar	team
ekipu	komanda	team
ekologija	ekologiya	ecology
ekonomija	iqtisadiyyat	economy
ekonomije	iqtisadiyyat	economy
ekonomiji	iqtisadiyyat	economy
ekonomiju	iqtisadiyyat	economy
ekonomska	iqtisadi	economic
ekonomske	iqtisadi	economic
ekonomski	iqtisadi cəhətdən	economical
ekonomskih	iqtisadi	economic
ekonomskim	iqtisadi	economic
ekonomsko	iqtisadi cəhətdən	ecnonomic
ekonomskog	iqtisadi	economic
ekonomskoj	iqtisadi	economic
ekonomskom	iqtisadi	economic
ekonomsku	iqtisadi	economic
ekrana	ekran	screens
ekspanziju	genişlənməsi	expansion
eksperimenti	təcrübələr	experiments
ekstremno	həddindən artıq	extremely
ekvador	ekvador	ecuador
el	el	el
elektriciteta	elektrik	electricity
električna	elektrik	electric
električne	elektrik	electrical
električni	elektrik	electric
električnih	elektrik	electrical
električnog	elektrik	electric
električnu	elektrik	electrical
elektroda	elektrod	electrode
elektrode	elektrodlar	electrodes
elektrohemija	elektrokimya	electro-chemistry
elektrohemijske	elektrokimyəvi	electrochemical
elektrolit	elektrolit	electrolyte
elektrolita	elektrolit	electrolytes
elektroliza	elektroliz	electrolysis
elektron	elektron	electron
elektrona	elektron	electrone
elektronika	elektronika	elektronika
elektronski	elektron şəkildə	electronic
elektrotehnike	elektrik mühəndisliyi	electrical engineering
elemenata	elementlər	elements
element	element	element
elementa	element	elements
elemente	elementlər	elements
elementi	elementlər	elements
elementima	elementlər	elements
elizabeta	elizabeta	elizabeth
elizabete	elizabete	elizabeth
elizabeth	elizabet	elizabet
elizabeti	elizabeti	elizabeth
elizabetu	elizabetu	elizabeta
elvir	elvir	elvir
elvis	elvis	elvis
email	e-poçt	e-mail
emina	emina	emina
emir	əmir	emir
enciklopedija	ensiklopediya	encyklopedia
enciklopedije	ensiklopediyalar	encyclopedia
end	son	end
endbmatrix	endbmatrix	end{bmatrix}
endokard	endokard	endocardium
eneja	eneja	aeneas
eneju	eneju	aeneas (ancient god)
energetski	enerjili	energy
energija	enerji	energy
energije	enerji	energy
energijom	enerji	energy
energiju	enerji	energy
eng	ən	eng
engl	engl	"abbreviation of word ""engleski""(english)"
engleska	i̇ngiltərə	england
engleske	i̇ngiltərə	england
engleski	i̇ngilis	english
engleskih	i̇ngilis	english
engleskim	ingiliscə	english
engleskog	i̇ngilis	english
engleskoj	i̇ngiltərədə	england
engleskom	ingiliscə	english
englesku	i̇ngilis	england
englezi	i̇ngilis	british
enigmatika	müəmma	enigmatic
enkidu	enkidu	enkidu
enklava	anklav	enclave
enklave	anklav	enclave
enklavu	anklav	enclave
entiteta	varlıq	entities
enver	enver	enver
enzima	ferment	enzymes
enzimi	fermentlər	enzymes
ep	ep	ep,abrevation for european football championship
epa	yaxşı	epos
epidemija	epidemiya	epidemics
epizoda	epizod	episode
epohe	dövr	epoch
epsilon	epsilon	epsilon
epu	epu	epic
era	dövrü	era
ere	dövrü	era
eric	erik	eric
ermenija	ermənistan	ermenija
estetika	estetika	esthetics
estonija	estoniya	estonia
estonije	estoniyanın	estonia
estoniji	estoniya	estonia
et	və s	et
etan	etan	etan
etanol	etanol	ethanol
ethernet	ethernet	ethernet
etika	etik	ethics
etimologija	etimologiyası	etymology
etnička	etnik	etnic
etničke	etnik	ethnical
etnički	etnik	etnical
etničkih	etnik	ethnic
etničkim	etnik	ethnic
etničko	etnik	etnic
etničkog	etnik	ethnic
eu	eu	eu
euklid	evklid	euclid
euro	avro	euro
eurosong	avro	eurosong
eventualne	nəticəli	eventual
eventualno	ola bilər	eventually
evo	burada	here is
evolucija	təkamül	evolution
evolucije	təkamül	evolution
evolventa	cəlb etmək	evolution
evropa	avropa	europe
evrope	avropa	europe
evropi	avropa	europe
evropljana	avropalılar	europeans
evropljani	avropalılar	europeans
evropom	avropa	europe
evropska	avropa	european
evropske	avropa	european
evropski	avropa	european
evropskih	avropa	european
evropskim	avropa	europian
evropsko	avropa	european
evropskog	avropa	european
evropskoj	avropa	european
evropskom	avropa	european
evropsku	avropa	europian
evropu	avropa	europe
fabrika	zavod	factory
fabrike	zavod	factories
fabula	süjet	plot
facebook	facebook	facebook
facto	fakto	facto
fadil	fadil	fadil
faktor	amil	factor
faktora	amil	factors
faktori	amillər	factors
fakultet	fakültə	faculty
fakulteta	fakültə	colleges
fakultetu	fakültə	faculty
farska	farce	faroe
faruk	faruk	faruk  (first name)
fatima	fatimə	fatima
faza	faza	phase
faze	faza	phases
fazi	faza	phase
fazu	faza	phase
fbih	fbih	federation bih
fc	fc	fc
fe	fe	fe
februar	fevral	february
februara	fevral	february
februaru	fevral	february
federacija	federasiya	federation
federacije	federasiya	federation
federaciji	federasiya	federation
federalna	federal	federal
federalne	federal	federal
federalni	federal	federal
federativna	federal	federal
federativne	federal	federal
feldspat	feldispar	feldspat
feminizam	feminizm	feminism
fenol	fenol	phenole
fenoli	fenollar	phenoles
fenomen	fenomen	phenomenon
ferdinand	ferdinand	ferdinand
ferhadija	ferhadija	ferhadija
ferhatović	ferhatović	ferhatovic
feromon	feromon	feromon
festival	festival	festival
festivala	festival	festival
festivali	şənliklər	festival
festivalima	şənliklər	festivals
festivalskih	festival	festival
festivalu	festival	festival
fiba	fiba	fiba
fifa	əla	fifa
figura	fiqur	figure
fikret	fikret	fikret
fikreta	fikrə	fikreta
filatelija	xeyirxah	philately
filip	filip	phillip
filipa	filip	filip
filipini	filippin	philippines
filipović	filipović	filipovic
film	film	movie
filma	film	movie
filmografija	filmoqrafiya	filmography
filmova	filmlər	films
filmovi	filmlər	films
filmske	film	movie
filmski	kinematik	movie
filmskom	film	movie
filmu	film	movie
filozof	filosof	philospher
filozofa	filosof	philosophers
filozofi	filosoflar	philosophers
filozofija	fəlsəfə	philosophy
filozofije	fəlsəfə	philosophy
filozofiji	fəlsəfə	philosophy
filozofiju	fəlsəfə	philosophy
filozofska	fəlsəfi	philosophical
filozofske	fəlsəfi	philosophical
filozofski	fəlsəfi cəhətdən	philosophical
finale	son	final
finalu	final	final
finansije	maliyyə	finance
finansijskih	maliyyə	financial
finska	finlandiya	finland
finske	fin	finland
finski	fin	finnish
finskoj	finlandiyada	finland
firefox	firefox	firefox
firma	möhkəm	firm
firme	firmalar	company
firmi	firmalar	firmi
fizici	fizika	physics
fizika	fizika	physics
fizike	fizika	physics
fizička	fiziki	physical
fizičke	fiziki	physical
fizički	fiziki	physical
fizičkih	fiziki	fizical
fizičkog	fiziki	physical
fk	fk	fk,abbrevation for football club
florida	florida	florida
fluida	maye	fluid
fojnica	fojnica	fojnica
fojnice	fojnice	fojnica
fojnici	fojnici	fojnica
folikula	follikül	follicles
folk	xalq	folk
fond	fond	fund
fondacija	vəqf	foundation
for	üçün	for
forma	forma	form
formacija	formalaşması	formation
formacije	birləşmələr	formation
formalne	formal	formal
formalno	formal olaraq	formally
format	format	format
forme	formaları	forms
formi	formaları	forms
formira	formaları	formed
formiraju	forma	form
formirala	formalaşmışdır	formed
formirali	formalaşmışdır	formated
formiran	formalaşmışdır	formed
formirana	formalaşmışdır	forming
formiranja	formalaşması	forming
formiranje	formalaşdırmaq	forming
formu	forma	form
formula	düstur	formula
formule	düstur	formula
forum	forum	forum
fosfat	fosfat	fosfats
fosfor	fosfor	phosphor
fosfora	fosfor	phosphor
fosili	qalıqları	fossils
fotografija	fotoqrafiya	photography
fotografije	fotoşəkillər	photographs
fotosinteza	fotosintez	photosynthesis
fotosinteze	fotosintez	photosynthesis
fotosintezu	fotosintez	photosynthesis
foča	foka	foca
foče	fokus	foča
foči	fokuslar	foca
fr	fr	french
fra	fra	friar
frame	çərçivə	frame
france	fransa	france
francisco	fransisko	francisco
francuska	fransa	french
francuske	fransız dili	french
francuski	fransız dili	french
francuskih	fransız dili	french
francuskim	fransız dili	french
francuskog	fransız dili	french
francuskoj	fransa	france
francuskom	fransız dilində	french
francusku	fransa	french
francuza	fransız dili	french
francuzi	fransızlar	french
franje	frensis	franciscan
franjevački	fransisk	fransican
franjevci	fransisklər	franciscans
franjo	franjo	franjo
franz	franz	franz
freddie	freddie	freddie
frekvencija	tezliyi	frequency
frekvencije	tezliklər	frequencies
frenkie	frenkie	frenkie
friedrich	fridrix	friedrich
front	ön	front
frontu	ön	front
fuad	fuad	fuad
fudbal	futbol	football, soccer
fudbaler	futbolçu	football player
fudbalski	futbol	football
fudbalskog	futbol	soccer
funkcija	funksiyası	function
funkcije	funksiyaları	functions
funkciji	funksiyası	function
funkciju	funksiyası	function
fuzije	qaynaşma	fusion
ga	ga	it
gabela	gabela	gabela
gabriella	gabriella	gabriella
gacko	qacko	gacko
gaj	bağ	grove
galenit	qalena	galenite
