$	ps	dollar
велику	excelente	great
велимир	velimir	velimir
величина	talla	size
величине	talla	size
величини	talla	size
величину	talla	size
велс	bien	vales
велсу	galés	wales
венац	guirnalda	galrand
венеција	venecia	venice
венеције	venecia	venice
венецији	venecia	venice
венецуела	venezuela	venezuela
венцем	guirnalda	wreath
веома	muy	very
вера	fe	religion
вере	fe	religion
верзија	versión	version
верзије	versiones	version
верзији	versión	version
верзију	versión	version
вери	fe	faith
вермахта	wehrmacht	vermaxt
верника	creyentes	believers
веровали	creído	believed
веровало	creído	believed
веровао	creído	believed
вероватно	probablemente	probably
веровања	creencias	bevieves
веровање	creencia	faith
веровању	creencia	believe
вероисповести	religión	religion
верона	verona	verone
верске	religioso	religion
верски	religioso	religious
верским	religioso	religious
верских	religioso	religious
веру	fe	religion
верује	cree	believe
верују	ellos creen	believe
весна	primavera	vesna
вест	chaleco	news
вести	noticias	news
ветар	viento	wind
ветра	viento	wind
ветрови	vientos	winds
вече	la noche	evening
вечера	cena	dinner
вечери	tardes	evening
вечерње	noche	evening
вештачки	artificial	artificially
вештина	habilidad	skill
вештине	habilidades	skills
вељко	veljko	veljko
већ	ya	as early as
већа	más grande	cave
веће	la noche	most
већег	mas grande	larger
већем	más grande	greater
већи	más grande	a stronger
већим	más grande	most
већина	la mayoría	most
већине	más	majority
већини	más	most
већином	principalmente	majority
већински	mayoria	majority
већинским	mayoria	majority
већинско	mayoria	majority
већину	más	most
већих	mas grande	major
већом	más grande	bigger
већој	más grande	greater
већу	más grande	greater
ви	tú	you
вид	vid	type
вида	vida	sight
виде	véase	see
видела	sierra	see
видели	sierra	see
видео	vídeo	video
видети	para ver	see
види	ver	see
видимо	vemos	see
видић	ver	vidic,last name,serbian
видовдан	vidovdan	vidovan
виду	tipo	in mind
видљиве	visible	visible
византинци	bizantinos	byzantines
византија	bizancio	byzanty
византије	bizancio	byzantium
византији	bizancio	byzantium
византијом	bizancio	byzantium
византијска	bizantino	byzantine
византијске	bizantino	byzantine
византијски	bizantino	byzantine
византијских	bizantino	byzantine
византијско	bizantino	byzantine
византијског	bizantino	byzantine
византијском	bizantino	byzantine
византију	bizancio	byzantium
вики	wiki	wiki
википедија	wikipedia	wikipedia
википедије	wikipedia	wikipedia
википедији	wikipedia	wikipedia
вико	viko	viko
виктор	víctor	victor
викторија	victoria	victoria (personal noun, name)
вила	hada	vila
вилијам	guillermo	william
вилхелм	vilhelm	wilhelm
вимблдон	wimbledon	wimbledon
вимблдону	wimbledon	wimbldon
вина	vino	wine
виндоуз	ventanas	windows
виндјамер	vindjamer	windyamer
вино	vino	wine
винчи	cabrestante	vinci
вир	vir	vir (lepenski vir)
вира	vira	vir
вироид	viroide	viroid
вирус	virus	virus
вируса	virus	virus
вируси	virus	virus
висина	altura	height
висинама	alturas	altitude
висине	altura	height
висини	altura	height
висок	alto	high
висока	alto	high
високе	alto	high
високи	alto	visoki
високим	alto	high
високих	alto	high
високо	alto	high
високог	alto	high
високом	alto	high
високу	alto	high
висораван	meseta	plateau
висоравни	meseta	highland
витлејем	vitlejem	vithleem
виша	mayor	high
више	más	more
вишеград	visegrad	visegrad
вишеграду	visegrad	visegrad
виши	colgando	higher
вишим	mayor	the high
виших	mayor	high
виђење	viendo	seeing
вијек	siglo	century
вијека	siglo	ages
вијеку	siglo	century
вијенац	guirnalda	wreath
вијенца	guirnalda	wreath
вијетнам	vietnam	vietnam
влада	gobierno	prevails
владавина	regla	rule
владавине	regla	reign
владавину	regla	rule
владала	gobernado	ruled
владали	gobernado	ruled
владао	gobernado	ruled
владар	regla	ruler
владара	regla	ruler
владари	gobernantes	rulers
владају	regla	ruling
владајуће	decisión	ruling
владе	gobierno	government
влади	gobierno	government
владика	obispo	suffragan
владике	obispos	bishop
владимир	vladimir	vladimir
владимира	vladimir	vladimir
владислав	vladislav	vladislav
владислава	vladislava	vladislav
владо	gobierno	vlado
владом	gobierno	government
владу	gobierno	government
влажна	húmedo	wet
влажност	humedad	humidity
власи	cabello	vlachs
власник	el propietario	owner
власништва	propiedad	property
власништво	propiedad	property
власништву	propiedad	property
власт	poder	power
власт=	poder =	power=
властела	nobles	landowners
властеле	gobernantes	landowners
власти	autoridades	authorities
влаха	vlaha	vlach
влашке	valacos	vlaski
влашки	valaco	vlach
влашћу	poder	authority
вода	agua	water
воде	agua	come from
водене	agua	water
водени	agua	water
водећи	líder	leading
водећих	líder	leading
води	guías	water
водила	led	led
водиле	led	took place
водили	led	leading
водио	led	led
водити	liderar	wage
водич	guía	guide
водник	sargento	sergeant
водом	agua	water
водомар	acuario	vodomar
водоник	hidrógeno	hydrogen
водоника	hidrógeno	hydrogen
воду	agua	water
возила	vehículos	cars
волео	amado	loved
воли	ama	loves
волим	me encanta	i love
вођа	líder	leader
вође	líderes	fruit
вођен	guiado	driven
вођена	guiado	drived
вођене	guiado	guided
вођење	guia	leading
вођство	liderazgo	leadership
вођством	liderazgo	leadership
вођу	líder	leader
војвода	duque	duke
војводе	duque	duke
војводина	vojvodina	vojvodina
војводине	de vojvodina	vojvodina
војводини	vojvodina	vojvodina (province in serbia)
војводину	vojvodina	vojvodina
војислав	vojislav	vojislav
војислава	vojislava	vojislav
војна	guerra	military
војне	guerras	military
војни	guerras	military
војник	soldado	soldier
војника	soldados	soldiers
војнике	soldados	soldiers
војним	militar	military
војних	militar	military
војници	soldados	soldiers
војницима	soldados	soldiers
војно	guerra	military
војног	militar	military
војном	guerra	military
војној	guerra	military
војну	guerra	military
војска	el ejercito	army
војске	ejército	army
војсковођа	lider militar	army commander
војсковође	lideres militares	military commander
војском	ejército	army
војску	ejército	army
војсци	ejército	military
воље	será	will
вољи	será	will
воћа	fruta	fruit
воће	fruta	fruit
врата	la puerta	door
врате	puerta	return
врати	devolver	come back
вратила	traído de vuelta	returned
вратили	regresado	came back
вратио	regresado	come back
вратити	regreso	roll back
врање	cuervos	vranye
враћа	regresando	return
враћен	regresado	returned
врбас	vrbas	vrbas
врбаса	vrbasa	vrbas
вредност	valor	value
вредности	valores	​​values
време	hora	time
времена	veces	times
временима	veces	times
временом	tiempo extraordinario	in time
временска	clima	time zone
временске	clima	weather
временски	clima	time
временском	clima	time
времену	hora	the time
вријеме	hora	in times
врло	muy	very
врс	vrs	vrs
врста	especies	kinds
врстама	especies	species
врсте	tipos de	kind
врсти	especies	type
врсту	tipo	kind
врт	el jardín	garden
вртови	jardines	gardens
врућа	caliente	hot
врх	parte superior	top
врха	parte superior	top
врхови	tapas	vrhovi (suncani vrhovi)
врховна	supremo	high
врховне	supremo	supreme
врховни	supremo	supreme
врховног	supremo	supreme
врхом	parte superior	top
врху	parte superior	top
врхунац	clímax	top
врхунцу	pico	peak
вршац	parte superior	vrsac (location)
врше	realiza	made
врши	realiza	performes
вршила	realizado	hot dog
вршио	realizado	made
вршца	parte superior	vršac
вта	vta	vta
вук	lobo	wolf
вука	lobo	vuk
вукан	vukan	volcano
вукашин	vukašin	vukasin
вуков	lobos	vukov
вукова	lobos	vuk`s
вуковар	vukovar	vukovar
вуковару	vukovaru	vukovar
вукови	lobos	vukovi (alludes on vuk draskovic's followers)
вуковић	vuković	vuković
