$	ps	dollar
ఇంటికి	hogar	to home
ఇంటిపేరు	apellido	surname
ఇంటిపేర్లు	apellidos	surnames
ఇంటిలో	hogar	in house
ఇంట్లో	casa	in the home
ఇండస్ట్రీస్	industrias	industries
ఇండియన్	indio	indian
ఇండియా	india	india
ఇండెక్స్	índice	index
ఇండో	indo	indo
ఇండోఆర్యన్	indoaryan	indo-aryan
ఇండోనేషియా	indonesia	indonesia
ఇండోనేసియా	indonesia	indonesia
ఇండోర్	indore	indore
ఇంత	esta	this much
ఇంతకు	previamente	before this
ఇంతకుముందు	más temprano	this befiore
ఇంతటి	recomendable	this
ఇంతలో	mientras tanto	ere-long
ఇంతవరకు	hasta aquí,	till now
ఇంతవరకూ	nunca	till now
ఇందిర	indira	indira
ఇందిరా	indira	indira
ఇందు	hoy	iindu
ఇందుకు	los	indhuku
ఇందుకోసం	para este propósito,	for this
ఇందులో	los	in this
ఇంద్రజిత్తు	indrajit	indrajith
ఇంద్రుడు	indra	indhra
ఇక	los	now
ఇక్కడ	aquí	here
ఇక్కడకు	aquí	here
ఇక్కడి	los	here
ఇక్కడికి	a	here
ఇక్కడే	aquí	here
ఇక్ష్వాకు	ikshvaku	ishwa
ఇచ్చాడు	dio la	he had given
ఇచ్చాయి	previsto	gave
ఇచ్చారు	dado	gave away
ఇచ్చి	dando	to give
ఇచ్చింది	ofrecido	given
ఇచ్చిన	los	given
ఇచ్చే	ese	giving
ఇటలీ	italia	italy
ఇటాలియన్	italiano	italian
ఇటీవల	recientemente	recently
ఇటీవలి	reciente	recently
ఇటీవలికాలంలో	reciente	recently
ఇటీవలే	recientemente	few days back
ఇటు	publicaciones	here
ఇటువంటి	tal	this kind
ఇడ్లీ	idli	idli
ఇతడి	su	his
ఇతడు	él	this man
ఇతని	su	his
ఇతనికి	él	for him
ఇతనిని	él	his
ఇతను	oms	this person
ఇతర	otro	other
ఇతరత్రా	otros	multiple
ఇతరములు	otro	others
ఇతరుల	otros	other's
ఇతరులకు	otros	remaining
ఇతరులను	otros	others
ఇతరులు	otros	others
ఇదంతా	todas	this all
ఇది	eso	this
ఇదివరకు	hasta ahora	upto now
ఇదే	lo mismo	this
ఇదొక	esto es un	this is a
ఇదో	esto es un	this one
ఇద్దరి	ambos	both
ఇద్దరు	dos	two
ఇద్దరూ	ambos	couple
ఇనస్టీన్	einstein	insteen
ఇనుప	planchar	iron
ఇనుము	planchar	iron
ఇన్	en	in
ఇన్ని	en	this many
ఇన్నింగ్స్	entrada	innings
ఇన్ఫర్మేషన్	información	information
ఇన్సులిన్	insulina	insulin
ఇన్సులిన్‌	insulina	insulin
ఇన్స్టిట్యూట్	instituto	institute
ఇప్పటి	ahora	now
ఇప్పటికి	ahora	from now
ఇప్పటికీ	todavía	till
ఇప్పటికే	ya	for now
ఇప్పటివరకు	hasta aquí	till now
ఇప్పటివరకూ	hasta aquí,	tilldate
ఇప్పుడు	ahora	now
ఇబ్న్	ibn	ibn
ఇబ్బంది	el problema	trouble
ఇబ్బందులు	dificultades	difficulties
ఇబ్రహీం	ibrahim	ibrahim
ఇబ్రాహీం	ibrahim	ibrahim
ఇమేజ్	imagen	image
ఇయర్	año	year
ఇరవై	veinte	twenty
ఇరాక్	irak	iraq
ఇరాన్	iran	iran
ఇరు	ambos	both
ఇరుగు	barrio	neighbour
ఇలా	me gusta	like this
ఇలాంటి	similar	such
ఇలాగే	similar,	accordingly
ఇలియానా	ileana	iliyana
ఇల్లాలు	buena esposa	wife
ఇల్లు	casa	house
ఇళయరాజా	ilayaraja	ilayaraja
ఇళ్ళ	casas	houses
ఇళ్ళలో	hogares	in the houses
ఇళ్ళు	casas	house
ఇవన్నీ	todos estos	all these
ఇవి	estas	this
ఇవికాక	ivikaka	besides these
ఇవికూడా	también	these also
ఇవీ	hiedra	this
ఇవెంట్	evento	event
ఇవే	oveja	these
ఇవ్వడం	dando	giving
ఇవ్వడానికి	a	to give
ఇవ్వబడింది	dado	was given
ఇవ్వబడిన	los	given
ఇవ్వబడ్డాయి	listado	given
ఇష్టం	y	like
ఇష్టపడతారు	me gusta	like
ఇష్టమైన	favorito	liked
ఇసుక	arena	soil
ఇస్కాన్	iskcon	iscon
ఇస్టిట్యూట్	instituto	institute
ఇస్తాయి	dar	will give
ఇస్తారు	son	given
ఇస్తుంది	da	gives/will give
ఇస్తూ	dando	giving
ఇస్తే	si el	to give
ఇస్లాం	islam	islam
ఇస్లాంలో	islam	in islam
ఇస్లామాబాద్	islamabad	islamabad
ఇస్లామిక్	islámico	islamic
ఇస్లామీయ	islámico	islamic
ఈ	los	this
ఈ-మెయిల్	email	e-mail
ఈజిప్టు	egipto	egypt
ఈజిప్ట్	egipto	egypt
ఈతని	él es	his
ఈనాడు	hoy	eenaadu
ఈమె	ella	this woman
ఈమెను	ella	her
ఈమెయిల్	email	e-mail
ఈయన	su	eeyana
ఈవిధంగా	de este modo	this way
ఈశాన్యాన	noreste	north east
ఈశ్వర	shiva	lord eswara
ఈశ్వరుడు	omnipotente	god
ఈశ్వరుని	cielo	eeshwar
ఈస్టిండియా	este	east india
ఈస్ట్	este	east
ఉ	ahí	yes
ఉంచడం	colocación	keeping
ఉంచాలి	poner	should leave
ఉంచి	sostener	by keeping
ఉంచుతారు	metido	put
ఉంచుతుంది	mantiene	haved
ఉంచే	colocación	used
ఉంటాడు	es	be there
ఉంటాయని	ser	must be
ఉంటాయి	son	will be there
ఉంటారు	son	comes
ఉంటుందని	estarán	is there
ఉంటుంది	es	be there
ఉంటుందో	es	will it be
ఉంటూ	permanecer	in control
ఉంటే	si el	be there
ఉండకూడదు	no debería ser	shouldn't  be
ఉండగా	mientras	still
ఉండటం	siendo	be there
ఉండటంతో	desde el	being
ఉండటము	la presencia de la	there
ఉండటమే	siendo	being
ఉండటానికి	permanecer	in order to be
ఉండడం	siendo	having
ఉండడంతో	con	as being
ఉండడానికి	permanecer	for staying
ఉండదు	no hay	not there
ఉండలు	pellets	balls
ఉండవచ్చు	tal vez	might be there
ఉండవచ్చునని	en mayo	may be
ఉండవచ్చును	puede haber	can stay
ఉండవు	son	will not be there
ఉండాలని	permanecer	has to be
ఉండాలనే	ser - estar	to be
ఉండాలి	debería	should have
ఉండి	y	consists of
ఉండుటచే	como un	prevailing
ఉండును	es	exists
ఉండే	los	consists
ఉండేందుకు	permanecer	to be there
ఉండేటటువంటి	esto es un	same being
ఉండేదని	que el	used to be
ఉండేది	estaba	used to be
ఉండేవాడు	estaba	was like that
ఉండేవారు	tenido	were there
ఉండేవి	podría haber sido	there
ఉండొచ్చు	habría	may be
ఉందంటే	si el	its there because
ఉందని	ese	that
ఉంది	es	it is there
ఉందో	oms	was there
ఉక్కు	acero	steel
ఉగాది	ugadi	ugadhi
ఉచిత	gratis	free
ఉచితంగా	jugar	freely
ఉచ్ఛ	pico	hign
ఉజ్బెకిస్తాన్	uzbekistán	uzbekistan
ఉత్తమ	bueno	best
ఉత్తమం	mejor	better
ఉత్తర	norte	north
ఉత్తరం	letra	east
ఉత్తరంగా	norte	towards north
ఉత్తరప్రదేశ్	arriba	uttar pradesh
ఉత్తరము	norte	post
ఉత్తరాంచల్	uttaranchal	uttaranchal
ఉత్తరాన	norte	north
ఉత్తరాయణ	equinoccio	north
ఉత్తరాలు	letras	letters
ఉత్పత్తి	producto	production
ఉత్పత్తికి	producción	for production
ఉత్పత్తిలో	producción	production
ఉత్పత్తుల	productos	hinjury
ఉత్పత్తులను	productos	produce
ఉత్పత్తులు	productos	products
ఉత్సవ	festival	festive
ఉత్సవం	festival	ustav
ఉత్సవాలలో	festivales	in celebrations
ఉత్సవాలు	ferias	festivals
ఉత్సాహంగా	con entusiasmo	enthusiastically
ఉదజని	hidrógeno	hydrogen
ఉదయం	mañana	morning
ఉదరము	abdomen	stomach
ఉదా	por ejemplo,	example
ఉదాహరణ	ejemplo	example
ఉదాహరణకి	por ejemplo,	for example
ఉదాహరణకు	por ejemplo,	example
ఉదాహరణగా	ejemplo	for example
ఉదాహరణలు	ejemplos	examples
ఉద్దేశం	intención	aim
ఉద్దేశించి	a	aimed at
ఉద్దేశ్యం	el propósito	intention
ఉద్దేశ్యంతో	intención	an intention
ఉద్భవించాయి	arose	come from
ఉద్భవించింది	préstamo	obtained
ఉద్భవించిన	emergente	arise
ఉద్యమ	negocio	revolution
ఉద్యమం	movimiento	revolution
ఉద్యమంలో	campaña	in the movement
ఉద్యమము	movimiento	udyamamu
ఉద్యమానికి	movimiento	for the revolution
ఉద్యమాన్ని	campaña	strike
ఉద్యమాలు	movimientos	fights
ఉద్యానవనం	parque	garden
ఉద్యానవనాలు	parques	park
ఉద్యోగ	trabajo	job
ఉద్యోగం	trabajo	duty
ఉద్యోగాలు	trabajos	jobs
ఉద్యోగులు	empleados	employees
ఉనికి	presencia	existing
ఉనికికి	la existencia de	existence
ఉనికిని	la presencia	existance
ఉనికిలో	existe	existence
ఉన్న	los	available
ఉన్నంత	siempre y cuando el	unnatha
ఉన్నందున	porque	unnanduna
ఉన్నటువంటి	complicaciones	that typa
