$ tỉ	milyar dolar	$ billion
phả	şecere	pedigree
phải	sağ	must
phải 	sağ	right
phản	reaksiyon	reaction
phảng	kurnazca	subtle
phần	bölüm	part
phẩm	mı	food
phẩy	noktalı virgül	a comma
phẫn	öfke	wrathful
phẫu	cerrahlık	surgery
phận	bölüm	part
phật	buda	buddhist
phẳng	düzlem	flat (adj.)
phế	atık	dismiss
phết	sürülebilir	to spread or smear (v.)
phỉ	fındık	defame
phỏng	görüşme	interview
phố	sokak	city
phối	koordinatör	coordinate
phốt	septik	"(term should be ""phốt-phát"") phosphate (n.)"
phồng	puf	to swell (v.)
phổ	popüler	popular
phổi	akciğer	lung
phộng	yer fıstığı	peanut
phới	mot	"(term should be ""phơi phới"") mildly exciting (adj.)"
phở	pho	pho
phục	s	convincing
phụng	ibadet	worship
phụt	boşaltıcı	minute
phủ	hükümet	government
phức	çoklu	complex
picchu	picchu	a name
piccolo	pikolo	piccolo
pierre	pierre	pierre
pierrot	piyero	pierrot
pietro	pietro	pietro
pike	turna balığı	pike
pin	hücre	battery
pinlus	pinlus	pinlus
pioneer	öncü	pioneer
pipes	borular	pipes
pisa	pisa	a name
piston	piston	piston
pitch	zift	pitch
pius	pius	pius
plaaf	plaaf	plaaf
plan	plan	plan
plasma	plazma	plasma
plate	plaka	plate
plato	platon	plato
platon	platon	platon
player	oyuncu	player
pleiku	pleiku	(proper noun) pleiku
pleistocen	pleistocen	pleistocen
plus	artı	plus
pluto	pluto	pluto
pm	pm	pm
pmu	pmu&#39;lar	pmu
po	po	po
pokémon	pokémon	pokemon
pol	pol	pol
poland	polonya	poland
pollack	morina benzeri bir tür balık	a name
pollux	pollux	a name
polo	polo	(proper noun) polo, as in marco polo
polynésie	polynésie	polynesian
pont	pont	(proper noun) pont, as in pont de normandie
pop	pop	pop
portland	portland	portland
porto	porto	porto
pot	kap	pot
potsdam	potsdam	(proper noun) potsdam
potter	çömlekçi	(proper noun) potter, as in harry potter
pour	dökmek	not vietnamese
powell	powell	(proper noun) powell, as in general colin powell
pradesh	pradesh	pradesh
praha	praha	praha
pratzen	pratzen	pratzen
preah	preah	(proper noun) preah
premier	başbakan	premier
preminger	preminger	(proper noun) preminger
preston	preston	(proper noun) preston, as in john preston
prince	prens	prince
princeton	princeton	princeton
printemps	printemps	printemps
printf	printf	printf
prinz	prinz	(proper noun) prinz, as in birgit prinz, the female german soccer player
prix	prix	(proper noun) prix, as in the grand prix
procellarum	procellarum	procellarum, as in oceanus procellarum, the name of a mare on the moon
projekt	projekt	projekt
prometheus	prometheus	(proper noun) prometheus
protein	protein	protein
prôtêin	protein	protein (n.)
ps	ps	ps
psv	psv	psv
ptolemy	batlamyus	ptolemy
ptq	ptq	ptq
puerto	porto	puerto
pulau	pulau	(proper noun) pulau, as in pulau tekong, an island
pulitzer	pulitzer	(proper noun) pulitzer, as in the pulitzer prize
pulp	küspe	pulp
punjab	pencap	punjab
pusan	pusan	(proper noun) pusan
putin	putin	putin
pyrenees	pyrenees	pyrenees
pytago	pitagor&#39;a ait	(proper noun) pytago
pzl	pzl	pzl
péc	pec	"(term should be ""vịnh péc xích"") the persian gulf"
pérez	pérez	(proper noun) perez, as in javier perez de cuellar
păng	sızı	fansipan
pơ	po	"(term should be ""pơ kô"") a river in vietnam (n.)"
q	q	q ( a letter)
qatar	katar	qatar
qd	qd	quantum dots
qing	qing	qing, as in the qing dynasty of  china
qlvnch	güney vietnam	army of the republic of vietnam
qua	tarafından	transmit
quad	dörtlü	quad
quan	bürolar	"(term should be ""quan hệ"") relationship (n.)"
quang	optik	bladder
quanh	etrafında	around
quay	döner	turn
que	çubuklar	stick
queen	kraliçe	queen
queens	kraliçeler	(proper noun) queens, as in the new york borough
queensland	queensland	queensland
quen	tanıdık	accustomed to
qui	qui	formal
quincy	quincy&#39;nin	(proper noun) quincy, as in quincy jones
quran	kuran	quran
quy	sağlanan	"(term should be ""quy ước"") agreement"
quyên	bağış	"(term should be ""quyên góp"") to donate (v.)"
quyến	çekicilik	"(term should be ""gia quyến"") family"
quyền	yetkililer	right
quyện	quyen	mix
quyệt	vefasız	"(should be ""xảo quyệt"") devious"
quá	çok	over
quái	cehennem	strange or odd
quán	mağaza	hometown
quáng	eleştirmeyen	blind
quát	geniş	generalize
quân	askeri	army (n.)
quãng	mesafeler	optical
quét	süpürme	to sweep (v.)
quê	kırsal bölge	countryside
quên	unutmak	forget
quý	çeyrek	love
quýt	mandalina	tangerine
quăng	atmak	to throw (v.)
quĩ	para	orbit
quạ	karga	crow (con qua)
quạt	yelpaze	fan
quản	yönetim	"(entire term is ""cai quản"") to manage"
quảng	reklâm	guangzhou
quấn	sargı	wrap around
quất	yaban mersini	whip
quấy	rahatsızlık	harass
quần	pantolon	pants (n.)
quầng	hale	halo
quầy	sayaçlar	stall
quẩy	rıhtım	quay
quẫn	perişan	necessitous
quận	ilçe	county (n.)
quật	kazı	excavation
quẳng	attı	throw
quặc	rezil	strange (adj.)
quặng	cevher	an ore (n.)
quẻ	altı köşeli yıldız	hexagram
quế	tarçın	cinnamon (n.)
quết	yoğurmak	knead
quệ	iflas etmiş	exhausted
quỉ	şeytan	demon
quỳ	diz çökmüş	demon (n.)
quỳnh	quỳnh	quynh
quỵ	inme	stroke
quỷ	şeytan	provided
quỹ	para	fund
qúy	çeyrek	quy
r	r	r
rabindranath	rabindranath	rabindranath
race	yarış	race
rafael	rafael	rafael
rafale	rafale	(proper noun) rafale, as in dassault rafale
rai	rai	slowly intake
raleigh	raleigh	raleigh
ralph	ralph	(proper noun) ralph, as in ralph waldo emerson
ram	şahmerdan	a name
rama	rama	rama, first name of several rulers of thailand (n.)
ramadan	ramazan	(proper noun) the fasting month of ramadan
ramayana	ramayana	ramayana
rambus	rambus	rambus
ran	i̇ran	ran
ranch	çiftlik	ranch
randy	azgın	randy
rang	kavrulmuş	roast
rangers	rangers	rangers
ranh	sınır	border (ranh gioi)
rao	ilan	to announce
rap	tıklatma	rap
raptor	raptor	raptor
rate	oran	rate
rau	sebze	vegetable
ray	ışın	rail (n.)
raya	raya	raya
raymond	raymond	raymond
rađa	radar	radar
reagan	reagan	reagan
real	gerçek	real
reanimation	reanimasyon	reanimation
reap	biçmek	reap
reef	resif	reef
regia	regia	regia
reichelt	reichelt	reichelt
ren	dantel	lace (n.)
renaissance	yeniden doğuş	renaissance
renault	renault	renault
rené	rené	rene
reo	rang	yell
reserve	rezerv	reserve
resort	tatil	resort
reverse	ters	reverse
revolution	devrim	revolution
rey	rey	rey, as in copa del rey
rfid	rfid	rfid
rhodes	rodos	rhodes
rica	rica	rica
ricardo	ricardo	ricardo
ricci	ricci	ricci
richard	richard	richard
richardson	richardson	(proper noun) richardson, as in james o. richardson
richie	richie	(proper noun) richie, as in singer lionel richie
rico	riko	rico, as in puerto rico
riemann	riemann	riemann, as in bernhard riemann, a german mathematician
rimjob	rimjob	rimjob
rin	rin	rin
rising	yükselen	rising
risk	risk	risk
ritchie	ritchie	a name
rivaldo	rivaldo	rivaldo
rivière	rivière	a name
rizal	rizal	rizal
riêng	ayrı ayrı	own
riêu	rieu	crab
riết	acilen	urgently
riềng	havlıcan	arrowroot
ro	ro	"entire term is ""rui ro""; means ""risk"""
robert	robert	(proper noun) robert
roberto	roberto	(proper noun) roberto
roberts	roberts	roberts
robespierre	robespierre	robespierre
robin	narbülbülü	a name
robinson	robinson	robinson, as in michelle robinson
rockefeller	rockefeller	rockefeller, as in john d. rockefeller
roddick	roddick	(proper noun) roddick
rodríguez	rodríguez	rodriguez (n.)
roi	çubuk	a stick or switch used for punishment (n.)
roland	roland	roland
romania	romanya	romania
rome	roma	rome, as in rome, italy
romeo	romeo	(proper noun) romeo, as in romeo and juliet
rommel	rommel	rommel
ron	ron	ron
ronald	ronald	ronald, an english first name
ronaldinho	ronaldinho	ronaldinho
rong	yosun	seaweed (n.)
rosen	rosen	rosen, as in nathan rosen
roth	roth	roth
rotterdam	rotterdam	(proper noun) rotterdam
rousseau	rousseau	rousseau
router	yönlendirici	cong noi
rovers	rovers	rovers
rowling	rowling	rowling
roy	roy	(proper noun) roy, a name
rpd	rpd	rpd
rtp	rtp	rpt
rudolph	rudolph	rudolph
rue	rue	rue, as in rue des vases, a street name
rulin	rulin	(proper noun) rulin
rumani	romen	romanian
rumiko	rumiko	rumiko, a japanese first name
rummel	rummel	rummel
run	titreme	tremble
rung	titremek	to shake or vibrate (v.)
russian	rus	(proper adjective) russian
russkaya	russkaya	(proper noun) russkaya avionika
ruth	acıma	(proper noun) ruth
rutherford	rutherford	rutherford
rutte	rutte	rutte
ruud	ruud	ruud
ruốc	ruốc	pemmican
ruồi	sinek	fly
ruổi	ot	rong ruổi=wandering
ruộng	alanlar	"(term should be ""ruộng đất"") farmland (n.)"
ruột	bağırsak	internals
rzeczpospolita	rzeczpospolita	rzeczpospolia
rà	kontrol etmek	finding
ràng	açık	clear
rành	ranh	exhaustive
rào	engel	barrier
rác	çöp	gabbage-trash
rách	yırtılma	tear
rái	su samuru	colander
rán	kızartmak	fried (adj.)
ráp	katlanır	to assemble (v.)
râm	gölgeli	shade
râu	sakal	beard or mustache (n.)
rã	ayrı	out
rãi	geniş ölçüde	"(term should be ""rộng rãi"") generous"
rãnh	hendek	groove
räikkönen	raikkonen	raikkonen
rèm	panjur	curtain
rèn	dövme	train
ré	ispiyon	re
république	république	republique
rét	soğuk	cold
rê	andrew	"(term should be ""rê bóng"") to dribble the ball in soccer (v.)"
rên	sızlanma	moan
rêu	yosun	moss
rì	ri	lush (adj.)
rìa	kenar	edge
rình	gizlenmek	to watch for
rìu	balta	ax
rít	vızıltı	to wail (v.)
rò	sızıntı	leak
ròng	net	net
rót	dökme	to pour (v.)
rô	damalı	diamond
rôbôt	robotlar	robot
rôma	roma	roman
rông	rong	rising (adj.)
rõ	açık	clear
rùa	kaplumbağa	turtle
rùng	ürpertici	horror
rút	çekilmek	withdraw
răn	emir	commandment
răng	diş	roasted
rōmaji	romaji	romaji
rũ	sallama	charm
rơ	lastik	"(term should be ""rơ măm"") a minority people living in vietnam"
rơi	düşmek	fall
rơm	saman	straw
rươi	yarım	sand-worm
rước	almak	welcome
rưới	teyellemek	to sprinkle (v.)
rưỡi	yarım	half
rượt	acele	pursue
rượu	şarap	wine
rạ	su çiçeği	straw
rạc	ayrık	discrete
rạch	kanal	canal
rạng	rang	break
rạp	tiyatro	theater
rải	yayılma	spread
rảnh	ücretsiz	to be free (adj.)
rất	çok	very
rầm	kiriş	aggressive
rầu	suratsızca	sorrow
rẫy	yayla	full
rậm	gür	jungle
rập	arapça	"(term should be ""Ả rập"") arab"
rắc	tutam	trouble
rắn	yılan	snake
rằm	dolunay	a full moon (n.)
rằng	o	roasted
rặng	kaya	a row
rẻ	ucuz	cheap
rẽ	çevirmek	"(term should be ""chia rẽ"") to separate or divide (v.)"
rền	uğultu	pealed
rể	damat	in-law
rễ	kökleri	root (n.)
rệp	tahtakurusu	bug
rệt	dikkat çekici	clearly
rệu	yosun	decay
rỉ	paslı	leak
rịavũng	riavung	ria - bay
rỏ	açıkça	clearly
rối	kukla	disorder
rốm	roman	rom
rồ	delilik	"(term should be ""điên rồ"") foolish (adj.)"
rồi	zaten	and
rồng	ejderha	dragon
rổ	basketbol	basket
rỗi	mevcut	savation
rỗng	oyuk	hollow
rộ	ro	profuse (adj.)
rộn	meşgul	busy
rộng	geniş	wide
rớt	düşmek	drop
rời	bırakın	leave
rỡ	parlak	brilliant
rợ	barbar	a savage (n.)
rợn	chillingly	scary
rụng	düşmek	to drop
rủ	davet etmek	ask
rủi	riskler	unlucky or unfortunate (n.)
rứa	rua	rua
rừng	orman	forest
rửa	yıkama	to wash (v.)
rữa	yıkama	to decompose or rot (v.)
sa	sa	to fall or drop (v.)
sabah	sabah	sabah
sachsen	sachsen	sachsen
saddam	saddam	(proper noun) saddam, as in saddam hussein
safari	safari	safari
safin	safin	safin
sahara	sahra	sahara
sai	yanlış	wrong
saigon	saygon	saigon
saintdenis	saint-denis	saint-denis
sakura	sakura	sakura
salem	salem	(proper noun) salem, as in the city
salvador	salvador	salvador
salzburg	salzburg	salzburg
samhain	samhain	samhain
samo	samo	samo, the name of the first slavic ruler
samoa	samoa	(proper noun) samoa
samphan	samphan	samphan
samsung	samsung	samsung
samuel	samuel	samuel
samuelson	samuelson	(proper noun) samuelson
samurai	samuray	samurai
samut	samut	(proper noun) samut, as in samut prakan in thailand
san	san	level
sanchez	sanchez	sanchez
sang	için	to
sango	sango	sango, a language spoken in africa
sangraal	kan kasesi	sangraal
sanh	doğum	bear
sanktpeterburg	sanktpeterburg	sankt-peterburg
santos	santos	santos, as in footballer cristiano ronaldo dos santos aveiro of portugal
sao	nasıl	how
sap	özsu	sap
sapa	sapa	sapa
sapiens	sapiens	sapiens
sar	karagöz balığı	sar
sarah	sarah	sarah, as in sarah pierce
sarawak	sarawak	(proper noun) sarawak, a malaysian state on the island of borneo
sarcoma	sarkom	sarcoma
sardinia	sardunya	sardinia
sary	sary	(proper noun) sary, as in ieng sary
saturanga	chaturanga	saturanga
saturday	cumartesi	saturday
sau	daha sonra	after (adv.)
saudi	suudi	(proper noun) saudi, as in saudi arabia
saunière	saunière	saunière
scandinavia	i̇skandinavya	scandinavia
schafer	schafer	schafer, as in john c. schafer
schengen	schengen	schengen
schiller	schiller	schiller
schlesinger	schlesinger	schlesinger
schneider	schneider	schneider, a last name
schumacher	schumacher	schumacher, as in michael schumacher
schuschnigg	schuschnigg	(proper noun) schuschnigg, as in kurt schuschnigg of austria
schuster	schuster	schuster
schwarzschild	schwarzschild	schwarzschild
scotland	iskoçya	scotland
scots	i̇skoç	(proper noun) scots
scott	scott	scott
scream	çığlık	scream
scud	sürüklenmek	scud
scuderia	scuderia	scuderia
sdram	sdram	sdram
search	arama	search
seattle	seattle	(proper noun) seattle, washington
secret	gizli	bi mat
sedna	sedna	(proper noun) sedna
see	bkz	see
sejm	sejm	(proper noun) sejm
selena	selena	selena
semit	sami	(proper noun) semit
sen	lotus	lotus
sense	duyu	sense
september	eylül	(proper noun) the month of september
serbia	sırbistan	serbia
sergeyevich	sergeyevich	(proper noun) sergeyevich
seri	seri	series
service	hizmet	service
sesshomaru	sesshomaru	a name
seth	seth	seth
seto	seto	seto
sextus	sextus	sextus
sexy	seksi	sexy
seymour	seymour	seymour
seyssinquart	seyssinquart	(proper noun) seyss-inquart
shah	şah	shah
shaman	şaman	the shaman religion
shan	shan	shan
shane	shane	(proper noun) shane, an english first name
shankly	shankly	(proper noun) shankly, as in bill shankly
shaolin	shaolin	shaolin, as in the shaolin temples
sharpay	sharpay	sharpay, as in sharpay evans
shawn	shawn	shawn
sherlock	sherlock	a name
shi	shi	shi
shia	şii	shia
shiite	şiiler	shiite
shikoku	şikoku	shikoku, a japanese island (n.)
shinichi	shinichi	shinichi
shinoda	shinoda	shinoda, as in mike shinoda
shirakami	shirakami	(proper noun) shirakami
shirakawago	shirakawago	(proper noun) shirakawa-go
shiva	shiva	shiva
shoal	sürü	(proper noun) shoal
shonen	shonen	shonen
shop	mağaza	shop
short	kısa	short
showcase	vitrin	a name
shōnen	shonen	shonen
siberi	sibirya	siberi
sicilia	sicilia	sicilia
sicily	sicilya	sicily, a city in italy
sidney	sidney	(proper noun) sidney, as in sidney nolan
siem	siem	siem
siemens	iletkenlik birimi	siemens
sierra	dişli doruk	(proper noun) sierra
sikh	sihler	sikh
sikorsky	sikorsky	a name
silas	silas	silas
silesia	i̇nce keten kumaş	silesia
silic	silikon	silicon
silicat	silikat	silicate
silva	silva	(proper noun) silva, as in carlos silva
silvestris	silvestris	silvestris
simone	simone	simone
sinai	sinai	sinai, as in mount sinai
sinensis	sinensis	sinensis
sing	sing	sing
sinh	doğan	genital
sip	yudum	sip
sirô	şuruplar	name of a member
sistema	sistema	(proper noun) sistema
siu	siu	siu
siêu	süper	super
siết	sıkılır	to cut off (v.)
sky	gökyüzü	sky
skype	skype	skype
skyteam	skyteam	skyteam
sl	sl	sl
slav	slav	(proper noun) slav
slavơ	slav	slavic
slytherin	slytherin	(proper noun) slytherin, as in salazar slytherin of the harry potter series
sm	sm	sm
smg	smg	smg
smith	demirci	smith
smithsonian	smithsonian	smithsonian
so	karşılaştırmak	compare
société	société	societe
socrates	socrates	socrates
sohee	sohee	a korean name
soho	soho	soho
soi	soi	look/stare soi sáng=enlight
solaris	solaris	(proper noun) solaris
som	som	(proper noun) som, as in kampong som
somme	somme	somme
sonata	sonat	sonata
song	henüz	however (adv.)
sony	sony	sony
soo	soo	soon
sophie	sophie	(proper noun) sophie, a first name
sopwith	sopwith	a name
sorbonne	sorbonne	sorbonne, the university in paris (n.)
sos	sos	sos
soul	ruh	soul
soát	kontrol	control
soạn	besteci	compose
spears	mızraklar	spears
spellman	spellman	spellman
spence	spence	(proper noun) spence
spencer	kısa palto	(proper noun) spencer
spielberg	spielberg	(proper noun) spielberg, as in steven spielberg
sports	spor	sports
sri	sri	(proper noun) sri, as in sri lanka
ss	ss	ss
st	st	st.
stalingrad	stalingrad	stalingrad
stamford	stamford	this is a name
stand	durmak	stand
stanford	stanford	stanford, as in stanford university
stanley	stanley	stanley
starr	starr	a name
startin	başlıyorum	bat dau
status	durum	status
stdc	stdc	stdc
stefan	stefan	stefan
steiermark	steiermark	steiermark
steiner	steiner	steiner
stelzer	stelzer	stelzer
stennis	stennis	stennis
stephen	stephen	stephen
stephenie	stephenie	"stephenie, as in stephenie meyer, author of ""twilight"""
sterling	som	a name
steve	steve	steve
stevens	stevens	(proper noun) stevens, as in amanda stevens
stevenson	stevenson	stevenson
stevie	stevie	stevie
stewarthannah	stewarthannah	stewart/hannah
stf	stf	stf
stimson	stimson&#39;u	stimson, as in henry lewis stimson, former secretary of war
stockholm	stockholm	a name
stones	taşlar	stones
storting	storting	storting
strasberg	strasberg	strasberg
strauss	strauss	strauss
street	sokak	street
struct	yapı	struct
stt	stt	order number
stuart	stuart	stuart
stuttgart	stuttgart	(proper noun) stuttgart, a city in germany
styx	cehennemi saran nehir	(proper noun) styx, as in the river styx
stéfano	stéfano	stefano
su	su	condom
subakhi	subakhi	subakhi
suez	süveyş	(proper noun) suez
suharto	suharto	suharto
sukarno	sukarno	(proper noun) sukarno,  president of indonesia
sulfua	sülfit	sulfide
sulu	sulu	sulu
sum	toplam	reunite
sumatera	sumatera	sumatera
sumatra	sumatra	(proper noun) the island of sumatra
sumitomo	sumitomo	sumitomo
summer	yaz	summer
summerslam	summerslam	(proper noun) summerslam
sun	güneş	sun
sunday	pazar	(proper noun) sunday
sung	incir	supplement
sunni	sünni	sunni
sunsilk	sunsilk	sunsilk, a hair products company
super	süper	super
suriname	suriname	suriname
susan	susan	(proper noun) susan
susilo	susilo	(proper noun) susilo
sutra	sutra	sutra
suub	suub	a name
suvp	suvp	suv-p
suy	başarısızlık	decrease
suê	joshua	lush
suôn	düzgünce	smooth
suất	verimlilik	number
suối	akım	stream
suốt	boyunca	through/all over
suồng	çiy	overfamiliar
svd	svd	svd
swan	kuğu	swan
swaziland	swaziland	swaziland
sweet	tatlı	sweet
sy	sy	sy
sydney	sidney	(proper noun) sydney, a city in australia
symantec	symantec	symantec
sync	senkronizasyon	sync
syria	suriye	syria
sài	sài	"(term should be ""sơ sài"") something done without care (adv.)"
sàn	katlar	san
sàng	hazır	ready
sành	pişmiş toprak	"(term should be ""sành sứ"") pottery"
sào	kırlangıç	"(term should be ""sào huyệt"") den or hideout (n.)"
sá	sá&#39;nın	road
sách	kitap	list
sái	çıkarmak	sai
sám	tövbe	penitent
sáng	parlak	light
sánh	karşılaştırmak	compare
sáo	flüt	flute
sáp	balmumu	merger
sát	yakın	"(term should be ""quan sát"") to watch or observe (v.)"
sáu	altı	six
sâm	jinseng	sam
sân	avlu	"(should be ""sân khấu"") a stage"
sâu	derin	deep
sã	sã	flippant
sãi	kızıl krom	pagoda warden
são	são	sao, as in sao paolo, brazil
sét	aydınlatma	clay
sê	seri	sepon
sêri	seri	series
sêu	seu	seu tet
sính	düşkün	betrothal gifts
síp	kıbrıs	cyprus
sít	dar	close
sò	deniz tarağı	oyster
sòng	kumarhaneler	casino
sóc	sincap	"(should be ""sóc trăng"") a vietnamese town"
sói	kurt	wolf
sóng	dalga	wave
sót	eksiklikler	to miss (v.)
sô	çikolata	than
sôi	kaynama	vibrant
sông	nehir	river
sùng	solucan	cult
sú	siyah kaplan	a type of mangrove (n.)
súc	sığırlar	animal
sún	güneş	sun
súng	tabanca	gun
súp	çorba	source
sút	atış	reduce
săn	avcılık	to hunt
sơn	boya	a mountain
sư	profesör	lion
sưa	yağsız	filled with
sưng	şişme	swell
sưu	galeri	collection
sương	çiy	dew (n.)
sướng	övgü	high
sườn	yan	slope
sưởi	ısıtma	heat
sạch	temiz	clean
sạn	oteller	hotel
sảm	gök gürültüsü	sam
sản	mı	reproductive
sảng	sayıklama	sonorous
sảnh	lobi	a hall, as in the rock and roll hall of fame
sấm	gök gürültüsü	ginseng
sấu	timsah	crocodile
sấy	kurutucu	dry
sầm	çarptı	crowded
sầu	üzüntü	sad
sẩn	papul	coarseness
sẫm	karanlık	dark
sập	çöküş	destroy
sắm	alım	shopping
sắn	manyok	cassava (n.)
sắp	yaklaşık	soon
sắt	demir	"(term should be ""sắt son"") constant (adj.)"
sẵn	mevcut	available
sẹo	yara izi	scar
sẻ	hisse	share
sẽ	irade	will
sọ	kafatası	brain
sọc	çizgili	stripe
sỏ	oligarşi	oligarchy
sỏi	çakıl	gravel
số	sayı	"(term should be ""số lượng"") quantity (n.)"
sốc	şok	shock
sống	canlı	live
sốt	sıcaklık	fever
sồi	meşe	oak
sổ	kayıt	window
sớ	dokular	document
sớm	erken	som
sờ	dokunmatik	touch
sỡ	technicolor	colorful
sợ	korkmak	afraid
sợi	elyaf	fibers
sục	jakuzi	"(term should be ""sôi sục"") to boil"
sụn	kıkırdak	cartilage
sụp	çöküş	collapse
sụt	kayıp	drop
sủa	havlama	bright
sủi	kızılağaç	sparkling
sủng	hediyeler	favored
sứ	porselen	embassy
sứa	denizanası	jellyfish (n.)
sức	sağlık	strength
sứt	yarık	cleft
sừng	boynuz	sừng sững= huge
sử	tarih	"(term should be ""sử dụng"") to use (v.)"
sửa	onarım	repair
sửng	yıldırım çarpmış	startling
sửu	yanılsama	cow
sữa	süt	milk
sự		situation
ta	o	us or our
tae	tae	(proper noun) tae
tag	etiket	tag
tai	kulak	ear
taiji	taiji	(proper noun) taiji
taipei	taipei	taipei
taiwan	tayvan	taiwan
taj	taj	taj, as in taj mahal
tajikistan	tacikistan	tajikistan
tajima	tajima	tajima
tajiri	tajiri	tajiri
takahashi	takahashi	(proper noun) takahashi
taklamakan	taklamakan	taklamakan
tali	talyum	thallium
taliban	taliban	taliban
talmud	yahudilerin kanun kitabı	talmud
tam	üçgen	three (n.)
tamoxifen	tamoksifen	tamoxifen
tanaka	tanaka	tanaka
tang	yas	funeral
tanh	şüpheli	deserted
tankōbon	tankōbon	tankobon, as in a type of japanese literature
tanzania	tanzanya	tanzania
tao	ben	(proper noun) tao, a chinese name
tarim	tarım	tarim
task	görev	task
tasman	tasman	tasman, as in abel tasman
tasmania	tazmanya	tasmania, a place
tau	tau	tau
taxi	taksi	taxi
tay	el	hand
taylor	taylor	taylor
tbt	tbt	tbt
tchad	tchad	tchad
tcm	tcm	tcm
tcp	tcp	tcp
technical	teknik	technical
ted	ted	(proper noun) ted
teddy	oyuncak	teddy, as in teddy lupin, a character in the harry potter series
telecom	telekom	telecom
telekom	telekom	telekom
telex	teleks	telex
telnet	telnet	telnet
tem	damga	stamp
temple	tapınak	temple
temujin	temudjin	temujin
temur	temur	(proper noun) temur, as in temur oljeitu
tenxơ	tensör	tensor
teo	atrofi	atrophy
terengganu	terengganu	(proper noun) terengganu
territories	bölgeleri	territories
terry	havlu kumaş	terry
terumbu	terumbu	(proper noun) terumbu
tet	tet	tet
texas	teksas	(proper noun) the state of texas
tgv	tgv	tgv
tha	bahane	to forgive (v.)
thai	tayland	pregnant
thailand	tayland	thailand
tham	alma	involved
thames	thames	thames
than	karakalem	coal
thang	merdiven	ladder
thanh	çubuk	youth
thani	thani	thani
thao	spor	sport
thau	pirinç	a basin (n.)
thay	daha doğrusu	change
thcn	thcn	vocational school
thcs	thcs	secondary
thdq	roc	thdq
thebes	teb	thebes
their	chung	their
them	katma	plus
then	atina	key
theo	izleyin	according to
theory	teori	thẻoy
theravada	theravada	theravada
theres	gidecekseniz	there
theseus	theseus	theseus, the greek hero
thi	sınav	competition (n.)
thich	thich	explanation
thien	tien	sky
third	üçüncü	thỉd
thiu	bayat	buồn thiu= sad/boring
thiêm	thiem	thiem
thiêng	kutsal	"(term should be ""thiêng liêng"") sacred or holy"
thiếc	kalay	tin
thiến	kısırlaştırmak	castrate
thiếp	kartvizit	concubine
thiết	tesisler	"(term should be ""cần thiết"") necessary (adj.)"
thiếu	kısa	lack
thiềm	thiem	crescent
thiền	meditasyon	buddhist (adj.)
thiển	miyop	superficial
thiểu	en az	minimum
thiện	samimi	good
thiệp	e kart	intervene
thiệt	gerçek	damage
thiệu	tavsiye	"(term should be ""giới thiệu"") to introduce (v.)"
tho	tho	tho
thoa	ter	combination
thoai	yuvarlanan	gentle
thomas	thomas	thomas
thompson	thompson	thompson
thong	sırım	(proper noun) thong, as in ang thong
those	nhung	those
thoái	çıkmak	deterioration
thoán	thoân	usurpation
thoáng	havadar	"(term should be ""thoáng qua"") to pass quickly"
thoát	çıkış	drainage
thoại	telefon	telephone
thoạt	ilk bakışta	just (adv.)
thoả	kabul	compromise
thoải	rahat	"(term should be ""thoải mái"") comfortable or relaxing (adj.)"
thoảng	bazen	"(term should be ""thỉnh thoảng"") occasionally (adv.)"
thoắt	thoắt	suddenly
thpt	thpt	high school
thriller	gerilim	thriller
thskts	thskts	phd- architect
thua	kayıp	defeat
thumb|các	başparmak |	thumb|many
thunderbolt	yıldırım	thunderbolt
thung	thung	valley
thuyên	deplasman	a name
thuyết	teori	theory
thuyền	tekne	boat
thuê	kira	employ
thuần	saf	"(term should be ""đơn thuần"") pure (adj.)"
thuẫn	çelişkiler	support
thuận	elverişli	favourable
thuật	sanat	term
thuế	vergi	tax
thuốc	ilaç	medicine (n.)
thuộc	arasında	belong
thuớc	ilaç	"(term should be ""kích thước"") dimensions of an object"
thuờng	sık sık	usually
thuở	gençlik	period
thuỵ	thuy	"(term should be ""thụy Điển"") the nation of sweden (proper noun)"
thuỷ	hidro	water
thvn	thvn	vietnam television
thy	senin	thy
thà	tercih eder	honest
thành	başarı	"(term should be ""hình thành"") to take shape"
thày	öğretmen	teacher
thác	çağlayan	harvest
thách	meydan okuma	challenge
thái	durum	attitude
thám	dedektif	to spy (v.)
tháng	ay	month (n.)
thánh	aziz	a holy person; a saint (n.)
tháo	kaldır	"(term should be ""tháo chạy"") to run with abandon"
tháp	kule	tower
thâm	derin	penetrate
thâu	toplamak	to collect (v.)
thây	bkz	body
thãi	kentsel yüzeysel akış	superabundant
thèm	istek	desire
thép	çelik	steel
thét	thet	shout
thê	martha	category
thêm	daha	more
thêu	oyalamak	to embroider (v.)
thìa	kaşık	spoon
thìn	ince	(proper noun) thìn, the year of the dragon
thình	aniden	"(term should be ""thình lình"") suddenly"
thí	yarışmacılar	(with word du) for example
thít	thit	(proper noun) mân thít, a district in vietnam
thò	yapışkan	tho
thòi	dezavantajlı	"(term should be ""thiệt thòi"") to cost (adv.)"
thóc	çeltik	grain (n.)
thói	alışkanlıkları	a habit (n.)
thô	kaba	rough, old-fashioned
thôi	hadi	only
thông	bilgi	"(term should be ""thông thường"") usual (adj.)"
thù	düşmanlık	"entire term should be ""ke thu""; means ""enemy"""
thùng	sandık	barrel
thùy	lop	thuy
