$	dollarni tashkil etadi	dollar
будућност	kelajak	future
будућности	kelajak haqida	future
булевар	xiyobon	boulevard
бумбар	bumblebee	bumble bee
буна	organi	rebellion
буне	bune	revolts
буњевци	isyonchilar	bunjevci
буџет	byudjet	budget
вавилон	bobil	babilone
важан	muhim	important
важе	yaroqli	are valid
важи	yaroqli	stands for
важна	muhim	important
важне	muhim	important
важни	muhim	important
важним	muhim	important
важних	muhim	important
важнији	muhimroq	important
важно	muhim	important
важност	muhim	importance
важности	ahamiyati	importance
важну	muhim	important
вазал	vassal	vassal
ваздух	havo	air
ваздуха	havo	air
ваздухваздух	havo	air-air
ваздухземља	havo	air-earth
ваздухопловства	aviatsiya	aviation
ваздухопловство	aviatsiya	aviation
ваздуху	havo	in the air
ваздушне	havo	air
ваздушни	antenna	aerial
ваздушних	antenna	air
ваздушног	havo	air
ваздушном	havo orqali	air
валкире	valkyrie	valkire (serbian expression for in a military fight)
валута	valyuta	currency
валуте	valyuta	currency
вам	sizga	you
ван	mikroavtobus	outside
варира	o&#39;zgaradi	varies
варирају	farq qiladi	vary
варијанта	variant	varies
варијанте	variantlar	variants
варијанти	variantlar	variant
варијације	o&#39;zgarishlari	variates
варош	varosh	town
вароши	shaharlar	province
вас	sizniki	you
васа	vaza	vasa
василиск	basilisk	basilisk
василија	reyhan	vasilia
василије	reyhan	basil
васионе	bo&#39;sh joy	the universe
ватерполо	suv polosi	waterpolo
ватикан	vatikan	vatican
ватикана	vatikan	vatican
ватра	olov	fire
ватре	olov	fire
ватру	olov	fire
вашингтон	vashington	washington
вашингтону	vashington	washington
вајс	yig&#39;laymiz	vice
ваљева	roliklar	valjevo
ваљево	valjevo	valjevo
ваљеву	valjeevu	valjevo
веб	veb	web
вебстрана	veb-sahifa	webpage
вегетација	o&#39;simlik	vegetation
вегетације	o&#39;simlik	vegetation
веже	minoralar	binds
веза	aloqa	connection
везама	rishtalar	ties
везан	bog&#39;langan	connected
везана	bog&#39;langan	connected with
везане	bog&#39;langan	related
везани	bog&#39;langan	related to
везаних	bog&#39;langan	related to
везано	bog&#39;liq	related to
везе	ulanishlar	ties
везер	ob-havo	weser
вези	rishtalar	connection
везу	ulanish	ties
везује	bog&#39;laydi	binds
везују	bog&#39;lash	bind
век	asr	century
века	asr	centuries
векова	asrlar	centuries
вековима	asrlar davomida	centuries
веку	asr	century
велик	katta	large
велика	katta	large
великаша	buyuk odam	greats
велике	katta	big
велики	katta	great
великим	katta	big
великих	katta	large
велико	ko&#39;p	large
великог	ajoyib	great
великом	ajoyib	great
великој	ajoyib	big
велику	ajoyib	great
велимир	velimir	velimir
величина	hajmi	size
величине	hajmi	size
величини	hajmi	size
величину	hajmi	size
велс	yaxshi	vales
велсу	uels	wales
венац	gulchambar	galrand
венеција	venetsiya	venice
венеције	venetsiya	venice
венецији	venetsiya	venice
венецуела	venesuela	venezuela
венцем	gulchambar	wreath
веома	juda	very
вера	imon	religion
вере	imon	religion
верзија	versiyasi	version
верзије	versiyalari	version
верзији	versiyasi	version
верзију	versiyasi	version
вери	imon	faith
вермахта	wehrmacht	vermaxt
верника	mo&#39;minlar	believers
веровали	ishondi	believed
веровало	ishondi	believed
веровао	ishondi	believed
вероватно	ehtimol	probably
веровања	e&#39;tiqodlar	bevieves
веровање	e&#39;tiqod	faith
веровању	e&#39;tiqod	believe
вероисповести	din	religion
верона	verona	verone
верске	diniy	religion
верски	diniy	religious
верским	diniy	religious
верских	diniy	religious
веру	imon	religion
верује	ishonadi	believe
верују	ular ishonishadi	believe
весна	bahor	vesna
вест	yelek	news
вести	yangiliklar	news
ветар	shamol	wind
ветра	shamol	wind
ветрови	shamollar	winds
вече	kechqurun	evening
вечера	kechki ovqat	dinner
вечери	oqshomlar	evening
вечерње	oqshom	evening
вештачки	sun&#39;iy	artificially
вештина	mahorat	skill
вештине	ko&#39;nikmalar	skills
вељко	veljko	veljko
већ	allaqachon	as early as
већа	kattaroq	cave
веће	kechqurun	most
већег	kattaroq	larger
већем	kattaroq	greater
већи	kattaroq	a stronger
већим	kattaroq	most
већина	ko&#39;pchilik	most
већине	eng	majority
већини	eng	most
већином	asosan	majority
већински	ko&#39;pchilik	majority
већинским	ko&#39;pchilik	majority
већинско	ko&#39;pchilik	majority
већину	eng	most
већих	kattaroq	major
већом	kattaroq	bigger
већој	kattaroq	greater
већу	kattaroq	greater
ви	siz	you
вид	vid	type
вида	vida	sight
виде	vide	see
видела	ko&#39;rgan	see
видели	ko&#39;rgan	see
видео	video	video
видети	ko&#39;rish uchun	see
види	qarang	see
видимо	ko&#39;rib turibmiz	see
видић	qarang	vidic,last name,serbian
видовдан	vidovdan	vidovan
виду	mehribon	in mind
видљиве	ko&#39;rinadigan	visible
византинци	vizantiya	byzantines
византија	vizantiya	byzanty
византије	vizantiya	byzantium
византији	vizantiya	byzantium
византијом	vizantiya	byzantium
византијска	vizantiya	byzantine
византијске	vizantiya	byzantine
византијски	vizantiya	byzantine
византијских	vizantiya	byzantine
византијско	vizantiya	byzantine
византијског	vizantiya	byzantine
византијском	vizantiya	byzantine
византију	vizantiya	byzantium
вики	wiki	wiki
википедија	vikipediya	wikipedia
википедије	vikipediya	wikipedia
википедији	vikipediya	wikipedia
вико	viko	viko
виктор	g&#39;olib	victor
викторија	gororiya	victoria (personal noun, name)
вила	peri	vila
вилијам	uilyam	william
вилхелм	vilhelm	wilhelm
вимблдон	uimbldon	wimbledon
вимблдону	uimbldon	wimbldon
вина	vino	wine
виндоуз	derazalar	windows
виндјамер	vindjamer	windyamer
вино	vino	wine
винчи	dastgoh	vinci
вир	vir	vir (lepenski vir)
вира	vira	vir
вироид	viroid	viroid
вирус	virus	virus
вируса	virus	virus
вируси	viruslar	virus
висина	balandligi	height
висинама	balandliklar	altitude
висине	balandligi	height
висини	balandligi	height
висок	uzun bo&#39;yli	high
висока	baland	high
високе	baland	high
високи	baland	visoki
високим	baland	high
високих	baland	high
високо	baland	high
високог	baland	high
високом	baland	high
високу	baland	high
висораван	plato	plateau
висоравни	plato	highland
витлејем	vitlejem	vithleem
виша	yuqori	high
више	ko&#39;proq	more
вишеград	visegrad	visegrad
вишеграду	visegrad	visegrad
виши	osilgan	higher
вишим	yuqori	the high
виших	yuqori	high
виђење	ko&#39;rish	seeing
вијек	asr	century
вијека	asr	ages
вијеку	asr	century
вијенац	gulchambar	wreath
вијенца	gulchambar	wreath
вијетнам	vetnam	vietnam
влада	hukumat	prevails
владавина	qoida	rule
владавине	qoida	reign
владавину	qoida	rule
владала	hukmronlik qildi	ruled
владали	hukmronlik qildi	ruled
владао	hukmronlik qildi	ruled
владар	hukmdori	ruler
владара	hukmdori	ruler
владари	hukmdorlar	rulers
владају	qoida	ruling
владајуће	hukmronlik	ruling
владе	hukumat	government
влади	hukumat	government
владика	yepiskop	suffragan
владике	episkoplar	bishop
владимир	vladimir	vladimir
владимира	vladimir	vladimir
владислав	vladislav	vladislav
владислава	vladislava	vladislav
владо	hukumat	vlado
владом	hukumat	government
владу	hukumat	government
влажна	nam	wet
влажност	namlik	humidity
власи	soch	vlachs
власник	egasi	owner
власништва	egalik	property
власништво	egalik	property
власништву	egalik qilgan	property
власт	quvvat	power
власт=	quvvat =	power=
властела	zodagonlar	landowners
властеле	hukmdorlar	landowners
власти	hokimiyat	authorities
влаха	vlaha	vlach
влашке	vallaxiyaliklar	vlaski
влашки	wallachian	vlach
влашћу	quvvat	authority
вода	suv	water
воде	suv	come from
водене	suv	water
водени	suv	water
водећи	etakchi	leading
водећих	etakchi	leading
води	olib boradi	water
водила	led	led
водиле	led	took place
водили	led	leading
водио	led	led
водити	yetaklamoq	wage
водич	qo&#39;llanma	guide
водник	serjant	sergeant
водом	suv	water
водомар	kova	vodomar
водоник	vodorod	hydrogen
водоника	vodorod	hydrogen
воду	suv	water
возила	transport vositalari	cars
волео	sevdi	loved
воли	sevadi	loves
волим	men sevaman	i love
вођа	rahbar	leader
вође	rahbarlari	fruit
вођен	hidoyat	driven
вођена	hidoyat	drived
вођене	hidoyat	guided
вођење	yo&#39;l-yo&#39;riq	leading
вођство	etakchilik	leadership
вођством	etakchilik	leadership
вођу	rahbar	leader
војвода	dyuk	duke
војводе	gertsog	duke
војводина	vojvodina	vojvodina
војводине	voyvodinadan	vojvodina
војводини	vojvodina	vojvodina (province in serbia)
војводину	vojvodina	vojvodina
војислав	vojislav	vojislav
војислава	vojislava	vojislav
војна	urush	military
војне	urushlar	military
војни	urushlar	military
војник	askar	soldier
војника	askarlar	soldiers
војнике	askarlar	soldiers
војним	harbiy	military
војних	harbiy	military
војници	askarlar	soldiers
војницима	askarlar	soldiers
војно	urush	military
војног	harbiy	military
војном	urush	military
војној	urush	military
војну	urush	military
војска	armiya	army
војске	armiya	army
војсковођа	harbiy rahbar	army commander
војсковође	harbiy rahbarlar	military commander
војском	armiya	army
војску	armiya	army
војсци	armiya	military
воље	irodasi	will
вољи	irodasi	will
воћа	meva	fruit
воће	meva	fruit
врата	eshik	door
врате	eshik	return
врати	orqaga qayting	come back
вратила	olib keldi	returned
вратили	qaytdi	came back
вратио	qaytdi	come back
вратити	qaytish	roll back
врање	qarg&#39;alar	vranye
враћа	qaytib keladi	return
враћен	qaytdi	returned
врбас	vrbas	vrbas
врбаса	vrbasa	vrbas
вредност	qiymati	value
вредности	qiymatlar	​​values
време	vaqt	time
времена	marta	times
временима	marta	times
временом	vaqt o&#39;tgan sari	in time
временска	ob-havo	time zone
временске	ob-havo	weather
временски	ob-havo	time
временском	ob-havo	time
времену	vaqt	the time
вријеме	vaqt	in times
врло	juda	very
врс	vrs	vrs
врста	turlar	kinds
врстама	turlari	species
врсте	turlari	kind
врсти	turlari	type
врсту	turi	kind
врт	bog &#39;	garden
вртови	bog&#39;lar	gardens
врућа	issiq	hot
врх	tepasida	top
врха	tepasida	top
врхови	tepalari	vrhovi (suncani vrhovi)
врховна	oliy	high
врховне	oliy	supreme
врховни	oliy	supreme
врховног	oliy	supreme
врхом	tepasida	top
врху	tepasida	top
врхунац	avj nuqtasi	top
врхунцу	cho&#39;qqisi	peak
вршац	tepasida	vrsac (location)
врше	ijro etadi	made
врши	ijro etadi	performes
вршила	amalga oshirildi	hot dog
вршио	amalga oshirildi	made
вршца	tepasida	vršac
вта	vta	vta
вук	bo&#39;ri	wolf
вука	bo&#39;ri	vuk
вукан	vukan	volcano
вукашин	vukašin	vukasin
вуков	bo&#39;rilar	vukov
вукова	bo&#39;rilar	vuk`s
