$	usd	dollar
ваздушних	gaisa	air
ваздушног	gaiss	air
ваздушном	pa gaisu	air
валкире	valkyrie	valkire (serbian expression for in a military fight)
валута	valūta	currency
валуте	valūta	currency
вам	tev	you
ван	van	outside
варира	mainās	varies
варирају	mainīties	vary
варијанта	variants	varies
варијанте	varianti	variants
варијанти	varianti	variant
варијације	variācijas	variates
варош	varosh	town
вароши	pilsētas	province
вас	tavs	you
васа	vāze	vasa
василиск	baziliks	basilisk
василија	baziliks	vasilia
василије	baziliks	basil
васионе	telpa	the universe
ватерполо	ūdens polo	waterpolo
ватикан	vatikāns	vatican
ватикана	vatikāns	vatican
ватра	uguns	fire
ватре	uguns	fire
ватру	uguns	fire
вашингтон	mazgāšanās	washington
вашингтону	vašingtona	washington
вајс	weiss	vice
ваљева	veltņi	valjevo
ваљево	valjevo	valjevo
ваљеву	visnotaļ	valjevo
веб	tīmeklis	web
вебстрана	mājas lapa	webpage
вегетација	veģetācija	vegetation
вегетације	veģetācija	vegetation
веже	torņi	binds
веза	saite	connection
везама	saites	ties
везан	sasiets	connected
везана	saistīts	connected with
везане	saistīts	related
везани	saistīts	related to
везаних	saistīts	related to
везано	saistīti	related to
везе	savienojumi	ties
везер	laikapstākļi	weser
вези	saites	connection
везу	savienojums	ties
везује	saista	binds
везују	saistīt	bind
век	gadsimtā	century
века	gadsimtā	centuries
векова	gadsimtos	centuries
вековима	gadsimtiem	centuries
веку	gadsimtā	century
велик	liels	large
велика	liels	large
великаша	lielisks cilvēks	greats
велике	lieli	big
велики	liels	great
великим	lieli	big
великих	lieli	large
велико	daudz	large
великог	lieliski	great
великом	lieliski	great
великој	lieliski	big
велику	lieliski	great
велимир	velimirs	velimir
величина	izmērs	size
величине	izmērs	size
величини	izmērs	size
величину	izmērs	size
велс	labi	vales
велсу	velsietis	wales
венац	vainags	galrand
венеција	venēcija	venice
венеције	venēcija	venice
венецији	venēcija	venice
венецуела	venecuēla	venezuela
венцем	vainags	wreath
веома	ļoti	very
вера	ticība	religion
вере	ticība	religion
верзија	versija	version
верзије	versijas	version
верзији	versija	version
верзију	versija	version
вери	ticība	faith
вермахта	vermahta	vermaxt
верника	ticīgie	believers
веровали	ticēja	believed
веровало	ticēja	believed
веровао	ticēja	believed
вероватно	droši vien	probably
веровања	uzskatiem	bevieves
веровање	pārliecība	faith
веровању	pārliecība	believe
вероисповести	reliģija	religion
верона	verona	verone
верске	reliģiozs	religion
верски	reliģiozs	religious
верским	reliģiozs	religious
верских	reliģiozs	religious
веру	ticība	religion
верује	tic	believe
верују	viņi tic	believe
весна	pavasaris	vesna
вест	veste	news
вести	jaunumi	news
ветар	vējš	wind
ветра	vējš	wind
ветрови	vēji	winds
вече	vakars	evening
вечера	vakariņas	dinner
вечери	vakaros	evening
вечерње	vakarā	evening
вештачки	mākslīgs	artificially
вештина	prasme	skill
вештине	prasmes	skills
вељко	veljko	veljko
већ	jau	as early as
већа	lielāks	cave
веће	vakars	most
већег	lielāks	larger
већем	lielāks	greater
већи	lielāks	a stronger
већим	lielāks	most
већина	vairākums	most
већине	lielākā daļa	majority
већини	lielākā daļa	most
већином	pārsvarā	majority
већински	vairums	majority
већинским	vairums	majority
већинско	vairums	majority
већину	lielākā daļa	most
већих	lielāks	major
већом	lielāks	bigger
већој	lielāks	greater
већу	lielāks	greater
ви	jūs	you
вид	vid	type
вида	vida	sight
виде	vide	see
видела	ieraudzīja	see
видели	ieraudzīja	see
видео	video	video
видети	redzēt	see
види	redzēt	see
видимо	mēs redzam	see
видић	redzēt	vidic,last name,serbian
видовдан	vidovdan	vidovan
виду	laipns	in mind
видљиве	redzams	visible
византинци	bizantieši	byzantines
византија	bizantietis	byzanty
византије	bizantijā	byzantium
византији	bizantijā	byzantium
византијом	bizantietis	byzantium
византијска	bizantietis	byzantine
византијске	bizantietis	byzantine
византијски	bizantietis	byzantine
византијских	bizantietis	byzantine
византијско	bizantietis	byzantine
византијског	bizantietis	byzantine
византијском	bizantietis	byzantine
византију	bizantijā	byzantium
вики	wiki	wiki
википедија	wikipedia	wikipedia
википедије	wikipedia	wikipedia
википедији	wikipedia	wikipedia
вико	viko	viko
виктор	uzvarētājs	victor
викторија	viktorija	victoria (personal noun, name)
вила	pasaku	vila
вилијам	viljams	william
вилхелм	vilhelm	wilhelm
вимблдон	vimbldona	wimbledon
вимблдону	vimbldona	wimbldon
вина	vīns	wine
виндоуз	logi	windows
виндјамер	vindjamer	windyamer
вино	vīns	wine
винчи	vinča	vinci
вир	vir	vir (lepenski vir)
вира	vira	vir
вироид	viroīds	viroid
вирус	vīruss	virus
вируса	vīruss	virus
вируси	vīrusi	virus
висина	augums	height
висинама	augstumos	altitude
висине	augums	height
висини	augums	height
висок	garš	high
висока	augstu	high
високе	augstu	high
високи	augstu	visoki
високим	augstu	high
високих	augstu	high
високо	augstu	high
високог	augstu	high
високом	augstu	high
високу	augstu	high
висораван	plato	plateau
висоравни	plato	highland
витлејем	vitlejem	vithleem
виша	augstāk	high
више	vairāk	more
вишеград	višegrada	visegrad
вишеграду	višegrada	visegrad
виши	karājas	higher
вишим	augstāk	the high
виших	augstāk	high
виђење	redzot	seeing
вијек	gadsimtā	century
вијека	gadsimtā	ages
вијеку	gadsimtā	century
вијенац	vainags	wreath
вијенца	vainags	wreath
вијетнам	vjetnama	vietnam
влада	valdība	prevails
владавина	noteikums	rule
владавине	noteikums	reign
владавину	noteikums	rule
владала	valdīja	ruled
владали	valdīja	ruled
владао	valdīja	ruled
владар	valdnieks	ruler
владара	valdnieks	ruler
владари	valdnieki	rulers
владају	noteikums	ruling
владајуће	nolēmums	ruling
владе	valdība	government
влади	valdība	government
владика	bīskaps	suffragan
владике	bīskapi	bishop
владимир	vladimirs	vladimir
владимира	vladimirs	vladimir
владислав	vladislavs	vladislav
владислава	vladislava	vladislav
владо	valdība	vlado
владом	valdība	government
владу	valdība	government
влажна	mitrs	wet
влажност	mitrums	humidity
власи	mati	vlachs
власник	īpašnieks	owner
власништва	īpašumtiesības	property
власништво	īpašumtiesības	property
власништву	piederēja	property
власт	spēks	power
власт=	jauda =	power=
властела	muižnieki	landowners
властеле	valdnieki	landowners
власти	varas iestādes	authorities
влаха	vlaha	vlach
влашке	valkātāji	vlaski
влашки	valkānietis	vlach
влашћу	spēks	authority
вода	ūdens	water
воде	ūdens	come from
водене	ūdens	water
водени	ūdens	water
водећи	vadošais	leading
водећих	vadošais	leading
води	ved	water
водила	vadīja	led
водиле	vadīja	took place
водили	vadīja	leading
водио	vadīja	led
водити	vadīt	wage
водич	vadīt	guide
водник	seržants	sergeant
водом	ūdens	water
водомар	ūdensvīrs	vodomar
водоник	ūdeņradis	hydrogen
водоника	ūdeņradis	hydrogen
воду	ūdens	water
возила	transporta līdzekļiem	cars
волео	mīlēja	loved
воли	mīl	loves
волим	es mīlu	i love
вођа	vadītājs	leader
вође	vadītāji	fruit
вођен	vadīts	driven
вођена	vadīts	drived
вођене	vadīts	guided
вођење	norādes	leading
вођство	vadība	leadership
вођством	vadība	leadership
вођу	vadītājs	leader
војвода	hercogs	duke
војводе	hercogs	duke
војводина	vojvodina	vojvodina
војводине	vojvodina	vojvodina
војводини	vojvodina	vojvodina (province in serbia)
војводину	vojvodina	vojvodina
војислав	vojislav	vojislav
војислава	vojislava	vojislav
војна	karš	military
војне	kari	military
војни	kari	military
војник	kareivis	soldier
војника	kareivji	soldiers
војнике	kareivji	soldiers
војним	militārā	military
војних	militārā	military
војници	kareivji	soldiers
војницима	kareivji	soldiers
војно	karš	military
војног	militārā	military
војном	karš	military
војној	karš	military
војну	karš	military
војска	armija	army
војске	armija	army
војсковођа	militārais vadītājs	army commander
војсковође	militārie vadītāji	military commander
војском	armija	army
војску	armija	army
војсци	armija	military
воље	būs	will
вољи	būs	will
воћа	augļi	fruit
воће	augļi	fruit
врата	durvis	door
врате	durvis	return
врати	atgriezties atpakaļ	come back
вратила	atnesa atpakaļ	returned
вратили	atgriezās	came back
вратио	atgriezās	come back
вратити	atgriezties	roll back
врање	vārnas	vranye
враћа	nāk atpakaļ	return
враћен	atgriezās	returned
врбас	vrbas	vrbas
врбаса	vrbasa	vrbas
вредност	vērtību	value
вредности	vērtības	​​values
време	laiks	time
времена	reizes	times
временима	reizes	times
временом	laika gaitā	in time
временска	laikapstākļi	time zone
временске	laikapstākļi	weather
временски	laikapstākļi	time
временском	laikapstākļi	time
времену	laiks	the time
вријеме	laiks	in times
врло	ļoti	very
врс	vrs	vrs
врста	sugas	kinds
врстама	sugas	species
врсте	veidi	kind
врсти	sugas	type
врсту	tips	kind
врт	dārzs	garden
вртови	dārzi	gardens
врућа	karsts	hot
врх	tops	top
врха	tops	top
врхови	galotnes	vrhovi (suncani vrhovi)
врховна	augstākā	high
врховне	augstākā	supreme
врховни	augstākā	supreme
врховног	augstākā	supreme
врхом	tops	top
врху	tops	top
врхунац	kulminācija	top
врхунцу	virsotne	peak
вршац	tops	vrsac (location)
врше	uzstājas	made
врши	uzstājas	performes
вршила	izpildīts	hot dog
вршио	izpildīts	made
вршца	tops	vršac
вта	vta	vta
