$	usd	dollar
ఆస్తి	īpašums	property
ఆహార	ēdiens	food
ఆహారం	ēdiens	food
ఆహారంగా	barība	as food
ఆహారంలో	ēdiens	in the food
ఆహారము	ēdiens	food
ఆహారాన్ని	ēdiens	food
ఆహారాలు	pārtika	foods
ఆహ్వానం	uzaicinājums	invitation
ఇ	e	it is the third ovel letter in telugu language
ఇంక	vairāk	and also
ఇంకనూ	tālāk	and also
ఇంకా	vairāk	some
ఇంకొక	cits	another
ఇంకొన్ని	papildu	few more
ఇంకో	cits	another
ఇంగువ	hing	asafoetida (used in cooking)
ఇంగ్లండు	anglija	england
ఇంగ్లాండు	anglija	england
ఇంగ్లాండులో	anglija	in england
ఇంగ్లాండ్	anglija	england
ఇంగ్లీషు	angļu	english
ఇంగ్లీషులో	angļu	english
ఇంగ్లీష్	angļu	english
ఇంచుమించు	gandrīz	almost
ఇంజనీరింగు	inženierzinātnes	engineering
ఇంజనీరింగ్	inženierzinātnes	engineering
ఇంజన్	dzinējs	engine
ఇంజినీరింగ్	inženierzinātnes	injeniearing
ఇంట	māja	house
ఇంటర్	starp	inter
ఇంటర్నెట్	internets	internet
ఇంటర్నేషనల్	starptautiskā	international
ఇంటర్మీడియట్	starpposms	intermediate
ఇంటి	māja	house
ఇంటికి	mājas	to home
ఇంటిపేరు	uzvārds	surname
ఇంటిపేర్లు	uzvārdi	surnames
ఇంటిలో	mājas	in house
ఇంట్లో	māja	in the home
ఇండస్ట్రీస్	nozares	industries
ఇండియన్	indiānis	indian
ఇండియా	indija	india
ఇండెక్స్	indekss	index
ఇండో	indo	indo
ఇండోఆర్యన్	indoariāns	indo-aryan
ఇండోనేషియా	indonēzija	indonesia
ఇండోనేసియా	indonēzija	indonesia
ఇండోర్	indore	indore
ఇంత	šis	this much
ఇంతకు	iepriekš	before this
ఇంతకుముందు	iepriekš	this befiore
ఇంతటి	apsveicami	this
ఇంతలో	tikmēr	ere-long
ఇంతవరకు	tik tālu,	till now
ఇంతవరకూ	kādreiz	till now
ఇందిర	indira	indira
ఇందిరా	indira	indira
ఇందు	šodien	iindu
ఇందుకు		indhuku
ఇందుకోసం	šim nolūkam,	for this
ఇందులో		in this
ఇంద్రజిత్తు	indrajit	indrajith
ఇంద్రుడు	indra	indhra
ఇక		now
ఇక్కడ	šeit	here
ఇక్కడకు	šeit	here
ఇక్కడి		here
ఇక్కడికి	uz	here
ఇక్కడే	šeit	here
ఇక్ష్వాకు	ikshvaku	ishwa
ఇచ్చాడు	piešķīra	he had given
ఇచ్చాయి	ar nosacījumu	gave
ఇచ్చారు	dots	gave away
ఇచ్చి	dod	to give
ఇచ్చింది	piedāvā	given
ఇచ్చిన		given
ఇచ్చే	tas	giving
ఇటలీ	itālijā	italy
ఇటాలియన్	itāļu valoda	italian
ఇటీవల	nesen	recently
ఇటీవలి	nesenie	recently
ఇటీవలికాలంలో	nesenie	recently
ఇటీవలే	nesen	few days back
ఇటు	ziņas	here
ఇటువంటి	tādas	this kind
ఇడ్లీ	idli	idli
ఇతడి	viņa	his
ఇతడు	viņš	this man
ఇతని	viņa	his
ఇతనికి	viņš	for him
ఇతనిని	viņu	his
ఇతను	pvo	this person
ఇతర	cits	other
ఇతరత్రా	citi	multiple
ఇతరములు	cits	others
ఇతరుల	citi	other's
ఇతరులకు	citi	remaining
ఇతరులను	citi	others
ఇతరులు	citi	others
ఇదంతా	visi	this all
ఇది	tā	this
ఇదివరకు	līdz šim	upto now
ఇదే	tas pats	this
ఇదొక	tas ir	this is a
ఇదో	tas ir	this one
ఇద్దరి	gan jau	both
ఇద్దరు	divas	two
ఇద్దరూ	gan jau	couple
ఇనస్టీన్	einšteins	insteen
ఇనుప	dzelzs	iron
ఇనుము	dzelzs	iron
ఇన్	iekšā	in
ఇన్ని	iekšā	this many
ఇన్నింగ్స్	injings	innings
ఇన్ఫర్మేషన్	informācija	information
ఇన్సులిన్	insulīns	insulin
ఇన్సులిన్‌	insulīns	insulin
ఇన్స్టిట్యూట్	institūts	institute
ఇప్పటి	tagad	now
ఇప్పటికి	tagad	from now
ఇప్పటికీ	joprojām	till
ఇప్పటికే	gan jau	for now
ఇప్పటివరకు	tik tālu	till now
ఇప్పటివరకూ	tik tālu,	tilldate
ఇప్పుడు	tagad	now
ఇబ్న్	ibn	ibn
ఇబ్బంది	nepatikšanas	trouble
ఇబ్బందులు	grūtības	difficulties
ఇబ్రహీం	ibrahims	ibrahim
ఇబ్రాహీం	ibrahims	ibrahim
ఇమేజ్	attēls	image
ఇయర్	gads	year
ఇరవై	divdesmit	twenty
ఇరాక్	irāka	iraq
ఇరాన్	irāna	iran
ఇరు	gan jau	both
ఇరుగు	apkārtne	neighbour
ఇలా	patīk	like this
ఇలాంటి	līdzīgi	such
ఇలాగే	līdzīgi	accordingly
ఇలియానా	ileana	iliyana
ఇల్లాలు	laba sieva	wife
ఇల్లు	māja	house
ఇళయరాజా	ilayaraja	ilayaraja
ఇళ్ళ	mājas	houses
ఇళ్ళలో	mājsaimniecības	in the houses
ఇళ్ళు	mājas	house
ఇవన్నీ	visi no šiem	all these
ఇవి	šie	this
ఇవికాక	ivikaka	besides these
ఇవికూడా	arī	these also
ఇవీ	efeja	this
ఇవెంట్	pasākums	event
ఇవే	aitas	these
ఇవ్వడం	dod	giving
ఇవ్వడానికి	uz	to give
ఇవ్వబడింది	dots	was given
ఇవ్వబడిన		given
ఇవ్వబడ్డాయి	sarakstā	given
ఇష్టం	un	like
ఇష్టపడతారు	patīk	like
ఇష్టమైన	mīļākā	liked
ఇసుక	smiltis	soil
ఇస్కాన్	iskcon	iscon
ఇస్టిట్యూట్	institūts	institute
ఇస్తాయి	dot	will give
ఇస్తారు	ir	given
ఇస్తుంది	dod	gives/will give
ఇస్తూ	dod	giving
ఇస్తే	ja	to give
ఇస్లాం	islāms	islam
ఇస్లాంలో	islāms	in islam
ఇస్లామాబాద్	islamabada	islamabad
ఇస్లామిక్	islāma	islamic
ఇస్లామీయ	islāma	islamic
ఈ		this
ఈ-మెయిల్	e-pasts	e-mail
ఈజిప్టు	ēģipte	egypt
ఈజిప్ట్	ēģipte	egypt
ఈతని	viņš ir	his
ఈనాడు	šodien	eenaadu
ఈమె	viņa	this woman
ఈమెను	viņa	her
ఈమెయిల్	e-pasts	e-mail
ఈయన	viņa	eeyana
ఈవిధంగా	pa šo ceļu	this way
ఈశాన్యాన	uz ziemeļaustrumiem	north east
ఈశ్వర	šiva	lord eswara
ఈశ్వరుడు	visvarenais	god
ఈశ్వరుని	debesis	eeshwar
ఈస్టిండియా	austrumos	east india
ఈస్ట్	austrumos	east
ఉ	tur	yes
ఉంచడం	izvietošana	keeping
ఉంచాలి	put	should leave
ఉంచి	turiet	by keeping
ఉంచుతారు	ievietots	put
ఉంచుతుంది	uztur	haved
ఉంచే	izvietošana	used
ఉంటాడు	ir	be there
ఉంటాయని	be	must be
ఉంటాయి	ir	will be there
ఉంటారు	ir	comes
ఉంటుందని	būs	is there
ఉంటుంది	ir	be there
ఉంటుందో	ir	will it be
ఉంటూ	paliec	in control
ఉంటే	ja	be there
ఉండకూడదు	nevajadzētu būt	shouldn't  be
ఉండగా	kamēr	still
ఉండటం	būt	be there
ఉండటంతో	kopš	being
ఉండటము	klātbūtne	there
ఉండటమే	būt	being
ఉండటానికి	paliec	in order to be
ఉండడం	būt	having
ఉండడంతో	ar	as being
ఉండడానికి	paliec	for staying
ఉండదు	tur nav	not there
ఉండలు	granulas	balls
ఉండవచ్చు	var būt	might be there
ఉండవచ్చునని	maijā	may be
ఉండవచ్చును	var būt	can stay
ఉండవు	ir	will not be there
ఉండాలని	paliec	has to be
ఉండాలనే	būt	to be
ఉండాలి	vajadzētu	should have
ఉండి	un	consists of
ఉండుటచే	kā	prevailing
ఉండును	ir	exists
ఉండే		consists
ఉండేందుకు	paliec	to be there
ఉండేటటువంటి	tas ir	same being
ఉండేదని	ka	used to be
ఉండేది	bija	used to be
ఉండేవాడు	bija	was like that
ఉండేవారు	bija	were there
ఉండేవి	varētu būt bijis	there
ఉండొచ్చు	tur būtu	may be
ఉందంటే	ja	its there because
ఉందని	tas	that
ఉంది	ir	it is there
ఉందో	pvo	was there
ఉక్కు	tērauds	steel
ఉగాది	ugadi	ugadhi
ఉచిత	bezmaksas	free
ఉచితంగా	spēlē	freely
ఉచ్ఛ	virsotne	hign
ఉజ్బెకిస్తాన్	uzbekistāna	uzbekistan
ఉత్తమ	labi	best
ఉత్తమం	labākais	better
ఉత్తర	ziemeļi	north
ఉత్తరం	vēstule	east
ఉత్తరంగా	ziemeļi	towards north
ఉత్తరప్రదేశ్	uz augšu	uttar pradesh
ఉత్తరము	ziemeļi	post
ఉత్తరాంచల్	uttaranchal	uttaranchal
ఉత్తరాన	ziemeļi	north
ఉత్తరాయణ	ekvinokcija	north
ఉత్తరాలు	burti	letters
ఉత్పత్తి	produkts	production
ఉత్పత్తికి	ražošana	for production
ఉత్పత్తిలో	ražošana	production
ఉత్పత్తుల	izstrādājumi	hinjury
ఉత్పత్తులను	izstrādājumi	produce
ఉత్పత్తులు	izstrādājumi	products
ఉత్సవ	festivāls	festive
ఉత్సవం	festivāls	ustav
ఉత్సవాలలో	festivāli	in celebrations
ఉత్సవాలు	gadatirgi	festivals
ఉత్సాహంగా	entuziastiski	enthusiastically
ఉదజని	ūdeņradis	hydrogen
ఉదయం	rīts	morning
ఉదరము	vēders	stomach
ఉదా	piemēram,	example
ఉదాహరణ	piemērs	example
ఉదాహరణకి	piemēram,	for example
ఉదాహరణకు	piemēram,	example
ఉదాహరణగా	piemērs	for example
ఉదాహరణలు	piemēri	examples
ఉద్దేశం	nodoms	aim
ఉద్దేశించి	uz	aimed at
ఉద్దేశ్యం	nolūks	intention
ఉద్దేశ్యంతో	nodoms	an intention
ఉద్భవించాయి	radās	come from
ఉద్భవించింది	aizdevums	obtained
ఉద్భవించిన	topošie	arise
ఉద్యమ	bizness	revolution
ఉద్యమం	kustība	revolution
ఉద్యమంలో	kampaņa	in the movement
ఉద్యమము	kustība	udyamamu
ఉద్యమానికి	kustība	for the revolution
ఉద్యమాన్ని	kampaņa	strike
ఉద్యమాలు	kustības	fights
ఉద్యానవనం	parks	garden
ఉద్యానవనాలు	parki	park
ఉద్యోగ	ījabs	job
ఉద్యోగం	ījabs	duty
ఉద్యోగాలు	darbs	jobs
ఉద్యోగులు	darbinieki	employees
ఉనికి	klātbūtne	existing
ఉనికికి	par	existence
ఉనికిని	klātbūtne	existance
ఉనికిలో	pastāv	existence
