$	usd	dollars
الأقاليم	teritorijas	regions
الأقدس	vissvētākais	the sacred
الأقدم	vecākā	the oldest
الأقرب	tuvākie	the closest
الأقسام	sadaļas	sections
الأقصى	tālu	maximum
الأقطار	diagonāles	territories
الأقل	vismazāk	least
الأقليات	mazākumtautības	minority
الأقمار	mēneši	satellites
الأقوال	teicieni	sayings
الأكاديمية	akadēmija	academy
الأكبر	lielākais	the biggest
الأكراد	kurdi	kurd
الأكسجين	skābeklis	oxygen
الألب	alpi	alps
الألبان	pienotava	dairy
الألبانية	albāņu	albanian
الألف	alif	the millenium
الألفية	tūkstošgade	millennium
الألم	sāpes	pain
الألمان	vācieši	the germans
الألماني	vācu	german
الألمانية	vācu	german
الألواح	plāksnes	plates
الألوان	krāsas	colours
الأم	māte	origin
الأمازيغ	berberi	the amazigh
الأمازيغية	tamazight	tamazight
الأماكن	vietas	places
الأمام	uz priekšu	imam
الأمان	drošība	security
الأمانة	godīgums	the responsibility
الأمة	tauta	suffered
الأمثال	sakāmvārdi	examples
الأمثلة	piemēri	exampels
الأمد	ilgums	time
الأمر	lieta	the issue
الأمراء	prinči	princes
الأمراض	slimības	disease
الأمريكتين	amerikāņi	the two americas
الأمريكي	amerikāņu	american
الأمريكية	amerikāņu	america
الأمريكيون	amerikāņi	americans
الأمريكيين	amerikāņi	the americans
الأمصار	cikloni	the states
الأمطار	lietus	rains
الأمعاء	zarnas	intestines
الأمل	ceru	hope
الأملاح	sāļi	salts
الأمم	tautas	nations
الأمن	drošība	the security
الأمنية	vēlme	security
الأمواج	viļņi	waves
الأموال	nauda	the money
الأمور	lietas notiek	the conditions
الأموي	umayyad	umayyad
الأموية	umayyad	umayyad
الأمويون	ūmaijādi	umayyads
الأمويين	ūmaijādi	alomoaon
الأمية	analfabētisms	illiteracy
الأمير	princis	prince
الأميرة	princese	the queen
الأميركي	amerikāņu	american
الأميركية	amerikāņu	american
الأمين	sekretārs	custodian
الأنا	ego	ego
الأناجيل	bībeles	bibles
الأناضول	anatolija	anatole
الأنباء	jaunumi	news
الأنبياء	pravieši	prophets
الأنثروبولوجيا	antropologs	anthropology
الأنثى	sievietes	the female
الأندلس	andalūzija	andalusia
الأندية	klubi	clubs
الأنسجة	audu	the tissues
الأنسولين	insulīns	insulin
الأنشطة	aktivitātes	activities
الأنصار	ansars	ansar
الأنصاري	al ansari	ansari
الأنطروبولوجيا	antropoloģija	anthropology
الأنظمة	sistēmas	systems
الأنف	deguns	nose
الأنفاق	tuneļi	the tunnels
الأنماط	stili	styles
الأنهار	upes	rivers
الأنواع	sugas	kind
الأهالي	vecāki	fammilies
الأهداف	mērķi	the goals
الأهرام	piramīdas	el-ahram
الأهرامات	piramīdas	the pyramids
الأهلي	al-ahly	al-ahly
الأهلية	atbilstība	civil
الأهم	svarīgāks	the most important
الأهمية	svarīgums	importance
الأوائل	tops	original
الأوامر	komandas	orders
الأوبرا	opera	opera
الأودية	ielejas	canyons
الأوراق	lapas	papers
الأورام	audzēji	tumors
الأوربية	eiropietis	european
الأوروبي	eiropietis	european
الأوروبية	eiropietis	european
الأوروبيون	eiropieši	the europeans
الأوروبيين	eiropieši	europeans
الأوزون	ozons	ozone
الأوساط	apļi	circles
الأوسط	vidū	middle
الأوسمة	rotājumi	medals
الأوضاع	nosacījumi	situations
الأوعية	bļodas	vessels
الأوقات	reizes	time
الأوكراني	ukraiņu	ukrainian
الأوكرانية	ukraiņu	alucrohn
الأول	pirmais	the first
الأولمبية	olimpiskais	olympics
الأولى	pirmais	the first
الأولي	sākotnējais	incipient
الأولية	primārs	raw
الأيام	dienas	days
الأيبيرية	ibērijas	alaepireya
الأيسر	kreisais	the left
الأيمن	taisnība	right
الأيوبي	al ayoubi	ayubi (name)
الأيوبية	ayyubid	ayyubid
الإباحية	pornogrāfija	porno
الإبادة	iznīcināšana	elimination
الإباضية	ibadi	el ebadeya
الإبداع	radošums	creativity
الإبراهيمية	ābrahāms	abrahamic
الإبل	kamieļi	camels
الإتحاد	savienība	union
الإثارة	aizraušanās	excitement
الإثنين	pirmdien	monday
الإجابة	atbilde	answer
الإجراءات	pasākumi	procedures
الإجماع	vienprātība	agreement
الإجمالي	kopā	the total
الإجمالية	kopā	total
الإحساس	sensacija	feeling
الإحصاء	statistika	statistics / the count
الإحصاءات	statistika	statistics
الإحصائيات	statistika	alihsaniat
الإحصائية	statistiskā	statistical
الإخوان	brālība	brothers
الإدارة	administrācija	government
الإداري	administratīvā	administrative
الإدارية	administratīvā	administrative
الإدعشري	el adhari	el-edashry
الإذاعة	radio	broadcast
الإرادة	būs	welling
الإرشاد	konsultācijas	guidance
الإرهاب	terorisms	the terrorism
الإسبان	spāņi	spanish
الإسباني	spāņi	the spanish
الإسبانية	spāņu valoda	the spanish
الإسراء	isra	israa
الإسرائيلي	izraēlas	the israelian
الإسرائيلية	izraēlas	israeli
الإسرائيليين	izraēlieši	the israeli people
الإسكندر	aleksandrs	alexander
الإسكندرية	aleksandrija	alexandria
الإسلام	islāms	peace
الإسلامي	islāma	islamic
الإسلامية	islāma	islamic
الإسماعيلية	ismailia	ismailia
الإشارات	pazīmes	signs
الإشعاع	starojums	radiation
الإشعاعي	radioloģiskā	the radioactive
الإصابة	ievainojums	the infection
الإصدار	atlaidiet	the edition
الإصلاح	labot	the reformation
الإصلاحات	remonts	reforms
الإصلاحية	labojums	reformatory
الإطار	rāmis	framework
الإطلاق	palaišana	absolutely
الإعدام	izpildes	death
الإعلام	mediji	media
الإعلامي	informatīvs	media man
الإعلان	reklāma	announcement
الإعلانات	reklāmas	advertisements
الإغريق	grieķi	greek
الإغريقي	grieķu	greek
الإغريقية	grieķu	greek
الإفريقي	afrikāņu	african
الإفريقية	afrikāņu	the african
الإقامة	rezidence	place of stay
الإقليم	teritorija	region
الإقليمي	reģionālās	regional
الإقليمية	reģionālās	regional
الإلحاد	ateisms	atheism
الإلكترون	elektrons	electron
الإلكترونات	elektroni	electronics
الإلكترونية	e	eletriny
الإله	dievs	elah
الإلهي	dievišķais	divine
الإلهية	dievišķais	holly
الإمارات	aae	emirates
الإمارة	emirāts	emirate
الإمامة	imamate	the lead
الإمامية	imami	imami
الإمبراطور	imperātors	empire
الإمبراطورية	impērija	the empire
الإمدادات	izejmateriāli	supplies
الإناث	sievietes	females
الإنتاج	ražošana	production
الإنتاجية	produktivitāte	production
الإنترنت	internets	the internet
الإنجليز	angļu	british
الإنجليزي	angļu	england
الإنجليزية	angļu	english
الإنجيل	evaņģēlijs	the bible
الإنسان	cilvēka	the human
الإنساني	cilvēks	humanitarian
الإنسانية	cilvēcība	the human
الإنشاء	radīšana	construction
الإنفاق	tērē	spending
الإنفلونزا	gripa	flu
الإنكشارية	jāņi	janissaries
الإنكليزي	angļu	the english
الإنكليزية	angļu	english
الإيجابية	pozitīvs	positive
الإيدز	aids	aids
الإيراني	irāņu	iranian
الإيرانية	irāņu	iranian
الإيطالي	itāļu valoda	italian
الإيطالية	itāļu valoda	italian
الإيطاليين	itāļi	italians
الإيمان	ticība	the faith
الا	izņemot	except
الائتلاف	koalīcija	coalition
الابتدائي	primārs	primary
الابتدائية	primārs	primary
الابن	dēls	ann
الاتجاه	virziens	direction
الاتجاهات	directione	directions
الاتحاد	savienība	union
الاتحادية	federālā	federal
الاتصال	savienojums	communication
الاتصالات	telekomunikācijas	communications
الاتفاق	vienošanos	an agreement
الاتفاقيات	vienošanās	agreements
الاتفاقية	vienošanās	the agreement
الاتهام	apsūdzība	accusation
الاثني	etniskā piederība	athenian
الاثنين	pirmdien	monday
الاجتماع	sanāksme	conference
الاجتماعات	sanāksmes	gatherings
الاجتماعي	sociālais	social
الاجتماعية	sociālais	civilized
الاجتهاد	uzcītība	thinking
الاحتباس	saglabāšana	global
الاحتفاظ	turēt	to keep
الاحتفال	svētki	festival
الاحتفالات	svinības	festivals
الاحتكاك	berze	harassment
الاحتلال	nodarbošanās	occupation
الاحتياجات	vajadzības	needs
الاختبار	pārbaude	test
الاختلاف	atšķirība	difference
الاختلافات	atšķirības	the differences
الاختيار	izvēle	the choice
الارتباط	saite	attachment
الارتفاع	augstums	rising
الازدهار	labklājība	prosperity
الاستثمار	investīcijas	investment
الاستثمارات	investīcijas	investments
الاستخبارات	saprāts	intelligence
الاستخدام	lietojums	usage
الاستخدامات	lietojumi	usages
الاستراتيجي	stratēģiskā	strategic
الاستراتيجية	stratēģija	strategical
الاستسلام	padoties	capitulation
الاستعمار	kolonizācija	colonization
الاستعماري	koloniāls	colonial
الاستعمارية	koloniāls	colonial
الاستعمال	izmantojiet	usage
الاستفتاء	referendums	referendum
الاستقرار	stabilitāte	stability
الاستقلال	neatkarība	independence
الاستنساخ	pavairošana	cloning
الاستهلاك	patēriņš	consumption
الاستواء	izlīdzināšana	tropical
الاستوائية	tropu	tropical
الاستيلاء	krampji	takeover
الاسكندنافية	skandināvu	scandinavian
الاسم	vārds	the name
الاسود	melnais	black
الاشتراك	abonēšana	participation
الاشتراكي	sociālists	socialist
الاشتراكية	sociālisms	communist
الاشتراكيون	sociālisti	socialists
الاصطناعى	sintētisks	intelligent
الاصطناعي	mākslīgais	artificial
الاضطراب	turbulence	confusion
الاضطرابات	nemieri	disturbances
الاضطهاد	vajāšana	persecution
الاضطهادات	vajāšanas	the persecutions
الاعتبار	apsvērums	consideration
الاعتداء	uzbrukums	assault
الاعتراف	atzīšana	recognition
الاعتقاد	ticība	believe
الاعتماد	akreditācija	relying on
الاعلام	mediji	media
الاعمال	bizness	works
الاغنية	dziesma	the song
الاقتصاد	ekonomika	economy
الاقتصادي	ekonomiskais	the economical
الاقتصادية	ekonomiskais	economic
الاكتشاف	atklājums	the discovery
الاكتشافات	atklājumi	discoveries
الالتزام	apņemšanās	adherence
الامام	imam	imam
الامبراطورية	impērija	empire
الامير	princis	prince
الانتخابات	vēlēšanas	elections
الانتخابية	vēlētāji	electoral
الانتداب	pilnvaras	mandate
الانتشار	izplatās	the spread
الانتصار	uzvara	the victory
الانتصارات	uzvaras	the victories
الانتفاضة	sacelšanās	uprising
الانتقادات	kritika	criticisms
الانتقال	pārvietojas iekšā	transmission
الانتقالية	pārejas posms	transitory
الانتقام	atriebties	the revenge
الانتهاء	gatavs	finishing
الاندلس	andalūzija	al-andalus
الاندماج	apvienošanās	merging
الانسحاب	izraujot	retreat
الانضمام	pievienojieties	joining
الانطروبولوجيا	antropoloģija	anthropology
الانفجار	sprādziens	the explosion
الانفصال	atdalīšana	separation
الانقسام	nodaļa	division
الانقلاب	apvērsums	coup
الاهتمام	interese	the interest
الايكولوجية	ekoloģiskā	the ecological
الباب	durvis	door
البابا	pāvests	pope
البابلي	babilonietis	babylonian
البابلية	babilonietis	babylonia
البابوية	pāvests	papal
البابية	vērtne	the babian
الباحث	pētnieks	researcher
الباحثون	pētnieki	researchers
الباحثين	pētnieki	researchers
البارد	auksts	cold
الباردة	auksts	the cold
البارزة	ievērojams	the prominent
البارزين	izcili	the prominent
الباطنية	ezotērika	underground
الباقي	pārējie	the rest
الباقية	pārējie	the rest
البالغ	pieaugušais	the one reaching
البالغة	pieaugušais	very much
البالغين	pieaugušie	adult
البتراء	petra	petra
البترول	nafta	petrol
البث	raidījums	broadcast
البحار	jūras	seas
البحر	jūra	sea
البحري	jūras	marine
البحرية	navy	el-baharia
البحرين	abas jūras	bahrain
البحوث	pētījumi	researches
البحيرات	ezeri	lakes
البحيرة	ezers	the lake
البخار	tvaiks	vapor
البخاري	bukhari	albokhari
البدء	sākt	start
البدائي	primitīvs	primordial
البدائية	primal	primitive
البداية	sākums	the beginning
البدنية	fiziskā	physical
البدو	beduīni	bedouin
البذور	sēklas	seeds
البر	taisnība	righteousness
البرازيل	brazīlija	brazil
البرازيلي	brazīlijas	brazilian
البراكين	vulkāni	volcanoes
البرامج	programmas	programs
البربر	berberi	barbar
البربرية	barbarisms	barbarian
البرتغال	portugāle	portugal
البرتغالي	portugāļu valoda	portuguese
البرتغالية	portugāļu valoda	portuguese
البرتغاليين	portugāļi	portuguese
البرج	tornis	the tower
البركان	vulkāns	the volcano
البركاني	vulkāns	volcanic
البركانية	vulkāns	volcanic
البرلمان	parlaments	parliament
البرلمانية	parlamentārais	parliamentary
البرمجيات	programmatūra	the software
البرنامج	programma	the program
