$  	dollar təşkil edib	dollar
csapadékmennyiség	yağış	rainfall
csapat	komanda	group
csapata	komanda	team of sy/sg
csapatai	komandalar	troops of
csapatait	qoşunlar	troops
csapatban	komanda	in team
csapatnak	komanda	of the team
csapatok	qoşunlar	troops
csapatokat	qoşunlar	troops
csapatot	komanda	troop
csapattal	komanda	with team
csapattársa	komanda yoldaşı	teammate
csapatának	qoç	to the team of
csapatát	komanda	troop of
csapás	fəlakət	strike
csapást	zərbə	blow
csarnok	zal	hall
csata	döyüş	battle
csatlakozik	qoşulmaq	joins
csatlakozott	qatıldı	joined
csatlakoztak	qatıldı	joined
csatlakozó	jak	joiner
csatolt	bağlıdır	attached
csatolták	əlavə olunur	annexed
csatorna	kanal	channel
csatornák	kanallar	channels
csatornán	kanal	(on/through) channel
csatában	döyüş	in battle
csatát	döyüş	battle
cseh	çex	czech
csehek	çexlər	czech
csehország	çexiya respublikası	czech republic
csehszlovák	çexoslovakiya	czecho-slovakian
csehszlovákia	çexoslovakiya	czechoslovakia
csekély	yüngül	little
cselekmény	akt	plot
cselekménye	hərəkət etmək	the act
cselekvés	fəaliyyət	action
csendes	sakit	silent
csendesóceán	sakit okean	pacific ocean
csendesóceáni	sakit	pacific
csere	mübadilə	csere
cserébe	qarşılığında	in return
csillag	ulduz	star
csillaga	ulduz	star
csillagok	ulduzlar	stars
csillagunk	ulduzumuz	our star
csillagász	astronom	astronomer
csillagászat	astronomiya	astonomy
csillagászati	astronomik	astronomical
csillagászok	astronomlar	astronomers
csinált	etdi	did
csoda	möcüzə	miracle
csodálatos	gözəl	wonderful
csokonai	csokonai	csokonai
csoma	çıxarış	csoma
csomópont	qovşaq	node
csontváry	csontvary	csontváry
csontváz	skelet	skeleton
csoport	qrup	group
csoportba	qrup	group
csoportban	qrup	group
csoportja	qrup	group
csoportkör	i̇lkin tur	(incorrect compound word)
csoportok	qruplar	groups
csoportot	qrup	group
csoportra	qruplar	into groups
csupán	yalnız	only
csák	sadəcə	a person's name
császár	imperator	császár
császári	imperial	emperor
császárnak	sezar	emperor
császárral	i̇mperator	with emperor
császárság	i̇mperiya	empire
császárt	i̇mperator	emperor
csík	zolaq	stripe
csíkszereda	miercurea ciuc	csíkszereda
csökken	azalmaq	dwindle
csökkent	azaldı	decreased
csökkentette	azaldı	reduced
csökkenti	azalır	reduces
csökkentik	azaltmaq	reduce
csökkentése	azalma	decrease in
csökkenése	azalmaq	reduction
csökkenő	azalma	decreasing
csúcsa	zirvəsi	peak of
csúcspontja	zirvəsi	peak of
csúcsán	zirvəsi	on the top of sg
cukor	şəkər	sugar
cukorbetegség	diabet	diabetes
cup	kubok	cup
cár	çar	tsar (as a rank)
cég	şirkəti	firm
cégek	şirkətlər	companies
céget	şirkəti	firm
cél	hədəf	target
célba	hədəflənmişdir	(to the) target
célból	son	(with the) aim (to)
céljuk	məqsədləri	their goal
céljából	üçün	purpose
célját	məqsəd	purpose of sy
céllal	münasibət	reason
célokra	məqsədləri	for
célpontja	hədəf	target of
célra	üçün	(for some) purpose
célszerű	məqsədəuyğun	practical
célt	qol	aim
célul	hədəf	objective
célú	məqsədi	with the aim of
cím	başlıq	address
címe	başlıqdır	its title
címek	başlıqlar	title
címen	at	by the name of
címer	kəklik	crest
címere	gerbi	banner of
címet	ünvanı	title
címlapja	qapaq	front
címmel	ünvanı	(with the) title
címén	ünvanı	on behalf
címét	ünvanı	address
című	yandır	titled
d	d	d
da	da	da
dacára	rəğmən	despite
dal	mahnı	song
dala	mahnı	song of
dalai	dalay	songs of
dalait	mahnıları	songs
dallas	dallas	dallas
dalmácia	dalmatiya	dalmatia
dalok	mahnıları	songs
dalokat	mahnıları	songs
dalt	mahnı	song
dalát	mahnı	song of
dalí	dalí	dalí
dan	danimarkalı	dan
daniel	daniel	daniel
dante	dante	dante
darab	hissə	piece
darabja	hissə	piece of
darabjai	ədəd	pieces of sg
darabok	ədəd	pieces
darabot	ədəd	play
dareiosz	darius	darius
dark	qaranlıq	english word
darualakúak	gruiformes	cranelike
darwin	darvin	darwin
dave	dərviş	dave
david	davud	david
davis	davis	davis
dc	dc	dc
de	amma	de
dead	ölü	dead
dean	dekan	dean
debrecen	debrecen	debrecen
debrecenben	debrecendə	in debrecen
debreceni	debrecen	of debrecen
debütált	debüt	debut
debütáló	debüt	debutant
december	dekabr	december
decemberben	dekabrda	in december
definíció	tərif	definition
dei	dei	dei
del	cənub	not a hungarian word
delfin	delfin	dolphin
delle	delle	delle
demográfiai	demoqrafik	demographic
demokrata	demokrat	democrat
demokratikus	demokratik	democratic
demokraták	demokratlar	democrats
demokrácia	demokratiya	democracy
dennis	dennis	dennis
denudáció	inkar	denudáció
depeche	depeche	depeche
depresszió	depressiya	depression
der	der	the
derékszögű	düzbucaqlı	cartesian
derül	ortaya qoydu	becomes clear
derült	aydın	cleared up
des	des	des
descartes	dekart	descartes
deutsche	deutsche	deutsche
dexter	dexter	dexter
dezoxiribóz	deoksiriboz	deoxyribose (biology)
dezső	dezső	dezső
deák	yazıçı	deak
dharma	dharma	dharma
di	di	di
diabetes	diabet	english word
diabétesz	diabet	diabetes
diagnózis	diaqnoz	diagnosis
diamond	almaz	diamond
dicaprio	dicaprio	dicaprio
dick	sikmək	dick
die	ölmək	die
diego	diego	diego
digitális	rəqəmsal	digital
diktatúra	diktatura	dictatorship
dilléniafélék	dilléniafélék	dilleniales
dinamikus	dinamik	dynamic
dinasztia	sülalə	dinasty
dinoszaurusz	dinozavr	dinosaur
dinoszauruszok	dinozavrlar	dinosaurs
diplomáciai	diplomatik	diplomatic
diplomát	dərəcəsi	diploma
disney	disney	disney
diszkográfia	diskoqrafiya	discography
divat	moda	fashion
divatos	dəbli	fashionable
dizartria	dizartiya	disartry
diák	tələbə	pupil
diákok	tələbələr	students
diána	diana	diana
dns	dns	dna
dobos	barabançı	drummer
dog	köpək	mastiff
dohány	tütün	tobacco
doktor	həkim	doctor
doktori	doktorluq	phd
dokumentum	sənəd	document
dokumentumfilm	sənədli	documentary
dokumentumok	sənədlər	documents
dolgok	şeylər	things
dolgokat	şeylər	things
dolgot	şeylər	thing
dolgozik	işləmək	work
dolgoznak	onlar işləyir	work
dolgozni	işləmək	work
dolgozott	işləyib	worked
dolgozta	yaxşı iş	worked over
dolgoztak	işləyib	worked
dolgozó	işləyir	worker
dolgozók	işçilər	workers
dollár	dollar	dollar
dolog	şey	thing
domborzat	relyef	terrain
domborzati	ərazi	terrain
domenico	domeniko	domenico
domináns	dominant	dominant
domokos	domokos	domokos
domonkos	dominikan	domonkos
domén	domen	domain
don	don	don
donald	donald	donald
dont	qərar ver	don't - english, dont - river don
douglas	duglas	douglas
down	aşağı	english word
dr	dr.	dr
dragon	əjdaha	dragon
drum	nağara	drum
drága	bahalı	precious
dráma	drama	drama
drámai	dramatik	dramatic
du	du	du
dumbledore	dambldor	dumbledore
duna	tuna	danube
dunai	tuna	danubian
dunán	danube	danube
dupla	ikiqat	double
durva	kobud	rough
dvd	dvd	dvd
dvdn	dvdn	on dvd
dán	danimarkalı	danish
dánia	danimarka	denmark
dániel	daniel	daniel
dátum	tarix	date
dátuma	məhsullar	date
dávid	davud	david
dédanyjan	dédanyjan	great-grandmother
dédapjan	dédapjan	gran-grand father
dél	cənub	south
délafrikai	cənubi afrika	south-african
délamerika	cənubi amerika	south america
délamerikai	cənubi amerika	south america
délelőtt	səhər	morning
délen	cənub	on the south
déli	cənub	southern
déliek	cənublular	southerners
délkeleti	cənub-şərqdə	southeastern
délkorea	cənubi koreya	south korea
délnyugati	cənub-qərb	southwest
délnyugaton	cənub-qərb	in south western
délre	cənub	to the south
délről	cənub	from south
délszláv	cənubi slavyan	southern slav
délután	günortadan sonra	in the afternoon
délvietnami	délvietnami	south vietnam
dénes	dene	dennis
día	dia	día
díj	haqq	prize
díja	haqq	award
díjai	haqları	awards of
díjak	haqları	awrds
díjat	mükafat	award
díját	mükafat	prize
díszes	bəzək	decorative
díszpolgárai	dekorativ vətəndaşlar	honorary citizens
díszített	bəzədilib	decorated
dóm	günbəz	cathedral
dózsa	dozsa	a hungarian surname
dönt	qərar ver	choose
döntetlen	çəkmək	tie
döntés	qərar	decision
döntése	qərarlar	decision
döntést	qərar	decision
döntött	qərar verdi	decided
döntöttek	qərar verdi	decided
döntő	final	decisive
döntőbe	final	into the finals
döntőben	final	in the final
döntően	qətiyyətlə	decisively
döntős	finalçılar	matchplay player
döntőt	final	decided
dőlt	əyilmiş	slanted
east	şərq	"this is ""kelet"" in hungarian"
eastwood	eastwood	eastwood
eb	köpək	e.b.
ebbe	bu	this
ebben	bu	in this
ebből	bundan	from this
edda	edda	edda
eddie	eddie	eddie
eddig	indiyə qədər	until now
eddigi	indiyə qədər	until now
ede	sal	ede (forename)
edgar	edqar	edgar
edison	edison	edison
edit	redaktə edin	edit
edition	nəşr	edition
edward	edward	edward
edzés	çalışmaq	training
edző	məşqçi	trainer
eger	siçan	eger
egerek	siçan	mice
egri	eger	eger
egy	biri	one
egyaránt	bərabər dərəcədə	equally
egyben	həmçinin	in addition
egyebek	digərləri	other
egyed	başlar	egyed (forename)
egyedek	şəxslər	individuals
egyedi	unikal	unic
egyedül	tək	only
egyedüli	yalnız	only
egyedülálló	unikal	independent
egyegy	tək-tək	a
egyelőre	hal hazirda	a pre-
egyenes	düz	straight
egyenesen	düz	straight
egyenként	bir bir	one by one
egyenlet	tənlik	equation
egyenletes	dayanıqlı	regular
egyenlítő	ekvator	equator
egyenlítői	ekvatorial	equatorial
egyenlő	bərabərdir	equal
egyenlőség	bərabərlik	equality
egyes	fərdi	certain
egyesek	bəziləri	some
egyesített	birləşdirilmişdir	conjugate
egyesület	dərnək	society
egyesült	birləşdi	united
egyet	biri	with
egyetem	universitet	university
egyetemek	universitetlər	universities
egyetemen	universitetdə	at the university
egyetemes	universaldır	universal
egyetemet	universitet	university
egyetemi	universitet	university
egyetemre	universitet	university
egyetlen	biri	only one
egyetértés	razılaşma	agreement
egyezik	uyğunluq	equals
egyezmény	konvensiya	agreement
egyezményt	konvensiya	agreement
egyfajta	bir növ	of a certain kind
egyforma	eyni	identical
egyház	kilsə	church
egyházak	kilsələr	churches
egyidejűleg	eyni vaxtda	at the same time
egyidőben	eyni vaxtda	at the same time
egyik	biri	one of
egyike	biri	one
egyikük	onlardan biri	one of them
egyiptom	misir	egypt
egyiptomban	misir	in egypt
egyiptomi	misir	egyptian
egykor	nə vaxt	when
egykori	bir dəfə	pristine
egykét	ya da iki	one ot two
egymillió	bir milyon	one million
egymás	bir-birinə	each other
egymáshoz	bir-birinə	to one another
egymásnak	bir-birinə	to each other
egymásra	bir-birinin üstündə	on one another
egymással	bir-biri ilə	with each other
egymást	bir-birinə	each other
egymástól	bir birindən	about each other
egyre	heç	ever
egyrészt	bir əldə	partly
egyszer	bir dəfə	ones
egyszeri	tək	one-off
egyszerre	eyni vaxtda	at the same time
egyszerű	sadə	simple
egyszerűbb	daha asan	simpler
egyszerűen	sadəcə	simply
egyszerűsített	sadələşdirilmiş	simplified
egység	vahid	union
egysége	birlik	unity of sg
egységei	bloklar	units
egységek	ədəd	units
egységeket	ədəd	units
egységes	vahid	unified
egységesen	vahid	uniformly
egységet	birlik	unit
egységre	birlik	units
egyáltalán	bütün	at all
egyéb	digərləri	other
egyébként	yeri gəlmişkən	otherwise
egyén	fərdi	person
egyének	şəxslər	persons
egyéni	fərdi	individual
egyértelmű	aydın	evident
egyértelműen	açıq-aydın	unanimously
egyúttal	eyni vaxtda	at the same time
együtt	birlikdə	together
együttes	birləşdirilmişdir	band
együttese	ansamblı	band
együttesek	lentlər	bands
együttesen	birgə	together
együttesnek	ansamblı	band
együttest	kompleks	band
együttműködés	əməkdaşlıq	collaboration
egér	siçan	mice
egész	bütöv	whole
egészen	olduqca	entirely
egészséges	sağlam	healthy
egészében	bütöv	whole
egészét	bütöv	(its) whole
ehelyett	əvəzinə	instead
ehhez	bu	this
ehnaton	akhenaten	it is a pharao's name
ei	ei	"word does not make sense on its won ""11-ei"" means on the 11th day of (month)"
ein	ein	one (german)
einstein	eynşteyn	einstein
ejtsd	tələffüz edir	pronounce
ekkor	at	then
ekkora	bu qədər	with a size like this
ekkoriban	bu vaxt	this time
ekkorra	bu vaxta qədər	by this time
ekkortájt	bu zaman ətrafında	in this time
ekkortól	o vaxtdan bəri	since then
eközben	bu vaxt	meanwhile
el	uzaqda	off
eladott	satilir	sold
eladta	satilir	sold
eladási	satmaq	selling
elbeszélés	povest	short story
elbeszélések	qısa hekayələr	narratives
elbeszélő	rəvayətçi	narrative
elegendő	kifayətdir	enough
eleget	görüşmək	meet
elegáns	baxımlı	elegant
eleinte	əvvəlcə	at first
eleje	erkən	beginning
elején	başında	early
elejére	üst	towards the beginning
elejétől	başlanğıc	from the beginning
elek	mən yaşayıram	elek
elektrokémia	elektrokimya	electro-chemistry
elektromos	elektron	electric
elektromágneses	elektromaqnit	electromagnetic
elektronikai	elektron	electronical
elektronikus	elektron	electronic
elektronok	elektron	electrons
elem	element	element
eleme	maddələr	element of
elemei	elementlər	elements of
elemeit	elementləri	elements of
elemek	elementlər	elements
elemeket	maddələr	elements
elemekkel	maddələr	elements
elemet	batareya	element
elemi	ibtidai	elementary
elesett	öldürüldü	fell
eleve	a priori	already
elfogadható	məqbuldur	acceptable
elfogadja	qəbul edin	accepts
elfogadni	qəbul etmək	to accept
elfogadott	qəbul edildi	accepted
elfogadta	qəbul edildi	accepted
elfogadták	qəbul edildi	accepted
elfoglalják	işğal etmək	occupied
elfoglalni	işğal etmək	to take position
elfoglalt	məşğul	busy
elfoglalta	işğal edib	occupied
elfoglalták	işğal edib	occupied
elfoglalása	işğal	conquest of
elhagyja	buraxmaq	lefts
elhagyta	itirdi	left
elhagyták	tərk edilmiş	left
elhangzott	eşitdim	heard
elhatározta	qərar verdi	decided
elhelyezett	yerləşən	set
elhelyezkedése	yeri	sy's/sg's position
elhelyezkedő	yerləşən	laying
elhunyt	mərhum	passed away
elindult	başlamışdır	started
elismeri	tanıyır	admits
elismert	etiraf etdi	respected
elismerte	tanınıb	recognized
elismerések	tanıma	appreciations
elismerést	tanınması	appreciation
elit	elit	elite
elizabeth	elizabet	elizabeth
eljutott	çatdı	reached
eljárás	icraat	process
eljárások	prosedurlar	processes
eljárást	proses	procedure
elkerülése	qarşısını almaq	avoidance
elkezdett	başladı	started
elkezdte	başladı	started
elkezdték	başladılar	started
elkezdődött	başladı	started
elképzelhető	xəyali	imaginable
elképzelés	anlayışı	imagination
elképzelése	fikir	idea
elképzelések	təsəvvürlər	conceptions
elkészítette	hazırlanmışdır	finished
elkészült	tamamlandı	made
elkövetett	törədilmiş	committed
elkövetkező	sonrakı	forthcoming
elküldte	göndərdi	sent
ellen	əleyhinə	against
ellenben	lakin	on the contrary / on the other hand
ellene	əleyhinə	against
ellenezte	qarşı çıxdı	opposed
ellenfele	əleyhdarları	sy's opponent
ellenfél	rəqib	adversary
elleni	əleyhinə	against
ellenjavallat	əks göstəriş	counter-recommendation
ellenkező	əksinə	contrary
ellenség	düşmən	adversary
ellenséges	düşmən	belonging to the enemy
ellentmondásos	ziddiyyətli	contradicting
ellentét	əksinə	contrary
ellentétben	fərqli olaraq	as opposed to
ellentétek	əkslər	oppositions
ellentétes	əksinə	opposing
ellenzék	müxalifət	opposed
ellenzéki	müxalifət	opposing
ellenállás	rezistor	resistance
ellenállást	müqavimət	resistance
ellenében	əleyhinə	against
ellenére	rəğmən	despite
ellenük	onlara qarşı	against them
ellenőrzés	nəzarət	control
ellenőrzése	yoxlama	control
ellátott	təmin olunur	supplied
