$  	ps	dollar
csík	racha	stripe
csíkszereda	miercurea ciuc	csíkszereda
csökken	disminución	dwindle
csökkent	reducido	decreased
csökkentette	reducido	reduced
csökkenti	disminuye	reduces
csökkentik	reducir	reduce
csökkentése	reductor	decrease in
csökkenése	disminución	reduction
csökkenő	decreciente	decreasing
csúcsa	pico	peak of
csúcspontja	clímax	peak of
csúcsán	pico	on the top of sg
cukor	azúcar	sugar
cukorbetegség	diabetes	diabetes
cup	taza	cup
cár	zar	tsar (as a rank)
cég	empresa	firm
cégek	compañías	companies
céget	empresa	firm
cél	objetivo	target
célba	dirigido	(to the) target
célból	final	(with the) aim (to)
céljuk	su meta	their goal
céljából	a fin de que	purpose
célját	el propósito	purpose of sy
céllal	relación	reason
célokra	propósitos	for
célpontja	objetivo	target of
célra	para	(for some) purpose
célszerű	conveniente	practical
célt	objetivo	aim
célul	objetivo	objective
célú	propósito	with the aim of
cím	título	address
címe	es titulo	its title
címek	títulos	title
címen	a	by the name of
címer	cresta	crest
címere	escudo de armas	banner of
címet	habla a	title
címlapja	cubrir	front
címmel	habla a	(with the) title
címén	habla a	on behalf
címét	habla a	address
című	en	titled
d	re	d
da	da	da
dacára	a pesar de	despite
dal	canción	song
dala	canción	song of
dalai	dalai	songs of
dalait	canciones	songs
dallas	dallas	dallas
dalmácia	dalmacia	dalmatia
dalok	canciones	songs
dalokat	canciones	songs
dalt	canción	song
dalát	canción	song of
dalí	dalí	dalí
dan	danés	dan
daniel	daniel	daniel
dante	dante	dante
darab	trozo	piece
darabja	trozo	piece of
darabjai	piezas	pieces of sg
darabok	piezas	pieces
darabot	piezas	play
dareiosz	darius	darius
dark	oscuro	english word
darualakúak	gruiformes	cranelike
darwin	darwin	darwin
dave	dave	dave
david	david	david
davis	davis	davis
dc	corriente continua	dc
de	pero	de
dead	muerto	dead
dean	decano	dean
debrecen	debrecen	debrecen
debrecenben	en debrecen	in debrecen
debreceni	debrecen	of debrecen
debütált	debut	debut
debütáló	debut	debutant
december	diciembre	december
decemberben	en diciembre	in december
definíció	definición	definition
dei	dei	dei
del	sur	not a hungarian word
delfin	delfín	dolphin
delle	delle	delle
demográfiai	demográfico	demographic
demokrata	demócrata	democrat
demokratikus	democrático	democratic
demokraták	demócratas	democrats
demokrácia	democracia	democracy
dennis	dennis	dennis
denudáció	denudación	denudáció
depeche	depeche	depeche
depresszió	depresión	depression
der	der	the
derékszögű	rectangular	cartesian
derül	revelado	becomes clear
derült	claro	cleared up
des	des	des
descartes	descartes	descartes
deutsche	deutsche	deutsche
dexter	diestro	dexter
dezoxiribóz	desoxirribosa	deoxyribose (biology)
dezső	dezső	dezső
deák	escriba	deak
dharma	dharma	dharma
di	di	di
diabetes	diabetes	english word
diabétesz	diabetes	diabetes
diagnózis	diagnóstico	diagnosis
diamond	diamante	diamond
dicaprio	dicaprio	dicaprio
dick	polla	dick
die	morir	die
diego	diego	diego
digitális	digital	digital
diktatúra	dictadura	dictatorship
dilléniafélék	dilléniafélék	dilleniales
dinamikus	dinámica	dynamic
dinasztia	dinastía	dinasty
dinoszaurusz	dinosaurio	dinosaur
dinoszauruszok	dinosaurios	dinosaurs
diplomáciai	diplomático	diplomatic
diplomát	graduado en	diploma
disney	disney	disney
diszkográfia	discografía	discography
divat	moda	fashion
divatos	de moda	fashionable
dizartria	disartria	disartry
diák	estudiante	pupil
diákok	estudiantes	students
diána	diana	diana
dns	dns	dna
dobos	batería	drummer
dog	perro	mastiff
dohány	tabaco	tobacco
doktor	médico	doctor
doktori	doctoral	phd
dokumentum	documento	document
dokumentumfilm	documental	documentary
dokumentumok	documentos	documents
dolgok	cosas	things
dolgokat	cosas	things
dolgot	cosas	thing
dolgozik	trabajo	work
dolgoznak	trabajan	work
dolgozni	trabajar	work
dolgozott	trabajó	worked
dolgozta	buen trabajo	worked over
dolgoztak	trabajó	worked
dolgozó	trabajando	worker
dolgozók	trabajadores	workers
dollár	dólar	dollar
dolog	cosa	thing
domborzat	alivio	terrain
domborzati	terreno	terrain
domenico	domenico	domenico
domináns	dominante	dominant
domokos	domokos	domokos
domonkos	dominicano	domonkos
domén	dominio	domain
don	don	don
donald	donald	donald
dont	decidir	don't - english, dont - river don
douglas	douglas	douglas
down	abajo	english word
dr	dr.	dr
dragon	continuar	dragon
drum	tambor	drum
drága	costoso	precious
dráma	drama	drama
drámai	dramático	dramatic
du	du	du
dumbledore	dumbledore	dumbledore
duna	danubio	danube
dunai	danubio	danubian
dunán	danubio	danube
dupla	doble	double
durva	áspero	rough
dvd	dvd	dvd
dvdn	dvdn	on dvd
dán	danés	danish
dánia	dinamarca	denmark
dániel	daniel	daniel
dátum	fecha	date
dátuma	productos	date
dávid	david	david
dédanyjan	dédanyjan	great-grandmother
dédapjan	dédapjan	gran-grand father
dél	sur	south
délafrikai	sudafricano	south-african
délamerika	sudamerica	south america
délamerikai	sudamerica	south america
délelőtt	mañana	morning
délen	sur	on the south
déli	sur	southern
déliek	sureños	southerners
délkeleti	sureste	southeastern
délkorea	corea del sur	south korea
délnyugati	sur oeste	southwest
délnyugaton	sur oeste	in south western
délre	sur	to the south
délről	sur	from south
délszláv	eslavo del sur	southern slav
délután	tarde	in the afternoon
délvietnami	délvietnami	south vietnam
dénes	dénes	dennis
día	día	día
díj	cuota	prize
díja	cuota	award
díjai	tarifa	awards of
díjak	tarifa	awrds
díjat	premio	award
díját	premio	prize
díszes	florido	decorative
díszpolgárai	ciudadanos decorativos	honorary citizens
díszített	decorado	decorated
dóm	hazme	cathedral
dózsa	dózsa	a hungarian surname
dönt	decidir	choose
döntetlen	dibujar	tie
döntés	decisión	decision
döntése	decisiones	decision
döntést	decisión	decision
döntött	decidido	decided
döntöttek	decidido	decided
döntő	finales	decisive
döntőbe	finales	into the finals
döntőben	finales	in the final
döntően	decisivamente	decisively
döntős	finalistas	matchplay player
döntőt	finales	decided
dőlt	inclinado	slanted
east	este	"this is ""kelet"" in hungarian"
eastwood	eastwood	eastwood
eb	perro	e.b.
ebbe	en esto	this
ebben	en esto	in this
ebből	de esto	from this
edda	edda	edda
eddie	eddie	eddie
eddig	hasta aquí	until now
eddigi	hasta aquí	until now
ede	sal	ede (forename)
edgar	edgar	edgar
edison	edison	edison
edit	editar	edit
edition	edición	edition
edward	eduardo	edward
edzés	rutina de ejercicio	training
edző	entrenador	trainer
eger	ratón	eger
egerek	ratones	mice
egri	eger	eger
egy	uno	one
egyaránt	igualmente	equally
egyben	además	in addition
egyebek	otros	other
egyed	cabezas	egyed (forename)
egyedek	individuos	individuals
egyedi	único	unic
egyedül	solo	only
egyedüli	solamente	only
egyedülálló	único	independent
egyegy	uno uno	a
egyelőre	siendo por el momento	a pre-
egyenes	derecho	straight
egyenesen	derecho	straight
egyenként	uno a uno	one by one
egyenlet	ecuación	equation
egyenletes	estable	regular
egyenlítő	ecuador	equator
egyenlítői	ecuatorial	equatorial
egyenlő	igual	equal
egyenlőség	igualdad	equality
egyes	individual	certain
egyesek	algunos	some
egyesített	conjunto	conjugate
egyesület	asociación	society
egyesült	unido	united
egyet	uno	with
egyetem	universidad	university
egyetemek	universidades	universities
egyetemen	en la universidad	at the university
egyetemes	universal	universal
egyetemet	universidad	university
egyetemi	universidad	university
egyetemre	universidad	university
egyetlen	uno	only one
egyetértés	acuerdo	agreement
egyezik	partido	equals
egyezmény	convención	agreement
egyezményt	convención	agreement
egyfajta	una especie de	of a certain kind
egyforma	mismo	identical
egyház	iglesia	church
egyházak	iglesias	churches
egyidejűleg	al mismo tiempo	at the same time
egyidőben	al mismo tiempo	at the same time
egyik	uno	one of
egyike	uno	one
egyikük	uno de ellos	one of them
egyiptom	egipto	egypt
egyiptomban	egipto	in egypt
egyiptomi	egipcio	egyptian
egykor	cuando una	when
egykori	una vez	pristine
egykét	o dos	one ot two
egymillió	un millón	one million
egymás	el uno al otro	each other
egymáshoz	el uno al otro	to one another
egymásnak	el uno al otro	to each other
egymásra	el uno del otro	on one another
egymással	juntos	with each other
egymást	el uno al otro	each other
egymástól	de cada uno	about each other
egyre	nunca	ever
egyrészt	por un lado	partly
egyszer	una vez	ones
egyszeri	soltero	one-off
egyszerre	al mismo tiempo	at the same time
egyszerű	sencillo	simple
egyszerűbb	más fácil	simpler
egyszerűen	simplemente	simply
egyszerűsített	simplificado	simplified
egység	unidad	union
egysége	unidad	unity of sg
egységei	bloques	units
egységek	unidades	units
egységeket	unidades	units
egységes	unificado	unified
egységesen	uniformemente	uniformly
egységet	unidad	unit
egységre	unidad	units
egyáltalán	en absoluto	at all
egyéb	otro	other
egyébként	por cierto	otherwise
egyén	individual	person
egyének	individuos	persons
egyéni	individual	individual
egyértelmű	claro	evident
egyértelműen	obviamente	unanimously
egyúttal	al mismo tiempo	at the same time
együtt	juntos	together
együttes	conjunto	band
együttese	conjunto	band
együttesek	bandas	bands
együttesen	conjuntamente	together
együttesnek	conjunto	band
együttest	complejo	band
együttműködés	cooperación	collaboration
egér	ratón	mice
egész	todo	whole
egészen	bastante	entirely
egészséges	saludable	healthy
egészében	todo	whole
egészét	entero	(its) whole
ehelyett	en vez de	instead
ehhez	esta	this
ehnaton	akhenaton	it is a pharao's name
ei	ei	"word does not make sense on its won ""11-ei"" means on the 11th day of (month)"
ein	ein	one (german)
einstein	einstein	einstein
ejtsd	pronunciado	pronounce
ekkor	a	then
ekkora	tanto	with a size like this
ekkoriban	esta vez	this time
ekkorra	por esta vez	by this time
ekkortájt	sobre esta hora	in this time
ekkortól	desde entonces	since then
eközben	mientras tanto	meanwhile
el	lejos	off
eladott	vendido	sold
eladta	vendido	sold
eladási	de venta	selling
elbeszélés	narrativa	short story
elbeszélések	cuentos cortos	narratives
elbeszélő	narrador	narrative
elegendő	suficiente	enough
eleget	reunirse	meet
elegáns	bien arreglado	elegant
eleinte	inicialmente	at first
eleje	temprano	beginning
elején	al principio	early
elejére	parte superior	towards the beginning
elejétől	comenzando	from the beginning
elek	yo vivo	elek
elektrokémia	electroquímica	electro-chemistry
elektromos	electrónico	electric
elektromágneses	electromagnético	electromagnetic
elektronikai	electrónico	electronical
elektronikus	electrónico	electronic
elektronok	electrones	electrons
elem	elemento	element
eleme	artículos	element of
elemei	elementos	elements of
elemeit	los elementos	elements of
elemek	elementos	elements
elemeket	artículos	elements
elemekkel	artículos	elements
elemet	batería	element
elemi	elemental	elementary
elesett	delicado	fell
eleve	a priori	already
elfogadható	aceptable	acceptable
elfogadja	aceptar	accepts
elfogadni	aceptar	to accept
elfogadott	aceptado	accepted
elfogadta	aceptado	accepted
elfogadták	aceptado	accepted
elfoglalják	ocupar	occupied
elfoglalni	ocupar	to take position
elfoglalt	ocupado	busy
elfoglalta	ocupado	occupied
elfoglalták	ocupado	occupied
elfoglalása	ocupación	conquest of
elhagyja	salir	lefts
elhagyta	perdió	left
elhagyták	abandonado	left
elhangzott	escuchó	heard
elhatározta	decidido	decided
elhelyezett	situado	set
elhelyezkedése	su localización	sy's/sg's position
elhelyezkedő	situado	laying
elhunyt	fallecido	passed away
elindult	ha empezado	started
elismeri	reconoce	admits
elismert	admitido	respected
elismerte	reconocido	recognized
elismerések	reconocimientos	appreciations
elismerést	reconocimiento	appreciation
elit	élite	elite
elizabeth	elizabeth	elizabeth
eljutott	alcanzado	reached
eljárás	actas	process
eljárások	procedimientos	processes
eljárást	proceso	procedure
elkerülése	para evitar	avoidance
elkezdett	empezado	started
elkezdte	empezado	started
elkezdték	empezaron	started
elkezdődött	empezado	started
elképzelhető	imaginable	imaginable
elképzelés	noción	imagination
elképzelése	idea	idea
elképzelések	imaginaciones	conceptions
elkészítette	preparado	finished
elkészült	terminado	made
elkövetett	comprometido	committed
elkövetkező	subsecuente	forthcoming
elküldte	expedido	sent
ellen	en contra	against
ellenben	sin embargo	on the contrary / on the other hand
ellene	en contra	against
ellenezte	opuesto	opposed
ellenfele	oponentes	sy's opponent
ellenfél	adversario	adversary
elleni	anti	against
ellenjavallat	contraindicación	counter-recommendation
ellenkező	contrario	contrary
ellenség	enemigo	adversary
ellenséges	hostil	belonging to the enemy
ellentmondásos	contradictorio	contradicting
ellentét	contrario	contrary
ellentétben	diferente a	as opposed to
ellentétek	opuestos	oppositions
ellentétes	opuesto	opposing
ellenzék	oposición	opposed
ellenzéki	oposición	opposing
ellenállás	resistor	resistance
ellenállást	resistencia	resistance
ellenében	en contra	against
ellenére	a pesar de	despite
ellenük	contra ellos	against them
ellenőrzés	controlar	control
ellenőrzése	comprobación	control
ellátott	previsto	supplied
elmaradt	pérdida	cancelled
elmegy	vete	leave
elmenekült	huyó	escaped
elment	fuimos	gone
elmondható	hablando	we can
elmondja	contar	states
elmondta	dijo	said
elmondása	narración	account of
elmélet	teoría	theory
elmélete	teoría	theory of
elméletek	teorías	theories
elméletet	teoría	theory
elméleti	teórico	theoretical
elméletileg	en teoria	in theory
elméletét	teoría	theory
elmúlt	pasado	past
elnevezett	nombrada	named
elnevezés	nombre	name
elnevezése	nombrando	name of
elnevezést	designacion	name
elnevezésű	nombrada	named as
elnyerte	won	won
elnök	presidente	president
elnöke	presidente	(its) president
elnöki	presidencial	presidential
elnöknek	presidente	of president
elnöksége	presidencia	its presidency
