$	usd	dollars
временно	īslaicīgi	temporary
временното	pagaidu	standings
времето	laikapstākļi	time
връзка	savienojums	connection
връзката	savienojums	link
връзки	savienojumi	connections
връзките	savienojumi	relations
връх	virsotne	top; peak
връчва	nodod	bestows
връща	atgriežas	do
връщане	atgriezties	return
връщането	atgriešanās	return
връщат	atgriezties	return
все	viss	all
всеки	visi	each
вселената	visums	universe
всички	visiem	all
всичките	visiem	all
всичко	viss	all
вследствие	pienāk	due
всъщност	patiesībā	actually
всяка	katrs	every
всякаква	jebkura	all
всякакви	visu veidu	all
всяко	katrs	every
втора	otrais	second
втората	otrais	second
втори	otrais	second
вторите	pēdējais	second
вторични	sekundārā	second
втория	otrais	second
вторият	otrais	second
вторник	otrdiena	tuesday
второ	otrais	second
второто	otrais	second
вулкан	vulkāns	volcano
вулкани	vulkāni	volcanoes
вулканите	vulkāni	volcanos
вулканична	vulkānisks	volcanic
вулфила	vilks	wolfile (little wolf)
вход	ieeja	input
входа	ieeja	input
във	iekšā	in
въведен	ieviesa	commissioned
въведена	ieviesa	introduced
въведение	ievads	blessed virgin
въвежда	iepazīstina	introduces
въвеждане	ievads	introduction
въвеждането	ievads	introduction
въвеждат	iepazīstināt	bring
въглерод	oglekļa	carbon
въглероден	oglekļa	carbon
въглехидрати	ogļhidrāti	carbohydrates
въглехидратите	ogļhidrāti	the carbohydrates
въглища	ogles	coal
въз	res	on
възбуда	uztraukums	agitation
възвишение	pacēlums	eminence
възвишения	pacēlumi	hills, elevations
възвръща	atgriežas	returns
възглед	skats	view
възгледи	skati	views
възгледите	skati	vews
въздействие	trieciens	impact
въздействието	ietekme	the influence
въздействия	triecieni	influences
въздух	gaiss	air
въздуха	gaiss	air
въздушен	gaiss	air
въздушни	gaisa	air
въздушните	gaisa	air
възел	mezgls	node
възкачването	pacelšanās	ascension
възкресение	augšāmcelšanās	reincarnation
възли	mezgli	nodes
възлиза	summa ir	amounts
възлизат	summa	amounts
възлияние	infūzija	libatio
възможен	iespējams	possible
възможна	iespējams	possible
възможни	iespējams	possible
възможните	iespējams	possible
възможно	iespējams	possibly
възможност	iespēju	possibility
възможности	iespējas	opportunies
възможностите	iespējas	the possibilities
възможността	iespēja	possibility
възнесение	pacelšanās	ascension
възникване	rašanās	origin
възникването	rašanos	originating
възникват	rodas	arise
възникнал	radās	occurred
възникнали	notika	originated
възникнало	notika	appeared
възпаление	iekaisums	inflamation
възползва	ieguvumi	benefit
възприема	uztver	perceived
възприемат	uztvert	perceive
възраждане	atdzīvināšana	renaissance
възраждането	atmoda	rebirth
възраст	vecums	age
възрастни	pieaugušajiem	adults
възрастните	pieaugušajiem	adult
възрастта	vecums	age
възрожденска	renesanse	revival
възрожденски	renesanse	renaissance
възстановен	atjaunots	rebuilt
възстановена	atjaunots	established
възстанови	atjaunot	recover
възстановява	atjauno	recover
възстановяване	atgūšana	establishment
възстановяването	atgūšana	the recovery
възстановят	atjaunot	restore
възход	celties	rise
вълк	vilks	wolf
вълна	vilnis	wave
вълната	vilnis	the wave
вълнения	uztraukums	unrest
вълни	viļņi	waves
вълци	vilki	wolves
вълците	vilki	wolves
външен	ārējs	outside
външна	ārējs	external
външната	ārējs	external
външни	ārējs	external
външните	ārējs	external
външния	ārējais	external
външният	ārējais	appearance
външно	ārēji	foreign
въобще	vispār	at all
въоръжен	bruņots	armed
въоръжени	bruņots	armed
въоръжение	bruņojums	weaponry
въоръжените	bruņots	the armed
въпреки	lai gan	nevertheless
въпрос	jautājums	problem
въпроса	jautājums	issue
въпроси	jautājumi	questions
въпросите	jautājumi	questions
въпросът	jautājums	issue
върви	iet	go
върнат	atgriezās	back
върне	atgriezties	return
въртене	rotācija	rotation
въртенето	rotācija	the spinning
върти	griežas	spin
въртят	pagriezt	rotate
върха	augšā	top
върхове	galotnes	peaks
върховен	augstākā	supreme
върховете	galotnes	high
върховния	augstākais	high
върховният	augstākais	high
върху	ieslēgts	on
въстание	sacelšanās	uprising
въстанието	sacelšanās	uprising
въстания	sacelšanās	uprisings
вътре	iekšā	inside
вътрешен	iekšējais	internal
вътрешна	iekšējais	iner
вътрешната	iekšējais	inside
вътрешни	iekšējais	home
вътрешните	iekšējais	home
вътрешния	iekšējais	inside
вътрешно	iekšēji	iner
вътрешността	iekšpusē	inside
вътрешното	iekšējais	domestic
вяра	ticība	vera
вярата	ticība	faith
вярва	tic	it is believed
вярвали	ticēja	believed
вярвания	uzskatiem	beliefs
вярват	ticēt	believe
вятър	vējš	wind
вятъра	vējš	the wind
г	d	y
габриел	gabriels	gabriel
габрово	gabrovo	gabrovo
габровски	gabrovski	gabrovo's
гавраил	gabriels	gavrail
гаврил	gavrila	gavril
гага	gaga	eider
гагарин	гагарин	gagarin
газ	gāze	gas
газа	gāze	gaza (name of city)
газания	gazania	gazania
газове	gāzes	gas
газовете	gāzes	gas
газови	gāze	gas
газовите	gāze	gas
гай	birzs	guy
галактика	galaktika	galaxy
галактиката	galaktika	galaxy
галактики	galaktikas	galaxies
галактиките	galaktikas	galaxies
галерии	galerijas	galleries
галерията	galerija	gallery
галилей	galileo	galileo
галилео	galileo	galileo
галия	gallijs	gaul
гама	gamma	gama
гамелан	gamelan	gamelan
гана	gana	ghana
гандалф	gandalfs	gandalf
ганди	gandijs	gandhi
гао	gao	gao
гара	kalns	station
гарантира	garantijas	ensure
гари	stacija	stations
гарнизон	garnizons	garrison
гарнизони	garnizoni	garrisons
гарсия	garsija	garcia
гауда	gouda	gauda
гауейн	gavains	gawain (name)
гвардия	sargs	guards
гватемала	gvatemala	guatemala
гвиана	gajāna	guyana
гвинея	gvineja	guinea
гевара	guevara	guevara
гей	gejs	gay
гейтс	vārti	gates
ген	ģen	gene
генерал	vispārējs	general
генерален	vispārējs	general
генераллейтенант	ģenerāl leitnants	lieutenant general
генералмайор	ģenerālmajors	generalmayor
генералния	ģenerālis	general
генерира	ģenerē	generate
генерират	ģenerēt	generating
генетичен	ģenētiska	genetic
генетична	ģenētiska	genetic
генетични	ģenētiska	genetic
гени	gēni	genes
геноцид	genocīds	genocide
гео	ģeogrāfiskais	geo
география	ģeogrāfija	geography
географска	ģeogrāfiskā	geographic
географската	ģeogrāfiskā	geographical
географски	ģeogrāfiski	geographical
географските	ģeogrāfiskā	geographical
географско	ģeogrāfiski	geographically
географското	ģeogrāfiskā	geographic
геология	ģeoloģija	geology
